Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-23,6.6,6.68,6.55,6.665,410845,6.665,5.237993738376077,4.526988068627614,0.711005669748463,0.5695454198533633
ATOS,2021-06-22,6.25,6.26,6.155,6.17,351290,6.17,4.978538054444455,4.355947114117823,0.6225909403266314,0.5341803573795882
ATOS,2021-06-21,5.6,5.69,5.6,5.66,261539,5.66,4.761908609797991,4.210822883247249,0.5510857265507418,0.5120777116428274
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.598619266124898,4.094888713907029,0.5037305522178697,0.5023257079158487
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.487477314511243,4.005687811019591,0.4817895034916519,0.5019744968403435
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.461564098967832,3.955742835901158,0.5058212630666743,0.5070207451775163
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.425212116961984,3.89928226277325,0.5259298541887336,0.5073206157052267
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.384014320045981,3.839080843795111,0.5449334762508706,0.5026683060843499
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.38656237823616,3.79660731129872,0.5899550669374407,0.4921020135427198
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.409555537915463,3.759527896202617,0.6500276417128457,0.46763875019403967
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.431274726627365,3.717082127898826,0.7141925987285385,0.42204152731433786
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.184797404195976,3.5514966981307325,0.6333007060652434,0.34900375946078777
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.767506023140699,3.3172244339811914,0.4502815891595078,0.27792952280967387
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.5488707546208262,3.1850023886996865,0.3638683659211397,0.2348415062222154
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.361447255460977,3.0734265797956617,0.2880206756653152,0.2025847912974843
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.2544194837266094,3.003292706179315,0.2511267775472943,0.18122582020552658
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.120495753495084,2.9242761226736604,0.1962196308214236,0.16375058087008465
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.0805858904941905,2.891018212487553,0.1895676780066373,0.1556333183822499
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.033419688765862,2.8550996694865574,0.1783200192793046,0.14714972847615304
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,3.0040414503596558,2.827907643045482,0.1761338073141733,0.13935715577536514
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,2.975685350425047,2.8013402544891206,0.1743450959359265,0.13016299289066297
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,2.976719050502328,2.7878474748482502,0.1888715756540779,0.11911746712934708
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,2.939758877866388,2.75647527283611,0.1832836050302777,0.10167893999816435
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,2.88553321929664,2.717953294662999,0.1675799246336411,0.081277773740136
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,2.8119938046233024,2.6721895582360387,0.1398042463872637,0.05970223601675973
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,2.732356314554812,2.625964722894921,0.1063915916598907,0.03967673342413372
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,2.681639280837506,2.5951379007265154,0.0865013801109904,0.022998018865194342
ATOS,2021-05-17,3.17,3.18,3.06,3.075,532580,3.075,2.5870100591715977,2.5465809327846367,0.0404291263869609,0.007122178553745328
ATOS,2021-05-14,2.41,2.48,2.41,2.4344,87656,2.4344,2.498284615384615,2.504307407407408,-0.0060227920227924,-0.0012045584045585755
ATOS,2021-05-13,2.56,2.56,2.48,2.5099,125984,2.5099,2.5099,2.5099,0.0,0.0
