Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-06-23,6.44,6.49,6.3999,6.46,92335,6.46,6.635821246138367,7.080561867342044,-0.4447406212036773,-0.387609890799915
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.667788745436251,7.130206816729408,-0.4624180712931567,-0.3733272081989746
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.747386699151933,7.202223362067761,-0.4548366629158273,-0.3510544924254291
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.8614570080886494,7.288801231033181,-0.4273442229445319,-0.3251089498028295
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,7.005358282286586,7.386305329515835,-0.3809470472292489,-0.2995501315174039
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952,6.45,7.12451433361142,7.469209755877102,-0.3446954222656817,-0.27920090258944263
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442,6.75,7.24715330335895,7.55074653634727,-0.3035932329883195,-0.26282727267038286
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880,7.11,7.337544813060578,7.614806259255052,-0.2772614461944735,-0.2526357825908987
HBM,2021-06-11,7.2,7.24,7.17,7.18,30737,7.18,7.37891659725341,7.655190759995456,-0.2762741627420455,-0.24647936669000498
HBM,2021-06-10,7.05,7.07,6.97,7.0,47445,7.0,7.415083251299485,7.693206020795093,-0.2781227694956074,-0.23903066767699457
HBM,2021-06-09,7.11,7.11,6.97,7.08,58608,7.08,7.490552933353937,7.748662502458701,-0.2581095691047634,-0.22925764222234132
HBM,2021-06-08,7.25,7.26,7.11,7.18,39876,7.18,7.565198921236471,7.802155502655396,-0.2369565814189256,-0.22204466050173577
HBM,2021-06-07,7.49,7.52,7.46,7.47,32001,7.47,7.635235088734011,7.851927942867828,-0.2166928541338171,-0.2183166802724383
HBM,2021-06-04,7.5,7.61,7.5,7.61,16878,7.61,7.665277832140195,7.882482178297254,-0.2172043461570592,-0.21872263680709358
HBM,2021-06-03,7.42,7.42,7.2427,7.28,151053,7.28,7.675328347074775,7.904280752561034,-0.2289524054862592,-0.21910220946960215
HBM,2021-06-02,7.78,7.782,7.7,7.77,39349,7.77,7.747206228361097,7.954223212765917,-0.2070169844048193,-0.21663966046543784
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010,7.81,7.743061906244934,7.968961069787189,-0.2258991635422553,-0.21904532948059247
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010,7.81,7.7308913437440125,7.981677955370165,-0.2507866116261521,-0.21733187096517695
HBM,2021-05-28,7.75,7.77,7.63,7.63,47371,7.63,7.716507951697469,7.995412191799778,-0.2789042401023085,-0.20896818579993312
HBM,2021-05-27,7.42,7.5,7.42,7.47,29707,7.47,7.732236670187918,8.02464516714376,-0.2924084969558418,-0.19148417222433925
HBM,2021-05-26,7.18,7.19,7.06,7.13,59443,7.13,7.77991606476754,8.06901678051526,-0.289100715747721,-0.16625309104146357
HBM,2021-05-25,7.42,7.42,7.37,7.39,11305,7.39,7.898082621998001,8.144138122956482,-0.246055500958481,-0.1355411848648992
HBM,2021-05-24,7.4,7.43,7.4,7.43,10489,7.43,7.990461280543093,8.204469172793,-0.2140078922499082,-0.1079126058415037
HBM,2021-05-21,7.67,7.67,7.63,7.64,6756,7.64,8.092363331550928,8.266426706616441,-0.1740633750655131,-0.08138878423940255
HBM,2021-05-20,7.7,7.7,7.66,7.66,14649,7.66,8.174611210014731,8.316540843145756,-0.1419296331310242,-0.05822013653287488
HBM,2021-05-19,7.97,8.05,7.7,7.8,68214,7.8,8.268176884562864,8.369064110597416,-0.1008872260345512,-0.037292762383337535
HBM,2021-05-18,8.3,8.32,8.17,8.17,31927,8.17,8.353299954483386,8.414589239445208,-0.0612892849618216,-0.0213941464705341
HBM,2021-05-17,8.1,8.11,7.98,8.0,33995,8.0,8.386627218934912,8.434156378600823,-0.0475291596659115,-0.011420361847712217
HBM,2021-05-14,8.21,8.35,8.21,8.33,17495,8.33,8.456923076923077,8.46888888888889,-0.0119658119658119,-0.002393162393162385
HBM,2021-05-13,8.5,8.52,8.434,8.48,19034,8.48,8.48,8.48,0.0,0.0
