Symbol,Date,Open,High,Low,Close,Volume,AEG SMA,AEG spanTwelveEMA,AEG spanTwntySixEMA,AEG_x,AEG_y
AEG,2021-06-23,4.17,4.17,4.1672,4.17,21909,4.17,4.388819090740339,4.525092440592621,-0.1362733498522823,-0.09369262842937699
AEG,2021-06-22,4.18,4.19,4.17,4.17,66830,4.17,4.428604379965854,4.553499835840031,-0.1248954558741761,-0.08304744807365064
AEG,2021-06-21,4.22,4.221,4.22,4.221,13739,4.221,4.475623358141464,4.584179822707233,-0.108556464565769,-0.07258544612351903
AEG,2021-06-18,4.23,4.23,4.21,4.215,123444,4.215,4.521918514167185,4.613234208523811,-0.0913156943566262,-0.06359269151295652
AEG,2021-06-17,4.56,4.57,4.56,4.57,32526,4.57,4.5777218803794,4.645092945205716,-0.0673710648263155,-0.056661940802039075
AEG,2021-06-16,4.49,4.49,4.48,4.48,6709,4.48,4.579125858630199,4.6511003808221725,-0.0719745221919732,-0.053984659795969746
AEG,2021-06-15,4.49,4.5,4.49,4.5,5237,4.5,4.597148742017509,4.6647884112879465,-0.0676396692704379,-0.04948719419696888
AEG,2021-06-14,4.51,4.52,4.51,4.52,21431,4.52,4.614812149657055,4.677971484190983,-0.0631593345339274,-0.044949075428601604
AEG,2021-06-11,4.52,4.53,4.52,4.53,19417,4.53,4.632050722321974,4.690609202926262,-0.0585584806042875,-0.040396510652270144
AEG,2021-06-10,4.57,4.58,4.57,4.57,9557,4.57,4.650605399107787,4.703457939160363,-0.0528525400525756,-0.03585601816426578
AEG,2021-06-09,4.52,4.53,4.52,4.525,13132,4.525,4.665260926218294,4.714134574293192,-0.0488736480748981,-0.0316068876921883
AEG,2021-06-08,4.55,4.56,4.55,4.56,29324,4.56,4.690762912803439,4.729265340236648,-0.038502427433209,-0.027290197596510836
AEG,2021-06-07,4.62,4.62,4.61,4.61,17805,4.61,4.714537987858609,4.742806567455579,-0.0282685795969701,-0.024487140137336494
AEG,2021-06-04,4.72,4.73,4.72,4.73,20839,4.73,4.733544894741992,4.753431092852026,-0.0198861981100337,-0.02354178027242808
AEG,2021-06-03,4.74,4.74,4.73,4.7389,13384,4.7389,4.734189421058718,4.755305580280187,-0.021116159221469,-0.024455675813026653
AEG,2021-06-02,4.77,4.77,4.77,4.77,12861,4.77,4.733332952160303,4.756618026702602,-0.023285074542299,-0.025290554960916055
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.72666621618945,4.75554746883881,-0.0288812526493602,-0.025791925065570313
AEG,2021-06-01,4.74,4.74,4.74,4.74,29473,4.74,4.72424189186026,4.756791266345916,-0.0325493744856562,-0.025019593169622826
AEG,2021-05-28,4.71,4.71,4.69,4.69,63844,4.69,4.721376781289398,4.758134567653589,-0.0367577863641912,-0.02313714784061448
AEG,2021-05-27,4.69,4.7,4.69,4.7,44600,4.7,4.727081650614743,4.763585333065875,-0.0365036824511326,-0.01973198820972029
AEG,2021-05-26,4.6,4.6,4.58,4.59,67824,4.59,4.73200558709015,4.768672159711145,-0.0366665726209953,-0.015539064649367192
AEG,2021-05-25,4.72,4.72,4.71,4.71,27077,4.71,4.757824784742905,4.782965932488037,-0.0251411477451322,-0.010257187656460146
AEG,2021-05-24,4.69,4.69,4.68,4.68,12711,4.68,4.766520200150706,4.78880320708708,-0.0222830069363739,-0.00653619763429213
AEG,2021-05-21,4.7,4.7,4.7,4.7,15020,4.7,4.782251145632652,4.797507463654046,-0.015256318021394,-0.002599495308771669
AEG,2021-05-20,4.71,4.71,4.7,4.71,14550,4.71,4.797205899384044,4.80530806074637,-0.0081021613623262,0.0005647103693839251
AEG,2021-05-19,4.73,4.73,4.7164,4.72,16545,4.72,4.813061517453869,4.812932705606079,0.00012881184779,0.0027314283023114616
AEG,2021-05-18,4.87,4.88,4.87,4.88,14277,4.88,4.829981793354573,4.820367322054565,0.0096144713000079,0.003382082415941824
AEG,2021-05-17,4.83,4.83,4.83,4.83,21806,4.83,4.820887573964496,4.81559670781893,0.0052908661455663,0.0018239851949252996
AEG,2021-05-14,4.86,4.87,4.86,4.87,13247,4.87,4.819230769230769,4.814444444444444,0.0047863247863251,0.0009572649572650249
AEG,2021-05-13,4.82,4.82,4.81,4.81,45365,4.81,4.81,4.81,0.0,0.0
