Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-23,5.6056,5.6199,5.5,5.5127,37833,5.5127,5.877434783110567,6.20503247293433,-0.3275976898237633,-0.22147033712733094
EGLX,2021-06-22,5.47,5.47,5.35,5.35,10798,5.35,5.943750198221578,6.2604190707690766,-0.3166688725474982,-0.1949384989532228
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.051704779716411,6.333252596430603,-0.2815478167141911,-0.16450590555465394
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.1592874669375774,6.40311280414505,-0.2438253372074728,-0.1352454277647696
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.264612460926228,6.468961828476655,-0.2043493675504271,-0.10810045040409383
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.372723817458269,6.532878774754787,-0.1601549572965179,-0.08403822111751072
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.471400875177954,6.589109076735169,-0.1177082015572148,-0.0650090370727589
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.5534737615739465,6.634637802873982,-0.0811640413000356,-0.0518342459516449
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.606814445496482,6.6646008271039,-0.0577863816074177,-0.044501797114547215
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.680780708314025,6.701768893272211,-0.0209881849581865,-0.04118065099132957
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.695468109825666,6.709910404733988,-0.0144422949083224,-0.046228767499615325
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.693080493430332,6.710015237112707,-0.0169347436823743,-0.05417538564743853
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.653640583144939,6.694016456081723,-0.0403758729367842,-0.06348554613870458
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.661575234625837,6.70073777256826,-0.0391625379424231,-0.06926296443918467
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.690952550012353,6.71679679437372,-0.0258442443613668,-0.07678807106337504
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.692943922741873,6.7197405379236175,-0.0267966151817447,-0.08952402773887706
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.6407519086949405,6.698919780957507,-0.0581678722625662,-0.10520588087816014
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.597252255730384,6.684433363434107,-0.0871811077037234,-0.1169653830320586
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.545843574954089,6.668788032508836,-0.1229444575547464,-0.12441145186414238
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.530542406763924,6.671891075109542,-0.1413486683456177,-0.12477820044149134
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.577913753448275,6.704042361118306,-0.1261286076700312,-0.12063558346545972
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.59207989043887,6.72036575000777,-0.1282858595688996,-0.11926232741431685
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.59609441597321,6.732395010008392,-0.1363005940351822,-0.11700644437567115
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.577202491604703,6.734986610809063,-0.1577841192043605,-0.11218290696079336
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.521621126441921,6.723153539673788,-0.2015324132318676,-0.10078260389990176
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,6.552824967613179,6.753005822847691,-0.2001808552345121,-0.07559515156691028
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342,5.99,6.693338598088302,6.830846288675507,-0.1375076905872045,-0.04444872565000982
EGLX,2021-05-17,6.39,6.39,6.34,6.3619,6832,6.3619,6.821218343195266,6.898113991769548,-0.0768956485742817,-0.02118398441571113
EGLX,2021-05-14,6.35,6.56,6.26,6.5199,15413,6.5199,6.90473076923077,6.941011111111112,-0.0362803418803423,-0.00725606837606847
EGLX,2021-05-13,7.25,7.25,6.95,6.9747,23786,6.9747,6.9747,6.9747,0.0,0.0
