Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-23,5.18,5.23,5.18,5.2095,41790,5.2095,5.028334871999721,4.616858945447697,0.4114759265520247,0.40075499167730333
AGEN,2021-06-22,5.3,5.35,5.3,5.34,38048,5.34,4.995395757817853,4.569447661083512,0.4259480967343414,0.39807475795862296
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311,5.29,4.932740441057463,4.507803473970193,0.4249369670872704,0.3911064232646933
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294,5.21,4.867784157613366,4.445227751887808,0.4225564057255582,0.382648787309049
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.805563095361251,4.384045972038833,0.4215171233224177,0.3726718827049217
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.741120021790569,4.32196964980194,0.4191503719886293,0.36046057255054764
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.679505480297945,4.261327221786095,0.4181782585118503,0.3457881226910274
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.600961022170299,4.193313399528982,0.407647622641317,0.32769058873582163
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.492044844383081,4.112778471491301,0.37926637289178,0.3077013302594478
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.383325725180004,4.034600749210605,0.3487249759693993,0.2898100696013647
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.258148584303641,3.9516248091474537,0.3065237751561875,0.275081343009356
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.130539235995212,3.87095479387925,0.2595844421159623,0.2672207349726481
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.068819097085251,3.8230311773895904,0.2457879196956609,0.26912980818681953
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.068604387464388,3.803273671580758,0.2653307158836302,0.2749652803096092
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.072696094276095,3.7838475653072186,0.2888485289688765,0.27737392141610395
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.075004475053567,3.761755370531796,0.3132491045217707,0.27450526952791077
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.045914379608761,3.72389580017434,0.3220185794344208,0.2648193107794457
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.98880790317399,3.673007464188288,0.3158004389857023,0.2505194936157018
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.9213184310238063,3.6180480613233503,0.3032703697004559,0.23419925727320176
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.863376327573589,3.568291906229218,0.2950844213443711,0.2169314791663882
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.807953841677878,3.520299258727556,0.2876545829503221,0.19739324362189256
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.763945449255674,3.4779231994257604,0.2860222498299136,0.17482790878978516
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.713935530938524,3.4330370553798213,0.2808984755587023,0.147029323529753
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.6219238092909833,3.370080019810207,0.2518437894807754,0.11356203552251559
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.509364501889343,3.3004064213950235,0.2089580804943196,0.07899159703295039
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.3723580476874058,3.223406935106625,0.1489511125807805,0.04649997616760808
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.258241329085116,3.161279489915155,0.0969618391699609,0.02088719206431485
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.0924852071005917,3.080589849108368,0.0118953579922234,0.0018685302879033298
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,3.063846153846153,3.067037037037037,-0.0031908831908835,-0.0006381766381768017
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,3.07,3.07,3.07,0.0,0.0
