Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.669,0.7177549025237308,0.7440988511780592,-0.02634394865432821,-0.019954217371970867
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6907999999999999,0.7266194302553182,0.7501067592723036,-0.02348732901698547,-0.018356784551381476
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7096999999999999,0.7331320539381033,0.7548513000140878,-0.02171924607598452,-0.017074148434980476
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7099999999999997,0.7373924273813948,0.7584634040152148,-0.021070976633820068,-0.015912874024729462
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7059999999999997,0.7423728687234665,0.762340476336432,-0.019967607612965454,-0.014623348372456806
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7115999999999998,0.7489861175822785,0.7668477144433465,-0.01786159686106803,-0.013287283562329642
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7238999999999998,0.7557835935063291,0.7712675315988142,-0.01548393809248516,-0.012143705237645044
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311009999999998,0.7615806105074798,0.7750569341267194,-0.013476323619239559,-0.011308647023935012
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459499999999999,0.7671223578724761,0.7785734088568571,-0.011451050984380928,-0.010766727875108874
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685569999999998,0.7709718774856535,0.7811832815654056,-0.010211404079752072,-0.010595647097790832
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502,0.7714109461194087,0.7821933840906381,-0.010782437971229351,-0.01069170785230052
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.77,0.7752674817774832,0.7847528548178891,-0.009485373040405977,-0.01066902532256831
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7755999999999998,0.7762252057370256,0.7859330832033203,-0.009707877466294756,-0.010964938393108893
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7699999999999999,0.7763388795073939,0.7867597298595859,-0.01042085035219209,-0.011279203624812426
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7748999999999999,0.7774914030541927,0.7881005082483529,-0.01060910519416014,-0.011493791942967537
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867989999999999,0.7779625672458641,0.7891565489082211,-0.011193981662356968,-0.011714963630169386
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659,0.7763559431087486,0.7893451528208788,-0.012989209712130243,-0.011845209122122488
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,0.7759,0.7782570236739756,0.7912207650465491,-0.0129637413725735,-0.011559208974620549
GSV,2020-10-01,0.8,0.8,0.7796,0.7798,57175,0.7798,0.7786855734328804,0.7924464262502731,-0.0137608528173927,-0.01120807587513231
GSV,2020-09-30,0.7969,0.7969,0.7834,0.7849,22842,0.7849000000000002,0.7784829504206767,0.7934581403502948,-0.014975189929618103,-0.010569881639567213
GSV,2020-09-29,0.78,0.7872680000000001,0.7708,0.7765,78889,0.7765000000000001,0.777316214133527,0.7941427915783185,-0.01682657744479144,-0.009468554567054489
GSV,2020-09-28,0.745,0.745,0.722,0.730328,60204,0.7303280000000001,0.7774646167032592,0.7955542149045839,-0.01808959820132472,-0.007629048847620252
GSV,2020-09-25,0.75,0.75,0.72,0.7423,52422,0.7423000000000001,0.7860349106493062,0.8007723120969507,-0.014737401447644459,-0.005013911509194134
