Symbol,Date,Open,High,Low,Close,Volume,YPF SMA,YPF spanTwelveEMA,YPF spanTwntySixEMA,YPF_x,YPF_y
YPF,2020-10-27,3.57,3.61,3.55,3.57,70678,3.57,3.5928327101225084,3.8265466584638577,-0.23371394834135015,-0.2773043915450078
YPF,2020-10-26,3.56,3.58,3.495,3.57,66729,3.57,3.5969841119629637,3.847070391140967,-0.2500862791780025,-0.2882020023459224
YPF,2020-10-23,3.48,3.51,3.43,3.49,41802,3.4900000000000007,3.601890314138049,3.869236022432244,-0.267345708294195,-0.29773093313790217
YPF,2020-10-22,3.35,3.39,3.29,3.375,93136,3.375,3.622234007617694,3.899574904226824,-0.2773408966091293,-0.30532723934882894
YPF,2020-10-21,3.45,3.53,3.355,3.385,167397,3.385,3.6671856453663665,3.9415408965649688,-0.2743552511986032,-0.3123238250337537
YPF,2020-10-20,3.63,3.6801,3.6298,3.64,102404,3.640000000000001,3.7184921263420687,3.986064168290167,-0.26757204194809825,-0.32181596849254157
YPF,2020-10-19,3.58,3.71,3.58,3.695,84526,3.6950000000000007,3.7327634220406263,4.013749301753379,-0.2809858797127536,-0.3353769501286524
YPF,2020-10-16,3.63,3.63,3.5,3.548,60996,3.5480000000000005,3.7396294987752863,4.03924924589365,-0.2996197471183644,-0.34897471773262717
YPF,2020-10-15,3.65,3.74,3.61,3.61,54335,3.61,3.7744712258253377,4.0785491855651435,-0.30407795973980445,-0.36131346038619294
YPF,2020-10-14,3.76,3.87,3.7,3.835,57034,3.835,3.8043750850663085,4.1160331204103535,-0.31165803534404457,-0.3756223355477897
YPF,2020-10-13,3.75,3.77,3.69,3.74,54592,3.740000000000001,3.7988069187147286,4.138515770043182,-0.3397088513284534,-0.3916134105987258
YPF,2020-10-12,3.9,3.9,3.7499,3.77,47245,3.770000000000002,3.80949908575377,4.170397031646637,-0.3608979458928667,-0.4045895504162938
YPF,2020-10-09,3.89,3.89,3.77,3.8,62874,3.800000000000001,3.8166807377090013,4.202428794178369,-0.3857480564693669,-0.4155124515471505
YPF,2020-10-08,3.66,3.7,3.63,3.69,17053,3.6900000000000013,3.819713599110637,4.234623097712636,-0.4149094986019999,-0.42295355031659626
YPF,2020-10-07,3.59,3.65,3.54,3.58,94892,3.5800000000000014,3.8432978898580257,4.278192945529648,-0.4348950556716225,-0.42496456324524545
YPF,2020-10-06,3.79,3.845,3.75,3.78,118170,3.780000000000001,3.8911702334685763,4.334048381172019,-0.4428781477034445,-0.4224819401386512
YPF,2020-10-05,3.67,3.71,3.615,3.62,42682,3.6200000000000014,3.9113830031901347,4.378372251665781,-0.4669892484756462,-0.4173828882474532
YPF,2020-10-02,3.58,3.625,3.555,3.61,35516,3.610000000000001,3.964361731042887,4.439042031799044,-0.4746803007561571,-0.4049812981904048
YPF,2020-10-01,3.56,3.62,3.545,3.58,50512,3.5800000000000014,4.028791136687048,4.505365394342968,-0.4765742576559191,-0.38755654754896673
YPF,2020-09-30,3.63,3.725,3.58,3.725,68140,3.7250000000000014,4.110389525175602,4.579394625890405,-0.4690051007148029,-0.3653021200222284
YPF,2020-09-29,3.75,3.75,3.61,3.62,130035,3.6200000000000014,4.180460347934804,4.647746195961637,-0.4672858480268341,-0.3393763748490848
YPF,2020-09-28,3.69,3.84,3.69,3.77,111501,3.770000000000002,4.282362229377495,4.729965891638568,-0.4476036622610735,-0.3073990065546477
YPF,2020-09-25,3.78,3.84,3.71,3.73,72673,3.7300000000000018,4.375518998355221,4.806763162969654,-0.4312441646144327,-0.27234784262804124
YPF,2020-09-24,3.66,3.66,3.47,3.59,179167,3.5900000000000016,4.492886088965261,4.892904216007227,-0.4000181270419647,-0.23262376213144337
YPF,2020-09-23,3.89,4.0,3.85,3.9,182156,3.9000000000000017,4.657047196049853,4.997136553287803,-0.3400893572379493,-0.1907751709038128
YPF,2020-09-22,4.16,4.18,3.99,4.061,91715,4.061000000000002,4.794692140786191,5.084907477550828,-0.2902153367646356,-0.15344662432027845
YPF,2020-09-21,4.38,4.38,4.22,4.28,96693,4.280000000000001,4.928090711838227,5.166820075754893,-0.2387293639166677,-0.11925444620918893
YPF,2020-09-18,4.55,4.55,4.41,4.43,53156,4.4300000000000015,5.0459253867179035,5.2377656818152865,-0.1918402950973812,-0.08938571678231946
YPF,2020-09-17,4.77,4.7909,4.63,4.698,134083,4.698,5.157911820666613,5.302386936360508,-0.14447511569389349,-0.06377207220355358
YPF,2020-09-16,4.9,4.92,4.805,4.8351,153095,4.8351000000000015,5.241532151696909,5.350737891269349,-0.10920573957244084,-0.043596311330968376
YPF,2020-09-15,5.05,5.13,4.93,4.96,104056,4.960000000000002,5.315428906550891,5.391988922570897,-0.0765600160200055,-0.02719395427060048
YPF,2020-09-14,5.19,5.19,5.07,5.14,51402,5.1400000000000015,5.380052344105597,5.426548036376568,-0.04649569227096961,-0.014852438833249219
YPF,2020-09-11,5.22,5.29,5.17,5.26,67967,5.2600000000000025,5.423698224852071,5.449471879286693,-0.025773654434622092,-0.0069416254738188955
YPF,2020-09-10,5.41,5.4899,5.32,5.335,61217,5.335000000000003,5.453461538461538,5.464629629629629,-0.011168091168090477,-0.0022336182336180955
YPF,2020-09-09,5.51,5.53,5.47,5.475,39643,5.475000000000002,5.475,5.475,0.0,0.0
