Symbol,Date,Open,High,Low,Close,Volume,PGEZF SMA,PGEZF spanTwelveEMA,PGEZF spanTwntySixEMA,PGEZF_x,PGEZF_y
PGEZF,2020-10-08,0.205,0.2209,0.205,0.2209,5900,0.2209,0.2419542799262215,0.2476979433376332,-0.005743663411411693,-0.003140300467112069
PGEZF,2020-10-07,0.2277,0.228506,0.2204,0.228506,4200,0.228506,0.2457823308218981,0.2498417788046439,-0.004059447982745712,-0.0024894597310371634
PGEZF,2020-10-06,0.237,0.2539,0.237,0.245,10000,0.245,0.2489234818804251,0.25154864110901537,-0.0026251592285903014,-0.002096962668110005
PGEZF,2020-10-05,0.2135,0.255,0.2135,0.255,9390,0.255,0.2496368422223205,0.2520725323977366,-0.0024356901754160327,-0.001964913527989938
PGEZF,2020-10-02,0.2425,0.2425,0.2425,0.2425,100,0.2425,0.2486617226263788,0.2518383349895555,-0.0031766123631766785,-0.0018472193661333998
PGEZF,2020-10-01,0.257096,0.2584,0.23705,0.23705,20846,0.23705000000000004,0.24978203583117495,0.2525854017887199,-0.0028033659575449343,-0.0015148711168725803
PGEZF,2020-09-30,0.2528,0.2559,0.2528,0.2559,4693,0.2559,0.25209695143684313,0.2538282339318175,-0.00173128249497434,-0.0011927474067044846
PGEZF,2020-09-29,0.26,0.26,0.25999,0.25999,3960,0.25998999999999994,0.2514054880617237,0.2536624926463629,-0.002257004584639177,-0.0010581136346370069
PGEZF,2020-09-28,0.24,0.249,0.23399999999999999,0.249,16400,0.24899999999999994,0.2498446677093098,0.2531562920580719,-0.0033116243487620878,-0.0007583908971364504
PGEZF,2020-09-25,0.23,0.2301,0.23,0.2301,1500,0.2301,0.24999824365645698,0.2534887954227176,-0.0034905517662606193,-0.00012008253423004094
PGEZF,2020-09-24,0.19899999999999998,0.231,0.19899999999999998,0.2224,21255,0.2224,0.2536161061394492,0.25535989905653506,-0.0017437929170858735,0.0007225347737776106
PGEZF,2020-09-23,0.24,0.2564,0.24,0.25276,84198,0.25275999999999993,0.2592917618011672,0.2579966909810579,0.001295070820109323,0.0013391166964934816
PGEZF,2020-09-22,0.23800000000000002,0.2636,0.23800000000000002,0.26045,12200,0.26045,0.2604793548559249,0.2584156262595425,0.002063728596382375,0.0013501281655895212
PGEZF,2020-09-21,0.274106,0.274106,0.2677,0.2677,29000,0.2676999999999999,0.2604846921024567,0.2582528763603059,0.002231815742150756,0.0011717280578913078
PGEZF,2020-09-18,0.27005500000000005,0.27005500000000005,0.2692,0.2692,2250,0.26919999999999994,0.2591728179392669,0.2574971064691304,0.001675711470136565,0.0009067061368264319
PGEZF,2020-09-17,0.26045,0.26045,0.258,0.2604,1425,0.2604,0.2573496939282246,0.2565608749866608,0.0007888189415637957,0.0007144548034989124
PGEZF,2020-09-16,0.273,0.273,0.25423,0.2561,4622,0.25609999999999994,0.25679509282426544,0.2562537449855937,0.0005413478386717685,0.0006958637689826914
PGEZF,2020-09-15,0.26,0.26,0.248,0.248,12600,0.248,0.2569214733377683,0.25626604458444113,0.0006554287533271362,0.000734492751560436
PGEZF,2020-09-14,0.26386,0.26386,0.2607,0.2607,3000,0.26069999999999993,0.2585435593991807,0.25692732815119645,0.0016162312479842122,0.0007542587511187469
PGEZF,2020-09-11,0.26,0.26,0.26,0.26,17000,0.25999999999999995,0.2581514792899408,0.2566255144032922,0.0015259648866486342,0.0005387656269023667
PGEZF,2020-09-10,0.2733,0.2733,0.2733,0.2733,700,0.2732999999999999,0.2578153846153846,0.2563555555555556,0.0014598290598290542,0.00029196581196579976
PGEZF,2020-09-09,0.255,0.255,0.255,0.255,3000,0.2549999999999999,0.255,0.255,0.0,0.0
