Symbol,Date,Open,High,Low,Close,Volume,FBIO SMA,FBIO spanTwelveEMA,FBIO spanTwntySixEMA,FBIO_x,FBIO_y
FBIO,2020-10-27,2.53,2.53,2.4813,2.515,42290,2.515,2.8632909481096185,3.100074834429841,-0.2367838863202225,-0.1120973397572225
FBIO,2020-10-26,2.6,2.69,2.59,2.655,37978,2.655,2.9266165750386404,3.1468808211842285,-0.22026424614558812,-0.08092570311647249
FBIO,2020-10-23,2.68,2.7297,2.58,2.62,73135,2.620000000000001,2.976001406863848,3.1862312868789666,-0.21022988001511897,-0.04609106735919356
FBIO,2020-10-22,2.6,2.65,2.5401,2.63,144249,2.63,3.0407289353845472,3.231529789829284,-0.19080085444473704,-0.005056364195212312
FBIO,2020-10-21,2.63,2.65,2.5801,2.6235,95476,2.6235,3.1154069236362827,3.2796521730156267,-0.16424524937934404,0.04137975836716876
FBIO,2020-10-20,2.62,2.6822,2.55,2.6122,153275,2.6122,3.2048445461156065,3.332144346856877,-0.12729980074127045,0.09278601030379696
FBIO,2020-10-19,2.8,2.8129,2.7,2.705,211159,2.705,3.3125980999548084,3.3897398946054267,-0.07714179465061878,0.14780746306506382
FBIO,2020-10-16,2.74,2.81,2.7249,2.735,168967,2.7349999999999994,3.423070481764773,3.4445190861738615,-0.021448604409088023,0.20404477749398434
FBIO,2020-10-15,2.8,2.81,2.66,2.71,353116,2.7099999999999995,3.5481742057220047,3.5012806130677703,0.04689359265423443,0.26041812296975253
FBIO,2020-10-14,3.06,3.07,2.96,3.02,147661,3.02,3.700569515853279,3.564583062113192,0.13598645374008678,0.31379925554863203
FBIO,2020-10-13,3.1,3.11,2.85,2.9736,759925,2.973599999999999,3.8243094278266017,3.608149707082247,0.21615972074435466,0.3582524560007683
FBIO,2020-10-12,3.0,3.4,2.99,3.36,1427301,3.359999999999999,3.9789838692496198,3.6589136836488265,0.3200701856007937,0.39377563981487174
FBIO,2020-10-09,4.4888,4.58,4.18,4.24,531949,4.24,4.091526390931368,3.6828267783407327,0.4086996125906364,0.4122020033683913
FBIO,2020-10-08,4.46,4.7,4.45,4.66,875081,4.66,4.064531189282527,3.638252920607991,0.4262782686745359,0.4130776010628302
FBIO,2020-10-07,4.19,4.24,4.14,4.22,69419,4.219999999999999,3.9562641327884407,3.5565131542566304,0.3997509785318103,0.40977743415990375
FBIO,2020-10-06,4.22,4.34,4.12,4.17,243806,4.169999999999999,3.908312156931793,3.5034342065971606,0.4048779503346327,0.4122840480669271
FBIO,2020-10-05,4.02,4.07,3.9907,4.0211,212866,4.021099999999999,3.8607325491012094,3.450108943124933,0.4106236059762769,0.41413557250000077
FBIO,2020-10-02,3.9,4.13,3.85,4.06,231603,4.06,3.831574830755976,3.404429658574928,0.427145172181048,0.4150135641309319
FBIO,2020-10-01,4.05,4.08,3.967,4.03,101910,4.03,3.7900429818025168,3.351984031260922,0.4380589505415946,0.41198066211840284
FBIO,2020-09-30,3.95,4.02,3.91,4.0195,62394,4.0195,3.746414433039338,3.2977427537617965,0.4486716792775418,0.4054610900126049
FBIO,2020-09-29,3.95,3.95,3.82,3.88,105952,3.88,3.6967625117737626,3.2400021740627394,0.4567603377110232,0.39465844269637074
FBIO,2020-09-28,4.1,4.1,3.87,3.8895,296306,3.8895,3.663446604823538,3.1888023479877585,0.4746442568357794,0.3791329689427076
FBIO,2020-09-25,3.8339999999999996,3.92,3.8117,3.9,114889,3.9,3.6223459875187274,3.132746535826779,0.4895994516919475,0.3552551469694396
FBIO,2020-09-24,4.0,4.0,3.7,3.87,337573,3.870000000000001,3.5718634397948588,3.0713662586929216,0.5004971811019372,0.32166907078881235
FBIO,2020-09-23,4.42,4.45,4.28,4.2924,127081,4.2924,3.517656792484833,3.0074755593883555,0.5101812330964774,0.27696204321053114
FBIO,2020-09-22,4.72,4.74,4.43,4.48,247567,4.480000000000001,3.3767943911184397,2.904681604139424,0.4721127869790154,0.21865724573904452
FBIO,2020-09-21,4.75,4.75,4.59,4.7364,322218,4.7364,3.1762115531399733,2.778656132470578,0.3975554206693954,0.15529336042905167
FBIO,2020-09-18,4.49,4.575,4.4601,4.54,187498,4.539999999999999,2.8925409264381505,2.622036623068224,0.2705043033699264,0.09472784536896572
FBIO,2020-10-28,2.36,2.36,2.31,2.31,75849,2.31,2.593002913063269,2.4685995529136817,0.12440336014958665,0.05078373086872555
FBIO,2020-09-16,4.26,4.42,4.26,4.3909,171212,4.3909,2.644457988165681,2.4812875171467765,0.16317047101890436,0.032378823548510155
FBIO,2020-10-28,2.36,2.36,2.31,2.31,75849,2.3100000000000005,2.3269230769230766,2.3285185185185187,-0.0015954415954415602,-0.00031908831908840086
FBIO,2020-10-28,2.36,2.36,2.31,2.33,75949,2.3300000000000005,2.33,2.33,0.0,0.0
FBIO,2020-10-28,2.36,2.36,2.31,2.33,75949,2.33,2.33,2.33,0.0,0.0
FBIO,2020-10-28,2.36,2.36,2.31,2.33,75949,2.33,2.33,2.33,0.0,0.0
FBIO,2020-10-28,2.36,2.36,2.31,2.33,75949,2.33,2.33,2.33,0.0,0.0
