Symbol,Date,Open,High,Low,Close,Volume,ICAGY SMA,ICAGY spanTwelveEMA,ICAGY spanTwntySixEMA,ICAGY_x,ICAGY_y
ICAGY,2020-10-27,2.61,2.61,2.6,2.61,66868,2.61,2.7653046371856242,3.3312596692756116,-0.5659550320899882,-0.5822265617230751
ICAGY,2020-10-28,2.43,2.43,2.4,2.43,68646,2.43,2.7935418439466457,3.3889604428176607,-0.5954185988710146,-0.5862944441313469
ICAGY,2020-10-28,2.43,2.43,2.4,2.43,68646,2.43,2.8596403610278545,3.4656772782430734,-0.6060369172152189,-0.5840134054464299
ICAGY,2020-10-22,2.74,2.77,2.7,2.747,112367,2.7469999999999994,2.9377567903056465,3.5485314605025184,-0.6107746701968728,-0.5785075275042326
ICAGY,2020-10-28,2.43,2.43,2.4,2.43,68646,2.43,2.972439843088491,3.61265397734272,-0.6402141342542294,-0.5704407418310727
ICAGY,2020-10-20,2.75,2.84,2.74,2.82,352290,2.82,3.0710652691045803,3.707266295530138,-0.6362010264255575,-0.5529973937252837
ICAGY,2020-10-19,2.55,2.57,2.53,2.5599,185263,2.5598999999999994,3.116713499850868,3.778247599172549,-0.6615340993216816,-0.5321964855502151
ICAGY,2020-10-16,2.5,2.52,2.48,2.51,452016,2.509999999999999,3.2179523180055716,3.875715407106353,-0.657763089100782,-0.4998620821073488
ICAGY,2020-10-15,2.54,2.54,2.5,2.51,200733,2.509999999999999,3.346670921279311,3.9849726396748615,-0.6383017183955504,-0.46038683035899053
ICAGY,2020-10-14,2.62,2.63,2.59,2.62,177836,2.619999999999999,3.4987929069664583,4.102970450848852,-0.6041775438823924,-0.4159081083498506
ICAGY,2020-10-13,2.62,2.62,2.57,2.59,494718,2.589999999999999,3.658573435505814,4.221608086916758,-0.5630346514109439,-0.3688407494667149
ICAGY,2020-10-12,2.8,2.8,2.7,2.72,357456,2.719999999999999,3.852859514688689,4.352136733870099,-0.4992772191814097,-0.3202922739806577
ICAGY,2020-10-09,2.85,2.86,2.74,2.76,1509770,2.7599999999999985,4.058833971904814,4.482707672579706,-0.42387370067489183,-0.2755460376804697
ICAGY,2020-10-08,3.69,3.75,3.5,3.62,450225,3.619999999999999,4.294985603160234,4.6205242863860825,-0.3255386832258473,-0.23846412193186417
ICAGY,2020-10-07,4.25,4.25,4.05,4.16,20863,4.159999999999998,4.4177102582802785,4.700566229296968,-0.2828559710166916,-0.2166954816083681
ICAGY,2020-10-06,4.25,4.32,4.1802,4.24,35075,4.239999999999998,4.464566668876691,4.743811527640727,-0.2792448587640344,-0.2001553592562877
ICAGY,2020-10-05,4.14,4.56,4.075,4.37,69688,4.369999999999999,4.5053969723088185,4.784116449851986,-0.2787194775431665,-0.18038298437935077
ICAGY,2020-10-02,4.09,4.35,3.8,4.01,51487,4.009999999999999,4.530014603637695,4.817245765840144,-0.28723116220244904,-0.1557988610883966
ICAGY,2020-10-01,4.2,4.24,3.96,4.08,50824,4.08,4.624562713390003,4.881825427107356,-0.25726271371735265,-0.12294078580988349
ICAGY,2020-09-30,3.99,4.1,3.2,4.0,182450,4.0,4.723574115824548,4.945971461275944,-0.22239734545139456,-0.0893603038330162
ICAGY,2020-09-29,4.45,4.54,4.26,4.34,19996,4.34,4.8551330459744655,5.021649178178018,-0.16651613220355266,-0.056101043428421385
ICAGY,2020-09-28,4.3,4.4,4.225,4.27,55962,4.27,4.948793599788004,5.07618111243226,-0.12738751264425474,-0.02849727123463856
ICAGY,2020-09-25,4.68,4.68,4.35,4.5585,21469,4.5585,5.0722106179312805,5.140675601426841,-0.06846498349556107,-0.0037747108822342897
ICAGY,2020-09-24,4.67,4.8,4.0,4.8,120263,4.799999999999999,5.165612548464241,5.1872496495409885,-0.02163710107674888,0.012397857271097185
ICAGY,2020-09-23,5.06,5.11,5.0,5.04,57456,5.04,5.23208755727592,5.2182296215042685,0.01385793577165195,0.020906596858058478
ICAGY,2020-09-22,5.6,5.6,5.0,5.38,68005,5.38,5.267012567689723,5.232487991224608,0.034524576465114976,0.02266876212966033
ICAGY,2020-09-21,4.5,5.25,4.5,5.19,27247,5.19,5.246469398178763,5.220687030522578,0.025782367656185908,0.019704808545796666
ICAGY,2020-09-18,4.92,5.41,4.5,5.2396,46981,5.2396,5.2567365614839945,5.2231419929643845,0.033594568519609964,0.018185418768199575
ICAGY,2020-09-17,5.37,5.46,5.35,5.375,22453,5.374999999999999,5.25985229993563,5.221825352401536,0.03802694753409419,0.01433313133034698
ICAGY,2020-09-16,5.35,5.42,5.35,5.375,62672,5.375,5.238916354469381,5.209571380593658,0.029344973875722324,0.008409677279410398
ICAGY,2020-09-15,5.28,5.38,5.2,5.38,20076,5.379999999999999,5.214173873463814,5.196337091041151,0.017836782422662626,0.003175853130332416
ICAGY,2020-09-14,5.33,5.42,5.18,5.35,20482,5.349999999999999,5.1840236686390515,5.1816440583244425,0.0023796103146098697,-0.0004893791927501356
ICAGY,2020-09-11,4.98,4.98,4.9,4.9,21596,4.9,5.153846153846153,5.168175582990399,-0.01432942914424462,-0.0012066265695899149
ICAGY,2020-09-10,5.2,5.34,5.19,5.31,16225,5.3100000000000005,5.199999999999998,5.1896296296296285,0.01037037037036992,0.002074074074073984
ICAGY,2020-09-09,5.28,5.28,5.17,5.18,10328,5.1800000000000015,5.18,5.18,0.0,0.0
