Symbol,Date,Open,High,Low,Close,Volume
ENDP,2021-08-25,2.62,2.6261,2.58,2.59,69623
ENDP,2021-08-24,2.64,2.65,2.56,2.575,284086
ENDP,2021-08-23,2.26,2.27,2.2,2.22,415743
ENDP,2021-08-20,2.47,2.49,2.4,2.415,556361
ENDP,2021-08-19,3.7,3.73,3.6,3.61,76175
ENDP,2021-08-18,3.78,3.806,3.76,3.76,38791
ENDP,2021-08-17,3.76,3.76,3.71,3.71,52855
ENDP,2021-08-16,3.89,3.915,3.88,3.89,33579
ENDP,2021-08-13,4.16,4.16,4.1301,4.1301,16624
ENDP,2021-08-12,3.91,3.945,3.86,3.89,62911
ENDP,2021-08-11,4.37,4.37,4.11,4.13,193217
ENDP,2021-08-10,4.41,4.41,4.37,4.39,25804
ENDP,2021-08-09,4.31,4.315,4.28,4.28,55021
ENDP,2021-08-06,4.75,4.8346,4.73,4.75,155750
ENDP,2021-08-05,4.55,4.5981,4.55,4.59,66212
ENDP,2021-08-04,4.66,4.69,4.6,4.6429,62397
