Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-08-19,5.63,5.63,5.555,5.56,39186,5.56,6.342231682276747,6.544062900126888,-0.2018312178501409,-0.07791353620081917
HBM,2021-08-18,5.92,5.94,5.87,5.8795,31235,5.8795,6.484455624508883,6.622787932137039,-0.1383323076281559,-0.04693411578848873
HBM,2021-08-17,6.23,6.25,6.17,6.17,34668,6.17,6.594447556237771,6.682250966708002,-0.0878034104702312,-0.02408456782857192
HBM,2021-08-16,6.52,6.52,6.45,6.51,28000,6.51,6.671619839190094,6.723231044044643,-0.0516112048545487,-0.008154857168157097
HBM,2021-08-13,6.63,6.63,6.59,6.6,7404,6.6,6.701005264497383,6.740289527568215,-0.0392842630708312,0.002709229753440812
HBM,2021-08-12,6.68,6.68,6.65,6.65,14302,6.65,6.719369858042362,6.751512689773672,-0.0321428317313099,0.013207602959508818
HBM,2021-08-11,6.62,6.71,6.62,6.62,42762,6.62,6.73198255950461,6.759633704955565,-0.0276511454509549,0.024545211632213508
HBM,2021-08-10,6.35,6.4,6.3,6.4,31858,6.4,6.752343024869084,6.77080440135201,-0.018461376482926,0.03759430090300562
HBM,2021-08-09,6.5,6.52,6.42,6.45,14783,6.45,6.816405393027099,6.800468753460171,0.0159366395669282,0.05160822024948852
HBM,2021-08-06,6.78,6.78,6.75,6.75,7115,6.75,6.883024555395663,6.828506253736984,0.0545183016586783,0.06052611542012859
HBM,2021-08-05,6.68,6.77,6.68,6.73,34850,6.73,6.9072108381948745,6.834786754035943,0.0724240841589312,0.06202806886049115
HBM,2021-08-04,6.95,6.9527,6.95,6.95,4822,6.95,6.939430990593943,6.843169694358819,0.0962612962351237,0.05942906503588113
HBM,2021-08-03,6.94,6.94,6.92,6.92,15699,6.92,6.937509352520115,6.8346232699075244,0.1028860826125903,0.05022100723607048
HBM,2021-08-02,7.29,7.29,7.26,7.26,6721,7.26,6.940692871160136,6.827793131500126,0.1128997396600093,0.03705473839194051
HBM,2021-07-30,7.19,7.21,7.17,7.17,12086,7.17,6.882637029552888,6.793216582020136,0.0894204475327518,0.01809348807492308
HBM,2021-07-29,7.29,7.385,7.29,7.37,48052,7.37,6.830389216744322,6.763073908581747,0.0673153081625752,0.00026174821046589906
HBM,2021-07-28,7.05,7.08,7.0,7.0,34539,7.0,6.73227816524329,6.714519821268287,0.0177583439750028,-0.01650164177756144
HBM,2021-07-27,6.89,6.92,6.84,6.87,37343,6.87,6.683601468014798,6.69168140696975,-0.0080799389549524,-0.025066638215702514
HBM,2021-07-26,6.79,6.85,6.79,6.85,41586,6.85,6.64971082583567,6.677415919527331,-0.0277050936916607,-0.02931331303089004
HBM,2021-07-23,6.73,6.7399,6.69,6.73,9975,6.73,6.613294612351247,6.663609193089517,-0.0503145807382701,-0.029715367865697367
HBM,2021-07-22,6.56,6.65,6.56,6.62,20103,6.62,6.592075450960564,6.658297928536678,-0.0662224775761135,-0.02456556464755418
HBM,2021-07-21,6.31,6.41,6.31,6.4,35123,6.4,6.586998260226121,6.661361762819612,-0.0743635025934912,-0.014151336415414334
HBM,2021-07-20,6.0,6.02,5.99,6.01,12049,6.01,6.620997943903598,6.682270703845181,-0.0612727599415832,0.0009017051291048909
HBM,2021-07-19,6.27,6.31,6.1604,6.2,65687,6.2,6.732088479158798,6.736052360152796,-0.0039638809939974,0.016445321396776916
HBM,2021-07-16,7.02,7.05,7.02,7.05,15339,7.05,6.8288318390058524,6.778936548965019,0.0498952900408333,0.021547621994470734
HBM,2021-07-15,6.79,6.79,6.78,6.78,17067,6.78,6.788619446097826,6.757251472882221,0.0313679732156053,0.014460704982880074
HBM,2021-07-14,6.95,7.02,6.95,7.02,49767,7.02,6.790186618115612,6.7554315907127975,0.0347550274028147,0.01023388792469875
HBM,2021-07-13,6.73,6.83,6.72,6.82,31362,6.82,6.748402366863905,6.734266117969822,0.0141362488940828,0.004103603055169743
HBM,2021-07-12,6.76,6.83,6.76,6.82,32939,6.82,6.735384615384615,6.727407407407408,0.0079772079772073,0.0015954415954414715
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.72,6.72,0.0,0.0
