Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-10-22,7.31,7.31,7.27,7.31,14144,7.31,7.030005927892377,6.695684467403456,0.3343214604889208,0.2544208211032545
HBM,2021-10-21,7.27,7.27,7.13,7.19,63119,7.19,6.979097914781901,6.646539224795733,0.3325586899861683,0.23444566125683788
HBM,2021-10-20,7.43,7.43,7.32,7.33,34541,7.33,6.940752081105883,6.603062362779391,0.3376897183264917,0.20991740407450526
HBM,2021-10-19,7.54,7.54,7.48,7.5,55482,7.5,6.869979732216043,6.544907351801743,0.3250723804143005,0.17797432551150863
HBM,2021-10-18,7.36,7.37,7.28,7.28,55332,7.28,6.75543059261896,6.4684999399458825,0.2869306526730772,0.14119981178581065
HBM,2021-10-15,7.35,7.455,7.35,7.43,70623,7.43,6.6600543367314975,6.403579935141553,0.2564744015899443,0.10476710156399396
HBM,2021-10-14,7.19,7.3448,7.19,7.29,122237,7.29,6.520064216137224,6.3214663299528775,0.1985978861843467,0.06684027655750638
HBM,2021-10-13,6.85,6.895,6.83,6.86,50447,6.86,6.380075891798537,6.243983636349108,0.1360922554494292,0.0339008741507963
HBM,2021-10-12,6.68,6.73,6.62,6.62,36699,6.62,6.292816963034634,6.194702327257036,0.0981146357775983,0.00835302882613805
HBM,2021-10-11,6.75,6.75,6.72,6.72,21615,6.72,6.2333291381318405,6.160678513437599,0.0726506246942415,-0.01408737291172681
HBM,2021-10-08,6.4,6.46,6.4,6.44,6810,6.44,6.1448435268830846,6.115932794512608,0.0289107323704769,-0.0357718723132189
HBM,2021-10-07,6.15,6.2,6.15,6.2,13124,6.2,6.0911787135891,6.090007418073617,0.0011712955154834,-0.05194252348414285
HBM,2021-10-06,6.07,6.1,6.05,6.06,17310,6.06,6.071393025150755,6.081208011519506,-0.0098149863687515,-0.06522097823404942
HBM,2021-10-05,6.2,6.24,6.1742,6.24,44590,6.24,6.073464484269073,6.082904652441067,-0.0094401681719933,-0.07907247620037389
HBM,2021-10-04,6.3,6.37,6.3,6.315,64399,6.315,6.043185299590723,6.070337024636352,-0.0271517250456287,-0.09648055320746901
HBM,2021-10-01,6.28,6.42,6.28,6.4155,29051,6.4155,5.993764444970855,6.05076398660726,-0.0569995416364053,-0.11381276024792907
HBM,2021-09-30,6.0,6.07,5.87,6.06,83158,6.06,5.917085253147373,6.0215851055358405,-0.104499852388467,-0.12801606490081022
HBM,2021-09-29,5.93,5.97,5.88,5.89,29095,5.89,5.891100753719623,6.018511913978708,-0.1274111602590855,-0.133895118028896
HBM,2021-09-28,6.12,6.12,6.1,6.1,16945,6.1,5.891300890759553,6.028792867097004,-0.1374919763374507,-0.13551610747134885
HBM,2021-09-27,5.91,5.95,5.91,5.94,22085,5.94,5.853355598170381,6.0230962964647645,-0.1697406982943832,-0.13502214025482337
HBM,2021-09-24,5.74,5.8,5.72,5.72,41648,5.72,5.837602070564996,6.029744000181945,-0.1921419296169491,-0.12634250074493342
HBM,2021-09-23,5.59,5.64,5.57,5.61,25323,5.61,5.858984265213177,6.054523520196501,-0.1955392549833234,-0.1098926435269295
HBM,2021-09-22,5.43,5.52,5.43,5.505,19197,5.505,5.904254131615573,6.09008540181222,-0.1858312701966467,-0.088480990662831
HBM,2021-09-21,5.52,5.52,5.48,5.48,32287,5.48,5.976845791909314,6.136892233957198,-0.1600464420478839,-0.06414342077937707
HBM,2021-09-20,5.45,5.45,5.2873,5.29,85331,5.29,6.0671813904382805,6.189443612673774,-0.1222622222354932,-0.04016766546225034
HBM,2021-09-17,5.98,6.0,5.92,5.95,28562,5.95,6.208487097790695,6.261399101687675,-0.0529120038969805,-0.019644026268939616
HBM,2021-09-16,6.12,6.18,6.08,6.12,26001,6.12,6.255484751934457,6.286311029822689,-0.0308262778882317,-0.011327031861929591
HBM,2021-09-15,6.23,6.25,6.16,6.23,21284,6.23,6.280118343195267,6.2996159122085045,-0.0194975690132377,-0.006452220355354045
HBM,2021-09-14,6.23,6.23,6.12,6.12,25929,6.12,6.28923076923077,6.305185185185185,-0.0159544159544156,-0.0031908831908831203
HBM,2021-09-13,6.26,6.35,6.26,6.32,25619,6.32,6.32,6.32,0.0,0.0
