Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-10-22,4.7119,4.72,4.58,4.71,158202,4.71,4.107134884929676,3.737908106430917,0.369226778498759,0.3131939493052825
ENDP,2021-10-21,4.3,4.33,4.3,4.33,82495,4.33,3.997523045825981,3.66014075494539,0.3373822908805906,0.29918574200691345
ENDP,2021-10-20,4.2,4.25,4.12,4.18,84322,4.18,3.937072690521613,3.606552015341021,0.3305206751805922,0.289636604788494
ENDP,2021-10-19,4.2128,4.2128,4.13,4.1462,33059,4.1462,3.89290408879827,3.560676176568303,0.3322279122299671,0.27941558719046955
ENDP,2021-10-18,4.18,4.18,4.12,4.175,127249,4.175,3.846850286761592,3.5138342706937675,0.3330160160678246,0.26621250593059514
ENDP,2021-10-15,4.21,4.23,4.165,4.1836,88083,4.1836,3.787186702536427,3.4609410123492688,0.3262456901871582,0.24951162839628777
ENDP,2021-10-14,4.14,4.14,4.08,4.09,40302,4.09,3.71511155754305,3.4031282933372102,0.31198326420584,0.23032811294857014
ENDP,2021-10-13,4.13,4.13,4.07,4.0988,57813,4.0988,3.6469500225508775,3.348178556804187,0.2987714657466904,0.20991432513425276
ENDP,2021-10-12,4.1749,4.21,4.11,4.155,79493,4.155,3.564795481196492,3.288128841348522,0.2766666398479698,0.18770003998114335
ENDP,2021-10-11,4.2064,4.21,4.06,4.18,179853,4.18,3.4574855686867627,3.218779148656404,0.238706420030359,0.1654583900144366
ENDP,2021-10-08,3.66,3.71,3.6,3.645,96578,3.645,3.3261193084479923,3.141881480548916,0.1842378278990764,0.1471463825104561
ENDP,2021-10-07,3.44,3.45,3.39,3.3932,18755,3.3932,3.2681410008930816,3.101631998992829,0.1665090019002524,0.13787352116330098
ENDP,2021-10-06,3.49,3.49,3.35,3.36,91933,3.36,3.24540300105546,3.078306558912256,0.1670964421432046,0.1307146509790631
ENDP,2021-10-05,3.44,3.45,3.38,3.3911,60432,3.3911,3.224567183065544,3.055771083625236,0.1687960994403075,0.1216192031880278
ENDP,2021-10-04,3.42,3.43,3.38,3.42,170308,3.42,3.1942884890774605,3.028944770315255,0.1653437187622053,0.10982497912495776
ENDP,2021-10-01,3.26,3.28,3.24,3.2686,94588,3.2686,3.1532500325460893,2.997660351940476,0.1555896806056136,0.09594529421564585
ENDP,2021-09-30,3.3652,3.42,3.3505,3.37,61028,3.37,3.1322773111908333,2.975985180095714,0.1562921310951193,0.08103419761815402
ENDP,2021-09-29,3.46,3.49,3.45,3.49,61643,3.49,3.0890550041346208,2.9444639945033715,0.1445910096312492,0.06221971424891269
ENDP,2021-09-28,3.3933,3.42,3.37,3.408,56342,3.408,3.016155913977279,2.9008211140636413,0.1153347999136378,0.04162689040332855
ENDP,2021-09-27,3.28,3.2835,3.26,3.2835,56932,3.2835,2.9449115347004207,2.8602468031887325,0.0846647315116881,0.023199913025751237
ENDP,2021-09-24,3.33,3.355,3.31,3.345,177836,3.345,2.883349995555043,2.826386547443831,0.0569634481112117,0.007833708404266997
ENDP,2021-09-23,3.05,3.06,2.98,3.06,177829,3.06,2.7994136311105047,2.7848974712393373,0.0145161598711673,-0.004448726522469204
ENDP,2021-09-22,2.77,2.77,2.72,2.75,130929,2.75,2.7520342913124143,2.7628892689384843,-0.01085497762607,-0.009189948120878352
ENDP,2021-09-21,2.74,2.78,2.74,2.775,63681,2.775,2.7524041624601256,2.763920410453563,-0.0115162479934372,-0.008773690744580436
ENDP,2021-09-20,2.72,2.72,2.68,2.7,66931,2.7,2.7482958283619667,2.763034043289848,-0.0147382149278811,-0.008088051432366244
ENDP,2021-09-17,2.71,2.72,2.7,2.71,237605,2.71,2.7570768880641428,2.7680767667530355,-0.0109998786888927,-0.006425510558487507
ENDP,2021-09-16,2.79,2.87,2.79,2.86,136078,2.86,2.7656363222576235,2.7727229080932783,-0.0070865858356548,-0.005281918525886198
ENDP,2021-09-15,2.65,2.67,2.6191,2.65,56923,2.65,2.748479289940828,2.7657407407407404,-0.0172614507999124,-0.004830751698444047
ENDP,2021-09-14,2.7,2.73,2.65,2.675,379543,2.675,2.766384615384615,2.775,-0.0086153846153846,-0.0017230769230769383
ENDP,2021-09-13,2.83,2.875,2.78,2.783,716096,2.783,2.783,2.783,0.0,0.0
