Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.065,2.9947669682824336,3.0207776148835834,-0.026010646601149826,-0.034047070452928166
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.981997326151967,3.01723982407427,-0.03524249792230316,-0.03605617641587275
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9805422945432336,3.0194190100002114,-0.0388767154569778,-0.03625959603926514
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.96,2.9788227117329127,3.021772530800228,-0.04294981906731543,-0.03560531618483697
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.9822450229570787,3.0267143332642465,-0.04446931030716783,-0.03376919046421735
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,2.995380481676548,3.036051479925386,-0.040670998248838235,-0.031094160503479726
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,3.0211405692541025,3.0506395983194174,-0.029499029065314538,-0.02869995106714009
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.0306934000275763,3.0572027661849703,-0.026509366157394517,-0.028500181567596365
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.0344558363962264,3.060978987479768,-0.02652315108354131,-0.028997885420146936
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.0343568975591766,3.063057306478149,-0.02870040891897263,-0.02961656900429823
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0424217880244817,3.0689018909964014,-0.026480102971919276,-0.02984560902562974
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,3.0264984767562053,3.064014042276113,-0.03751556551990776,-0.030686985539057243
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.020407290711878,3.0643351656582016,-0.043927874946323435,-0.02897984054384461
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.0263358890231293,3.0704579789108584,-0.04412208988772903,-0.0252428319432249
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,3.033342414300062,3.077070617223727,-0.0437282029236652,-0.02052301745709887
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,3.0684955805364367,3.096036266601625,-0.02754068606518834,-0.014721721090457288
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,3.0954947769976067,3.110119167929755,-0.0146243909321484,-0.011516979846774526
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,3.113766554633535,3.1193287013641355,-0.0055621467306004035,-0.010740127075431054
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,3.1089968372941783,3.1176749974732663,-0.008678160179087957,-0.012034622161638716
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,3.1033598986203934,3.1158889972711274,-0.012529098650734484,-0.012873737657276407
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,3.100334425642283,3.115560117052817,-0.015225691410534647,-0.012959897408911998
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999998,3.0699406848499704,3.103404926417044,-0.03346424156707295,-0.012393448908506445
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999999,3.0862935366408735,3.1132773205304067,-0.02698378388953282,-0.007125750743864707
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999987,3.120165088757396,3.1303395061728394,-0.010174417415443228,-0.0021612424574475675
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.1299999999999986,3.1383769230769234,3.1391666666666667,-0.0007897435897437077,-0.00015794871794865274
REPH,2020-12-16,3.15,3.18,3.06,3.1399,134270,3.139899999999998,3.1399,3.1399,0.0,0.0
