Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-05-05,129.21,129.6,129.19,129.48,1581947,129.48,132.36524243725347,130.6261497783974,1.739092658856066,2.5866409167764077
AAPL,2021-05-04,131.18,131.41,130.94,131.38,1649469,131.38,132.88983197129957,130.7178417606692,2.1719902106303834,2.7985279812564925
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,132.0601,133.1643468751722,130.66486910152273,2.499477773649488,2.95516242391302
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,132.01,133.36511903429442,130.55325062964454,2.8118684046498856,3.069083586478903
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,136.72,133.61150431325706,130.4367106800161,3.1747936332409665,3.1333873819361564
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,133.0463232793038,129.93404753441737,3.112275744886432,3.1230358191099534
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,132.7602002391772,129.55917133717077,3.201028902006442,3.1257258376658337
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,132.31850937357308,129.10874504414443,3.2097643294286518,3.1069000715806814
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,131.84460198694998,128.64344464767598,3.2011573392740047,3.081184007118689
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,131.68543871184997,128.31732021949006,3.368118492359912,3.0511906740798596
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,131.44824575036813,127.94350583704926,3.504739913318872,2.9719587195098462
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,131.24156315952598,127.5721863040132,3.669376855512781,2.8387634210575894
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,130.48639282489432,126.94636120833424,3.540031616560072,2.6311100624437915
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,129.8966460657842,126.40367010500098,3.4929759607832267,2.4038796739147177
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,129.0923998959268,125.77036371340108,3.322036182525736,2.1316056021975904
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,134.4796,128.1757816951862,125.10128881047316,3.0744928847130524,1.8339979571155576
AAPL,2021-04-13,132.49,132.5374,131.93,132.365,1640580,132.365,127.02963291249276,124.351023915311,2.678608997181769,1.5238742252161872
AAPL,2021-04-12,132.57,132.85,132.3,132.61,1768894,132.61,126.05956616930963,123.70990582853588,2.3496603407737666,1.2351905322247954
AAPL,2021-04-09,129.9,130.19,129.8,130.02,1630606,130.02,124.86857820009322,122.99789829481875,1.8706799052744716,0.9565730800875559
AAPL,2021-04-08,128.91,129.05,128.81,128.9299,1578055,128.9299,123.93195605465564,122.43613015840424,1.4958258962513753,0.7280463737908269
AAPL,2021-04-07,125.82,125.92,125.68,125.765,1028640,125.765,123.02323897368392,121.9166285710766,1.106610402607345,0.5361014931756827
AAPL,2021-04-06,126.49,126.61,126.01,126.24,1714545,126.24,122.5247369688992,121.60875885676272,0.9159781121364716,0.39347426581777417
AAPL,2021-04-05,123.74,123.93,123.29,123.5001,1513005,123.5001,121.84923459960814,121.23825956530374,0.6109750343044027,0.26284830423809624
AAPL,2021-04-05,123.74,123.93,123.29,123.5001,1513005,123.5001,121.54907725408232,121.05731233052802,0.4917649235543138,0.17581662172151963
AAPL,2021-04-01,123.64,123.79,123.53,123.773,1413080,123.773,121.19434584573368,120.86188931697028,0.3324565287634016,0.09682954626332463
AAPL,2021-03-31,121.65,121.75,121.22,121.3392,1744535,121.3392,120.72549963586708,120.6290004623279,0.0964991735391862,0.03792280063830537
AAPL,2021-03-30,120.11,120.4031,120.0,120.14,1184395,120.14,120.61391775147928,120.57218449931412,0.0417332521651445,0.02327870741308516
AAPL,2021-03-29,121.65,121.8,121.4,121.69,1254606,121.69,120.7000846153846,120.60675925925926,0.0933253561253479,0.018665071225066755
AAPL,2021-03-26,120.39,120.59,120.32,120.5201,997893,120.5201,120.5201,120.5201,0.0,0.0
