Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.44,3.0779705887645683,3.5558369654836746,-0.4778663767191063,-0.29953954455019993
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231,3.1939652412672173,3.645103922722369,-0.4511386814551512,-0.2549578365079733
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4799999999999995,3.352304376043074,3.7508642365401585,-0.3985598604970835,-0.20591262527117873
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5,3.51090517168727,3.8525333754633713,-0.3416282037761009,-0.15775081646470232
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.6947061119940474,3.960736045500441,-0.26602993350639403,-0.11178146963685254
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.916761768720237,4.079722929140476,-0.162961160420239,-0.07321935366946727
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.994354817578462,4.126900763471713,-0.13254594589325253,-0.05078390198177435
NBRV,2020-12-08,3.85,3.85,3.75,3.76,74696,3.76,4.058782966229091,4.165852824549451,-0.10706985832035976,-0.03034339100390502
NBRV,2020-12-07,3.85,3.97,3.8,3.8299,76545,3.8299,4.113107141907108,4.198321050513407,-0.08521390860629907,-0.01116177417479133
NBRV,2020-12-04,3.75,3.84,3.75,3.8,71547,3.8,4.164599349526582,4.22779473455448,-0.0631953850278979,0.007351259433085608
NBRV,2020-12-03,3.88,4.2299,3.72,3.88,147695,3.88,4.230890140349596,4.262018313318838,-0.03112817296924142,0.024987920548331485
NBRV,2020-12-02,3.7,3.998,3.64,3.943,225702,3.9430000000000014,4.294688347685887,4.2925797783843445,0.0021085693015425733,0.03901694392772471
NBRV,2020-12-01,4.303,4.3999,4.291,4.356,14557,4.356,4.358631683628776,4.320546160655091,0.038085522973684505,0.04824403758427023
NBRV,2020-11-30,4.34,4.34,4.211,4.274,34474,4.273999999999999,4.35911017156128,4.317709853507498,0.04140031805378097,0.050783666236916665
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.374584748208785,4.321206641788099,0.05337810642068597,0.05312950328270036
NBRV,2020-11-27,4.39,4.468999999999999,4.355,4.428999999999999,17584,4.428999999999999,4.364691066064927,4.312583173131147,0.0521078929337806,0.05306735249820395
NBRV,2020-11-25,4.413,4.5089999999999995,4.35,4.35,31327,4.3500000000000005,4.352998532622187,4.303269826981638,0.049728705640548654,0.05330721738930978
NBRV,2020-11-24,4.499,4.5,4.301,4.466,54892,4.466000000000001,4.3535437203716745,4.299531413140169,0.05401230723150618,0.05420184532650006
NBRV,2020-11-23,4.16,4.2,4.066,4.091,28119,4.091000000000002,4.333097124075617,4.286213926191383,0.04688319788423368,0.05424922985024875
NBRV,2020-11-20,4.4,4.431,4.303999999999999,4.353,11059,4.3530000000000015,4.377114782998456,4.301831040286694,0.07528374271176208,0.05609073784175252
NBRV,2020-11-19,4.51,4.51,4.39,4.397,15796,4.397000000000004,4.3814992889981745,4.297737523509629,0.0837617654885463,0.05129248662425012
NBRV,2020-11-18,4.593999999999999,4.6,4.452,4.513999999999999,12387,4.514000000000003,4.378680977906935,4.2897965253904,0.08888445251653554,0.0431751669081763
NBRV,2020-11-17,4.75,4.75,4.44201,4.518,14696,4.518000000000004,4.35407751934456,4.271860247421632,0.08221727192292771,0.03174784550608649
NBRV,2020-11-16,4.8,4.8389999999999995,4.7,4.8,26868,4.800000000000005,4.324273431952662,4.2521690672153625,0.07210436473729942,0.019130488901875964
NBRV,2020-11-13,4.5,4.687,4.3,4.55,39125,4.550000000000005,4.237777692307692,4.208342592592592,0.029435099715099614,0.0058870199430201
NBRV,2020-11-12,4.188,4.271,4.16,4.18101,29918,4.181010000000005,4.18101,4.18101,0.0,0.0
