Symbol,Date,Open,High,Low,Close,Volume,CPPKF SMA,CPPKF spanTwelveEMA,CPPKF spanTwntySixEMA,CPPKF_x,CPPKF_y
CPPKF,2020-12-17,0.18921,0.1894,0.18921,0.1894,4347,0.1894,0.18151082500609186,0.17236799566147282,0.00914282934461902,0.00954791266506251
CPPKF,2020-12-16,0.17125,0.1908,0.17125,0.18245,16261,0.18245,0.18007642955265396,0.17100543531439066,0.009070994238263323,0.009649183495173377
CPPKF,2020-12-15,0.19,0.1905,0.18775,0.1905,3000,0.1905,0.17964487128950013,0.17008987013954188,0.009555001149958248,0.009793730809400896
CPPKF,2020-12-14,0.1885,0.1885,0.187,0.187,6078,0.187,0.17767121152395468,0.16845705975070524,0.00921415177324944,0.009853413224261556
CPPKF,2020-12-11,0.17800000000000002,0.18,0.17800000000000002,0.18,62109,0.18,0.17597506816467373,0.16697362453076167,0.00900144363391206,0.010013228587014584
CPPKF,2020-12-10,0.17800000000000002,0.17800000000000002,0.17800000000000002,0.17800000000000002,500,0.17800000000000002,0.17524326237643262,0.1659315144932226,0.009311747883210014,0.010266174825290212
CPPKF,2020-12-09,0.1785,0.17945999999999998,0.1785,0.17945999999999998,2469,0.17945999999999998,0.17474203735396582,0.1649660356526804,0.009776001701285423,0.010504781560810262
CPPKF,2020-12-08,0.17605,0.17605,0.17,0.17,1689,0.17,0.17388422596377778,0.16380651850489486,0.01007770745888295,0.01068697652569147
CPPKF,2020-12-07,0.1669,0.1669,0.1669,0.1669,880,0.16689999999999994,0.17459044886628286,0.1633110399852864,0.011279408880996432,0.010839293792393607
CPPKF,2020-12-04,0.18,0.18,0.18,0.18,22178,0.18,0.17598871229651608,0.1630239231841093,0.012964789112406784,0.010729265020242894
CPPKF,2020-12-03,0.1899,0.1899,0.18,0.18,26525,0.18,0.17525938725951903,0.16166583703883805,0.013593550220680956,0.010170383997201922
CPPKF,2020-12-02,0.191,0.195,0.191,0.195,13000,0.195,0.17439745767034065,0.1601991040019451,0.01419835366839556,0.009314592441332155
CPPKF,2020-12-01,0.2,0.2087,0.19712000000000002,0.2,62326,0.2,0.17065154088312987,0.1574150323221007,0.013236508561029177,0.008093652134566304
CPPKF,2020-11-30,0.1933,0.2047,0.19,0.2,75484,0.2,0.1653154574073353,0.15400823490786875,0.011307222499466557,0.006807938027950586
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.15900917693594172,0.15032889370049826,0.008680283235443453,0.005683116910071592
CPPKF,2020-11-27,0.1776,0.1788,0.1691,0.1691,70160,0.16909999999999994,0.15717448183338567,0.14882720519653814,0.008347276636847534,0.004933825328728627
CPPKF,2020-11-25,0.165,0.1712,0.165,0.1651,41490,0.16509999999999994,0.15500620580309218,0.1472053816122612,0.007800824190830973,0.0040804625016989
CPPKF,2020-11-24,0.18,0.1849,0.18,0.1849,5177,0.1849,0.1531709704945635,0.14577381214124213,0.007397158353321359,0.003150372079415882
CPPKF,2020-11-23,0.1525,0.162,0.1525,0.162,15400,0.16199999999999998,0.14740205603902956,0.1426437171125415,0.004758338926488054,0.002088675510939513
CPPKF,2020-11-20,0.16,0.16,0.16,0.16,1000,0.15999999999999995,0.14474788440976222,0.14109521448154486,0.003652669928217389,0.0014212596570523776
CPPKF,2020-11-19,0.165,0.165,0.14665,0.15,14912,0.14999999999999994,0.14197477248426446,0.1395828316400684,0.002391940844196028,0.0008634070892611315
CPPKF,2020-11-18,0.15852,0.15852,0.15,0.1513,40830,0.1512999999999999,0.14051564020867616,0.1387494581712739,0.0017661820374022532,0.00048127365052740045
CPPKF,2020-11-17,0.145,0.146,0.145,0.146,15000,0.1459999999999999,0.13855484751934455,0.13774541482497582,0.000809432694368728,0.00016004655380868728
CPPKF,2020-11-16,0.145,0.145,0.14,0.14,13982,0.13999999999999993,0.13720118343195264,0.1370850480109739,0.00011613542097874131,-2.299981331322924e-06
CPPKF,2020-11-13,0.135,0.135,0.135,0.135,100,0.1349999999999999,0.13669230769230767,0.13685185185185186,-0.00015954415954416712,-3.1908831908838976e-05
CPPKF,2020-11-12,0.14,0.14,0.13699999999999998,0.13699999999999998,24449,0.1369999999999999,0.13699999999999998,0.13699999999999998,0.0,0.0
