Symbol,Date,Open,High,Low,Close,Volume,GRTS SMA,GRTS spanTwelveEMA,GRTS spanTwntySixEMA,GRTS_x,GRTS_y
GRTS,2020-12-17,3.04,3.07,3.0,3.02,30046,3.02,3.046080682346785,2.986369937224876,0.059710745121908985,0.07263959286836834
GRTS,2020-12-16,3.08,3.13,3.08,3.1,11872,3.1,3.0508226245916554,2.983679532202866,0.06714309238878924,0.07587180480498318
GRTS,2020-12-15,3.05,3.11,3.0,3.11,15194,3.11,3.0418812836083196,2.974373894779095,0.0675073888292248,0.07805398290903166
GRTS,2020-12-14,3.01,3.15,2.971,3.12,41470,3.120000000000001,3.029496062446196,2.9635238063614224,0.06597225608477375,0.08069063142898349
GRTS,2020-12-11,3.0,3.01,2.96,3.0,16141,3.0000000000000013,3.0130408010727776,2.9510057108703363,0.06203509020244136,0.0843702252650359
GRTS,2020-12-10,3.065,3.065,2.9,2.94,7622,2.9400000000000013,3.0154118558132827,2.947086167739963,0.06832568807331985,0.08995400903068454
GRTS,2020-12-09,3.08,3.1,3.0,3.0,17416,3.0000000000000013,3.0291231023247884,2.9476530611591603,0.08147004116562861,0.0953610892700257
GRTS,2020-12-08,3.0,3.07,2.9649,3.0104,25618,3.010400000000001,3.0344182118383864,2.9434653060518934,0.09095290578649397,0.09883385129612507
GRTS,2020-12-07,2.96,3.12,2.9571,3.12,30700,3.120000000000001,3.0387851594453665,2.9381105305360444,0.1006746289093221,0.10080408767353306
GRTS,2020-12-04,2.94,2.98,2.92,2.96,26297,2.9600000000000017,3.0240188247990694,2.923559372978928,0.1004594518201416,0.1008364523645858
GRTS,2020-12-03,3.0,3.02,2.98,2.99,5729,2.990000000000002,3.035658611126173,2.9206441228172424,0.11501448830893055,0.10093070250069694
GRTS,2020-12-02,2.98,3.04,2.87,3.04,31975,3.040000000000002,3.0439601767854767,2.9150956526426217,0.12886452414285546,0.09740975604863851
GRTS,2020-12-01,3.09,3.22,3.09,3.22,15372,3.220000000000001,3.044680208928291,2.905103304854032,0.13957690407425982,0.08954606402508439
GRTS,2020-11-30,3.31,3.3369999999999997,3.13,3.1499,85718,3.149900000000001,3.0128038832788904,2.8799115692423536,0.1328923140365359,0.07703835401279065
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3100000000000014,2.9878773166023245,2.8583124947817424,0.12956482182058204,0.06307486400685411
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3100000000000014,2.929309555984565,2.822177494364282,0.1071320616202831,0.04645237455342212
GRTS,2020-11-25,2.98,3.21,2.9601,3.21,91717,3.2100000000000013,2.8600931116181223,2.7831516939134247,0.07694141770469765,0.03128245278670687
GRTS,2020-11-24,3.06,3.115,3.02,3.07,61647,3.070000000000001,2.796473677366872,2.7490038294264987,0.04746984794037301,0.01986771155720917
GRTS,2020-11-23,2.83,2.89,2.8,2.89,15159,2.890000000000001,2.7467416187063027,2.7233241357806186,0.02341748292568413,0.012967177461418102
GRTS,2020-11-20,2.69,2.7314,2.63,2.661,28673,2.661000000000001,2.7206946402892673,2.7099900666430683,0.010704573646198591,0.010354601095351594
GRTS,2020-11-19,2.76,2.84,2.75,2.75,2593,2.7500000000000013,2.731548211250952,2.7139092719745137,0.017638939276438226,0.010267107957639734
GRTS,2020-11-18,2.75,2.7967,2.71,2.75,19165,2.7500000000000018,2.7281933405693066,2.7110220137324745,0.017171326836832534,0.00842415012794011
GRTS,2020-11-17,2.85,2.85,2.74,2.74,23435,2.740000000000002,2.7242284934000907,2.7079037748310726,0.016324718569018067,0.006237355950717114
GRTS,2020-11-16,2.87,2.87,2.76,2.86,16632,2.860000000000001,2.7213609467455617,2.7053360768175585,0.016024869928003227,0.003715515296141874
GRTS,2020-11-13,2.7,2.74,2.67,2.73,12682,2.7300000000000018,2.696153846153846,2.6929629629629632,0.0031908831908826762,0.0006381766381765353
GRTS,2020-11-12,2.71,2.72,2.6710000000000003,2.69,5221,2.6900000000000017,2.69,2.69,0.0,0.0
