Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2020-12-17,3.28,3.34,3.27,3.295,3233,3.295,3.3721059716328363,3.326930328031166,0.04517564360167015,0.05516431028820644
ASC,2020-12-16,3.44,3.46,3.36,3.39,10101,3.390000000000001,3.3861252392024435,3.3294847542736603,0.05664048492878315,0.0576614769598405
ASC,2020-12-15,3.34,3.4,3.33,3.375,18895,3.3750000000000004,3.3854207372392504,3.3246435346155523,0.06077720262369812,0.05791672496760483
ASC,2020-12-14,3.55,3.55,3.45,3.45,12745,3.450000000000001,3.3873154167372963,3.3206150173847964,0.06670039935249994,0.05720160555358151
ASC,2020-12-11,3.56,3.56,3.45,3.5,15974,3.5000000000000013,3.3759182197804414,3.31026421877558,0.0656540010048614,0.054826907103851893
ASC,2020-12-10,3.36,3.44,3.33,3.43,16591,3.430000000000001,3.3533578961041584,3.2950853562776263,0.05827253982653202,0.05212013362859951
ASC,2020-12-09,3.36,3.38,3.33,3.36,15569,3.3600000000000008,3.339422968123096,3.2842921847798365,0.05513078334325972,0.05058203207911638
ASC,2020-12-08,3.28,3.39,3.28,3.39,18691,3.390000000000001,3.3356816896000225,3.278235559562224,0.05744613003779886,0.049444844263080656
ASC,2020-12-07,3.38,3.3956,3.29,3.35,20836,3.350000000000001,3.3258056331636627,3.2692944043272014,0.056511228836461314,0.047444522819401216
ASC,2020-12-04,3.27,3.41,3.27,3.4,35699,3.400000000000001,3.3214066573752383,3.2628379566733776,0.058568700701860266,0.045177846315136196
ASC,2020-12-03,3.28,3.31,3.26,3.31,9031,3.3100000000000014,3.3071169587161897,3.251864993207248,0.055251965508942284,0.04183013271845506
ASC,2020-12-02,3.24,3.25,3.23,3.23,6791,3.2300000000000013,3.3065927693918615,3.247214192663828,0.059378576728033476,0.03847467452083336
ASC,2020-12-01,3.39,3.4,3.375,3.39,8684,3.390000000000001,3.3205187274631087,3.2485913280769334,0.07192739938617487,0.03324869896903333
ASC,2020-11-30,3.46,3.52,3.4,3.4,21921,3.400000000000001,3.307885768820037,3.2372786343230877,0.07060713449694901,0.023579023864747833
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5000000000000004,3.2911377267873165,3.2242609250689354,0.06687680171838163,0.011821996206697433
ASC,2020-11-27,3.47,3.54,3.47,3.5,11212,3.5,3.2531627680213737,3.2022017990744502,0.05096096894692437,-0.0019417051712235043
ASC,2020-11-25,3.46,3.54,3.4,3.52,108468,3.52,3.2082832712979874,3.178377943000406,0.029905328297581413,-0.01516737370076025
ASC,2020-11-24,3.45,3.57,3.45,3.57,56912,3.57,3.1516075024430763,3.1510481784404387,0.0005593240026371403,-0.026435549200345663
ASC,2020-11-23,3.1,3.155,3.09,3.145,22623,3.145,3.0755361392509086,3.117532032715674,-0.04199589346476573,-0.03318426750109147
ASC,2020-11-20,2.95,2.97,2.95,2.965,52070,2.9649999999999994,3.062906346387437,3.115334595332928,-0.05242824894549125,-0.030981361010173018
ASC,2020-11-19,2.93,2.97,2.885,2.97,108217,2.97,3.0807075002760618,3.1273613629595625,-0.04665386268350069,-0.025619639026343455
ASC,2020-11-18,2.95,3.12,2.95,3.065,100032,3.065,3.100836136689891,3.1399502719963266,-0.039114135306435927,-0.020361083112054146
ASC,2020-11-17,3.0,3.07,2.9623,3.0173,33906,3.0173,3.1073517979062357,3.145946293756033,-0.03859449584979791,-0.01567282006345881
ASC,2020-11-16,2.92,2.99,2.85,2.99,76407,2.9900000000000007,3.123724852071005,3.1562379972565155,-0.032513145185510066,-0.009942401116874146
ASC,2020-11-13,2.93,2.97,2.85,2.92,63185,2.92,3.1480384615384613,3.1695370370370366,-0.021498575498575256,-0.004299715099715051
ASC,2020-11-12,3.3,3.3,3.13,3.1895,16994,3.1895,3.1895,3.1895,0.0,0.0
