Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-17,2.23,2.32,2.1999,2.23,36449,2.23,2.13451989767649,2.024407714229831,0.11011218344665917,0.0987323578051587
ZKIN,2020-12-16,2.23,2.25,2.1601,2.18,30051,2.18,2.1171598790722155,2.007960331368217,0.10919954770399798,0.09588740139478356
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2000000000000006,2.1057344025398907,1.9941971578776747,0.11153724466221604,0.09255936481747984
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.330000000000001,2.088595203001689,1.9777329305078888,0.11086227249380044,0.08781489485629577
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.044703421729269,1.94955156494852,0.09515185678074944,0.08205305044691966
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.0273767711345907,1.9343156901444007,0.0930610809901895,0.0787783488634623
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9814452749772435,1.906660945355953,0.07478432962129022,0.07520766583178039
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.9798898704276515,1.8999938209844296,0.0798960494432217,0.07531349988440288
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.9728698468690424,1.890513326663184,0.08235652020585826,0.07416786249469812
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.9679370917543229,1.881754392796239,0.08618269895808384,0.07212069806690802
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.9554711084369272,1.8693747442199384,0.08609636421698896,0.06860519784411406
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.9537385826981863,1.8617247237575327,0.0920138589406534,0.06423240625089538
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.9653274159160383,1.859462701658136,0.10586471425790256,0.05728704307845582
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.9444778551734998,1.841819717790787,0.10265813738271312,0.04514262528359418
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.9089283742959544,1.8179652952140501,0.09096307908190472,0.030763747258814502
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.8596426241679465,1.7890025188311738,0.07064010533677267,0.01571391430304206
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.8013958285621186,1.7577227203376675,0.04367310822445103,0.0019823665446094046
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.6925587064825036,1.7063405379646808,-0.013781831482177376,-0.008440318875351002
ZKIN,2020-11-23,1.67,1.75,1.58,1.5989,35860,1.5989000000000004,1.6821148349338682,1.7028477810018556,-0.0207329460679877,-0.007104940723644463
ZKIN,2020-11-20,1.6,1.6497,1.6,1.62,1651,1.6200000000000006,1.6972448049218438,1.7111636034820041,-0.013918798560160095,-0.0036979393875587086
ZKIN,2020-11-19,1.66,1.7214,1.6,1.6273,22056,1.6273000000000004,1.7112893149076336,1.718456691760564,-0.007167376852930563,-0.0011427245944083061
ZKIN,2020-11-18,1.8,1.8,1.72,1.72,15973,1.7200000000000006,1.7265600994362942,1.7257492271014092,0.0008108723348849711,0.00036343847022220243
ZKIN,2020-11-17,1.7,1.75,1.7,1.7,21833,1.7000000000000008,1.7277528447883477,1.7262091652695222,0.0015436795188257244,0.00025158000405651023
ZKIN,2020-11-16,1.8,1.84,1.72,1.84,37631,1.840000000000001,1.7327988165680472,1.7283058984910835,0.0044929180769635035,-7.14448746357379e-05
ZKIN,2020-11-13,1.645,1.65,1.6367,1.649,3054,1.649000000000001,1.7133076923076924,1.7193703703703704,-0.006062678062678018,-0.0012125356125356037
ZKIN,2020-11-12,1.71,1.7663,1.63,1.725,6533,1.7250000000000003,1.725,1.725,0.0,0.0
