Symbol,Date,Open,High,Low,Close,Volume,SSVFF SMA,SSVFF spanTwelveEMA,SSVFF spanTwntySixEMA,SSVFF_x,SSVFF_y
SSVFF,2020-12-17,0.381,0.4067,0.381,0.4037,71875,0.4037,0.3736630492436296,0.3890744468018436,-0.015411397558213913,-0.014543516516127303
SSVFF,2020-12-16,0.35,0.35,0.3292,0.3292,63469,0.3292,0.36820178546974414,0.387904402545991,-0.019702617076246882,-0.014326546255605623
SSVFF,2020-12-15,0.35,0.35,0.339756,0.3469,55457,0.34689999999999993,0.3752930191915158,0.3926007547496703,-0.017307735558154513,-0.01298252855044531
SSVFF,2020-12-14,0.3416,0.35,0.33399999999999996,0.3492,55060,0.34919999999999995,0.380455386317246,0.396256815129644,-0.015801428812397992,-0.011901226798518008
SSVFF,2020-12-11,0.348,0.348,0.3287,0.3306,49772,0.33059999999999995,0.3861381838294725,0.4000213603400155,-0.013883176510542994,-0.010926176295048013
SSVFF,2020-12-10,0.389,0.3898,0.3837,0.3866,47000,0.3866,0.3962360354348312,0.4055750691672168,-0.009339033732385591,-0.010186926241174267
SSVFF,2020-12-09,0.39299999999999996,0.39299999999999996,0.39299999999999996,0.39299999999999996,100,0.3929999999999999,0.3979880418775277,0.4070930747005941,-0.00910503282306635,-0.010398899368371434
SSVFF,2020-12-08,0.39925,0.39925,0.391,0.391,9435,0.3909999999999999,0.3988949585825328,0.4082205206766416,-0.009325562094108841,-0.010722366004697689
SSVFF,2020-12-07,0.3947,0.408,0.390995,0.3913,24861,0.39129999999999976,0.4003304055975387,0.40959816233077295,-0.009267756733234213,-0.011071566982344913
SSVFF,2020-12-04,0.4,0.42,0.39,0.4187,20960,0.4186999999999999,0.401972297524364,0.4110620153172348,-0.009089717792870766,-0.011522519544622575
SSVFF,2020-12-03,0.3947,0.3959,0.39345,0.3959,5700,0.39589999999999975,0.3989308970742484,0.4104509765426136,-0.011520079468365195,-0.01213071998256051
SSVFF,2020-12-02,0.3941,0.3961,0.3876,0.3943,6984,0.3942999999999998,0.3994819692695663,0.41161505466602266,-0.012133085396456413,-0.012283380111109337
SSVFF,2020-12-01,0.3858,0.3907,0.3858,0.3907,2500,0.3906999999999998,0.4004241455003965,0.4130002590393045,-0.01257611353890803,-0.01232095378977258
SSVFF,2020-11-30,0.39,0.4038,0.3865,0.4038,5820,0.40379999999999977,0.40219217195501394,0.4147842797624488,-0.012592107807434805,-0.01225716385248873
SSVFF,2020-11-27,0.3802,0.4,0.3802,0.4,14000,0.3999999999999999,0.4018998395831984,0.4156630221434447,-0.013763182560246334,-0.012173427863752199
SSVFF,2020-11-27,0.3802,0.4,0.3802,0.4,14000,0.3999999999999998,0.4022452649619617,0.41691606391492025,-0.014670798952958532,-0.011775989189628678
SSVFF,2020-11-25,0.405,0.41213999999999995,0.405,0.41213999999999995,9600,0.4121399999999997,0.4026534949550457,0.41826934902811386,-0.015615854073068203,-0.011052286748796212
SSVFF,2020-11-24,0.3670000000000001,0.3692,0.3581,0.35859,17824,0.3585899999999997,0.40092867585596303,0.41875969695036297,-0.017831021094399938,-0.009911394917728227
SSVFF,2020-11-23,0.384,0.4,0.384,0.384,16200,0.3839999999999997,0.4086266169206836,0.42357327270639206,-0.014946655785708418,-0.0079314883735603
SSVFF,2020-11-20,0.3965,0.3965,0.3857,0.3857,12806,0.3856999999999997,0.4131041836335351,0.42673913452290335,-0.013634950889368223,-0.006177696520523255
SSVFF,2020-11-19,0.35,0.38,0.35,0.36,13422,0.3599999999999997,0.418086762475996,0.4300222652847357,-0.01193550280873962,-0.004313382928312012
SSVFF,2020-11-18,0.3954,0.3954,0.3954,0.3954,300,0.3953999999999997,0.4286479920170863,0.4356240465075145,-0.006976054490428207,-0.002407852958205096
SSVFF,2020-11-17,0.3925,0.413,0.39,0.413,11000,0.4129999999999996,0.4346930814747383,0.4388419702281157,-0.004148888753377378,-0.0012658025751493178
SSVFF,2020-11-16,0.4397,0.4397,0.4201,0.4201,9330,0.4200999999999995,0.4386372781065089,0.4409093278463649,-0.002272049739856008,-0.000545031030592289
SSVFF,2020-11-13,0.4263,0.452,0.4263,0.436,3650,0.4359999999999996,0.4420076923076923,0.4425740740740741,-0.000566381766381796,-0.00011327635327635922
SSVFF,2020-11-12,0.4398,0.4431,0.43955,0.4431,31500,0.4430999999999996,0.4431,0.4431,0.0,0.0
