Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-12-17,3.77,3.86,3.77,3.81,38444,3.81,3.630977093694248,3.508846792241425,0.12213030145282212,0.13670783668854516
KERN,2020-12-16,3.74,3.78,3.66,3.72,85150,3.72,3.598427474365929,3.4847545356207394,0.1136729387451898,0.1403522204974757
KERN,2020-12-15,3.56,3.5861,3.45,3.4773,23355,3.4773,3.5763233787960984,3.465934898470399,0.11038848032569916,0.14702204093554727
KERN,2020-12-14,3.52,3.56,3.52,3.53,66641,3.53,3.5943276294862985,3.4650256903480314,0.12930193913826704,0.1561804310880092
KERN,2020-12-11,3.77,3.79,3.55,3.5901,136684,3.5901,3.6060235621201695,3.4598277455758737,0.1461958165442967,0.16290005407544472
KERN,2020-12-10,3.43,3.5013,3.37,3.48,60441,3.48,3.608918755232928,3.449405965221944,0.1595127900109845,0.16707611345823192
KERN,2020-12-09,3.73,3.77,3.6,3.67,44949,3.67,3.6323585289116425,3.4469584424396995,0.18540008647194292,0.168966944320044
KERN,2020-12-08,3.5,3.65,3.48,3.58,140205,3.58,3.625514625077396,3.429115117834875,0.1963995072425204,0.16485865878206926
KERN,2020-12-07,3.75,3.8,3.41,3.5201,361486,3.5201,3.633790011455104,3.417044327261665,0.2167456841934388,0.15697344666695634
KERN,2020-12-04,4.05,4.35,3.99,4.145,702056,4.145,3.65446092262876,3.4087998734425984,0.24566104918616105,0.14203038728533574
KERN,2020-12-03,4.04,4.07,3.865,3.9967,128698,3.9967000000000006,3.5652719994703523,3.3499038633180067,0.2153681361523456,0.11612272181012928
KERN,2020-12-02,3.7535,3.89,3.71,3.8,168963,3.8,3.486830544828598,3.2981601723834477,0.18867037244515086,0.0913113682245752
KERN,2020-12-01,4.33,4.39,3.85,3.9221,585584,3.9221,3.429890643888343,3.2580129861741227,0.17187765771422026,0.0669716171694314
KERN,2020-11-30,4.19,4.2,3.84,4.0,941881,4.0,3.340398033686223,3.2048860250680526,0.13551200861817048,0.04074510703323418
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.390000000000001,3.2204704034473544,3.1412769070734967,0.07919349637385764,0.017053381637000105
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.390000000000001,3.1896468404377822,3.121379059639376,0.06826778079840601,0.0015183529527857172
KERN,2020-11-25,3.47,3.4987,3.35,3.4379,144703,3.4379000000000013,3.153218993244652,3.099889384410526,0.05332960883412552,-0.015169004008619468
KERN,2020-11-24,3.84,3.98,3.6,3.96,755477,3.9600000000000017,3.1014588101982254,3.0728485351633683,0.028610275034856688,-0.03229365721930583
KERN,2020-11-23,3.28,3.34,3.1504,3.18,231723,3.1800000000000024,2.9453604120524477,3.0018764179764377,-0.05651600592399043,-0.04751964028284656
KERN,2020-11-20,2.75,2.79,2.7,2.75,54368,2.7500000000000018,2.9026986687892564,2.987626531414553,-0.08492786262529695,-0.045270548872560705
KERN,2020-11-19,2.75,2.7632,2.61,2.67,287437,2.6700000000000017,2.9304620631145752,3.0066366539277167,-0.07617459081314193,-0.03535622043437675
KERN,2020-11-18,2.86,2.95,2.7901,2.8201,144933,2.820100000000002,2.9778188018626803,3.0335675862419347,-0.055748784379254346,-0.02515162783968556
KERN,2020-11-17,2.83,2.95,2.76,2.9013,390946,2.9013000000000018,3.006494947655894,3.05064499314129,-0.04415004548539514,-0.017502338704793362
KERN,2020-11-16,2.88,3.04,2.8,2.845,226465,2.845000000000001,3.025621301775148,3.0625925925925928,-0.036971290817444664,-0.010840412009642808
KERN,2020-11-13,2.86,2.87,2.74,2.83,183587,2.8300000000000014,3.0584615384615383,3.08,-0.021538461538461732,-0.004307692307692346
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1000000000000014,3.1,3.1,0.0,0.0
