Symbol,Date,Open,High,Low,Close,Volume,REFR SMA,REFR spanTwelveEMA,REFR spanTwntySixEMA,REFR_x,REFR_y
REFR,2021-02-17,4.72,4.79,4.65,4.68,13952,4.68,4.6108489904276775,4.291007754618402,0.3198412358092764,0.34783830087939877
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.789999999999999,4.598276079596348,4.2598883749878755,0.3383877046084729,0.35483756714692954
REFR,2021-02-16,4.79,4.8899,4.72,4.79,12831,4.789999999999998,4.563417184977502,4.217479444986905,0.34593773999059696,0.3589500327815437
REFR,2021-02-12,4.46,4.53,4.4,4.5,10057,4.499999999999999,4.5222203095188656,4.171677800585858,0.35054250893300765,0.36220310597928035
REFR,2021-02-11,4.53,4.65,4.53,4.61,5978,4.609999999999999,4.526260365795023,4.145412024632726,0.3808483411622969,0.3651182552408485
REFR,2021-02-10,4.99,4.99,4.83,4.83,27257,4.829999999999999,4.511034977757755,4.108244986603346,0.4027899911544104,0.36118573376048635
REFR,2021-02-09,4.91,5.1,4.81,5.1,70418,5.1,4.453041337350076,4.0505045855316135,0.40253675181846216,0.3507846694120056
REFR,2021-02-08,5.39,5.4899,5.18,5.21,44865,5.209999999999999,4.3354124895955435,3.9665449523741416,0.36886753722140103,0.3378466488103914
REFR,2021-02-05,4.95,5.1,4.78,4.8051,97878,4.8051,4.1763965786129145,3.8670685485640734,0.30932803004884146,0.33009142670763875
REFR,2021-02-04,4.05,4.08,3.95,3.965,22098,3.964999999999999,4.062086865633445,3.792026032449199,0.270060833184246,0.33528227587233816
REFR,2021-02-03,3.97,4.02,3.92,4.01,26420,4.009999999999999,4.079739023021344,3.778188115045135,0.3015509079762091,0.35158763654436115
REFR,2021-02-02,4.15,4.15,3.95,3.95,27016,3.9499999999999993,4.0924188453888615,3.7596431642487462,0.3327756811401157,0.36409681868639915
REFR,2021-02-01,4.1,4.27,3.92,3.92,50999,3.919999999999999,4.118313180914109,3.744414617388645,0.3738985635254637,0.3719271030729701
REFR,2021-01-29,3.93,4.15,3.8712,4.15,41374,4.15,4.154370122898493,3.7303677867797367,0.42400233611875615,0.3714342379598466
REFR,2021-01-28,4.28,4.2868,4.21,4.28,19414,4.279999999999999,4.1551646906982205,3.696797209722116,0.4583674809761034,0.3582922134201191
REFR,2021-01-27,4.78,4.81,4.6401,4.79,40232,4.79,4.13246736173426,3.6501409864998857,0.4823263752343738,0.3332733965311226
REFR,2021-01-26,4.99,5.02,4.81,4.84,105160,4.839999999999999,4.012915972958671,3.5589522654198764,0.4539637075387941,0.29601015185530954
REFR,2021-01-25,4.61,4.68,4.42,4.6,82699,4.599999999999998,3.862537058951156,3.4564684466534668,0.4060686122976893,0.2565217629344382
REFR,2021-01-22,4.45,4.49,4.25,4.49,29487,4.489999999999998,3.7284528878513665,3.3649859223857437,0.363466965465622,0.21913505059362537
REFR,2021-01-21,4.3,4.35,4.04,4.2695,77804,4.269499999999999,3.5899897765516138,3.274984796176604,0.31500498037501057,0.183052071875626
REFR,2021-01-20,3.94,4.0,3.87,3.9181,22030,3.9181,3.466442463197362,3.195423579870732,0.2710188833266303,0.15006384475078005
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9075,3.384322911051428,3.1376094662603906,0.2467134447910371,0.1198250851068175
REFR,2021-01-19,3.94,4.05,3.9075,3.9075,65133,3.9074999999999993,3.2891998039698693,3.076018223561222,0.21318158040864746,0.08810299518576248
REFR,2021-01-15,3.95,3.95,3.845,3.8833,29256,3.883299999999999,3.1767815865098457,3.0094996814461203,0.16728190506372576,0.05683334888004122
REFR,2021-01-14,3.91,3.95,3.56,3.83,311302,3.8299999999999983,3.048323693148,2.9395956559618086,0.10872803718619027,0.029221209834120195
REFR,2021-01-13,3.13,3.24,3.13,3.21,54862,3.209999999999998,2.906200728265817,2.8683633084387536,0.0378374198270639,0.009344502996102448
REFR,2021-01-12,2.94,2.96,2.94,2.9419,1056,2.9418999999999977,2.8509644970414203,2.8410323731138543,0.00993212392756604,0.002221273788362197
REFR,2021-01-11,2.9,2.9269,2.82,2.85,13568,2.8499999999999983,2.834430769230769,2.832962962962963,0.0014678062678066262,0.0002935612535612364
REFR,2021-01-08,2.86,2.86,2.8,2.8316,3243,2.8315999999999977,2.8316,2.8316,0.0,0.0
