Symbol,Date,Open,High,Low,Close,Volume,ABEV SMA,ABEV spanTwelveEMA,ABEV spanTwntySixEMA,ABEV_x,ABEV_y
ABEV,2021-02-17,2.86,2.88,2.84,2.845,914022,2.845,2.850755218368649,2.8961008427642705,-0.045345624395621176,-0.046129902471612236
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.8400000000000003,2.851801621708403,2.9001889101854124,-0.048387288477008905,-0.046325971990609886
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.84,2.8539473711099306,2.9050040230002447,-0.051056651890314164,-0.04581064286901002
ABEV,2021-02-12,2.77,2.79,2.76,2.78,2805146,2.78,2.856483256766281,2.9102043448402637,-0.05372108807398268,-0.044499140613683985
ABEV,2021-02-11,2.82,2.865,2.82,2.835,2325471,2.8349999999999995,2.87038930345106,2.920620692427485,-0.05023138897642498,-0.042193653748609304
ABEV,2021-02-10,2.82,2.82,2.79,2.8,1377002,2.8,2.876823722260344,2.927470347821684,-0.05064662556134003,-0.04018421994165538
ABEV,2021-02-09,2.77,2.8,2.76,2.7788,3601691,2.7787999999999995,2.890791671762225,2.9376679756474187,-0.046876303885193586,-0.03756861853673421
ABEV,2021-02-08,2.82,2.85,2.81,2.8115,6155561,2.8114999999999988,2.9111537939008114,2.950377413699212,-0.03922361979840083,-0.03524169719961936
ABEV,2021-02-05,2.94,2.97,2.94,2.945,1527800,2.944999999999999,2.929272665519141,2.9614876067951488,-0.032214941276008435,-0.0342462165499241
ABEV,2021-02-04,2.92,2.93,2.8736,2.895,1829895,2.8949999999999987,2.9264131501589845,2.9628066153387613,-0.03639346517977637,-0.03475403536840313
ABEV,2021-02-03,2.97,3.01,2.97,2.99,3071134,2.99,2.9321246320060723,2.9682311445658613,-0.03610651255978903,-0.03434417791555971
ABEV,2021-02-02,2.99,3.01,2.94,2.94,3167062,2.9399999999999995,2.9216018378253583,2.9664896361311297,-0.04488779830577183,-0.03390359425450237
ABEV,2021-02-01,2.86,2.865,2.8,2.83,1464964,2.83,2.9182567174299687,2.9686088070216208,-0.05035208959165205,-0.031157543241685116
ABEV,2021-01-29,2.86,2.87,2.84,2.8589,2838726,2.8589,2.9343033933263265,2.97969751158335,-0.04539411825702322,-0.02635890665419338
ABEV,2021-01-28,2.89,2.91,2.88,2.88,1472697,2.88,2.9480131012038417,2.9893613125100185,-0.04134821130617716,-0.021600103753485807
ABEV,2021-01-27,2.87,2.89,2.84,2.89,3155612,2.89,2.9603791196045397,2.9981102175108187,-0.03773109790627993,-0.016663076865313077
ABEV,2021-01-26,2.9,2.93,2.9,2.92,3689753,2.9199999999999995,2.9731753231690012,3.006759034911685,-0.033583711742684035,-0.011396071605071582
ABEV,2021-01-25,2.83,2.8301,2.79,2.795,1531049,2.795,2.9828435637451833,3.0136997577046203,-0.03085619395943695,-0.005849161570668578
ABEV,2021-01-22,2.87,2.9,2.84,2.84,4417648,2.84,3.0169969389715794,3.031195738320989,-0.014198799349410153,0.00040259652652351605
ABEV,2021-01-21,3.05,3.05,2.99,2.995,1514521,2.995,3.049178200602776,3.0464913973866685,0.002686803216107148,0.004052945495506822
ABEV,2021-01-20,3.1,3.1,3.0701,3.09,1501677,3.09,3.0590287825305533,3.0506107091776022,0.008418073352950639,0.004394481065356629
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0533976520815624,3.0474595659118107,0.005938086169751777,0.0033885829934580157
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0542517706418466,3.0473603311847555,0.006891439457091142,0.0027512071993845747
ABEV,2021-01-15,3.1,3.11,3.0719,3.095,2291837,3.0950000000000006,3.0552611834858188,3.047253157679536,0.008008025806283127,0.0017161491349579328
ABEV,2021-01-14,3.11,3.13,3.1,3.12,1463177,3.120000000000001,3.0480359441196034,3.0434334102938987,0.004602533825705191,0.00014317996712674545
ABEV,2021-01-13,3.08,3.09,3.025,3.025,3249029,3.0250000000000004,3.034951570323168,3.03730808311741,-0.002356512794242427,-0.0009716584975177549
ABEV,2021-01-12,3.01,3.045,3.0,3.0401,1929732,3.0401,3.036760946745562,3.038292729766804,-0.0015317830212415726,-0.0006254449233366977
ABEV,2021-01-11,3.01,3.02,3.0,3.015,1422152,3.015000000000001,3.036153846153846,3.038148148148148,-0.001994301994301839,-0.00039886039886036787
ABEV,2021-01-08,3.07,3.095,3.03,3.04,2092778,3.0400000000000005,3.04,3.04,0.0,0.0
