Symbol,Date,Open,High,Low,Close,Volume,ATAX SMA,ATAX spanTwelveEMA,ATAX spanTwntySixEMA,ATAX_x,ATAX_y
ATAX,2021-02-17,4.67,4.7,4.66,4.66,11477,4.66,4.603153477771493,4.538256256611809,0.06489722115968455,0.0639966222632896
ATAX,2021-02-16,4.65,4.7299,4.62,4.62,27704,4.620000000000001,4.59281774645722,4.5285167571407525,0.06430098931646633,0.06377147253919087
ATAX,2021-02-16,4.65,4.7299,4.62,4.62,27704,4.620000000000002,4.5878755185403515,4.521198097712014,0.06667742082833694,0.06363909334487178
ATAX,2021-02-12,4.58,4.5899,4.58,4.5899,6074,4.589900000000001,4.582034703729506,4.513293945528973,0.06874075820053173,0.06287951147400526
ATAX,2021-02-11,4.59,4.63,4.56,4.6129,5066,4.6129,4.580604649862144,4.507165461171292,0.07343918869085186,0.06141419979237342
ATAX,2021-02-10,4.65,4.7,4.5804,4.7,16231,4.699999999999998,4.5747327680188965,4.4987066980649955,0.07602606995390282,0.0584079525677538
ATAX,2021-02-09,4.67,4.75,4.67,4.7,14761,4.699999999999998,4.551956907658697,4.4826032339101936,0.06935367374850276,0.054003423221216984
ATAX,2021-02-08,4.6,4.65,4.57,4.61,77695,4.6099999999999985,4.525039981778461,4.46521149262301,0.0598284891554508,0.05016586058939532
ATAX,2021-02-05,4.59,4.643,4.581,4.61,20607,4.6099999999999985,4.509592705738181,4.4536284120328515,0.05596429370533063,0.047750203447881445
ATAX,2021-02-04,4.55,4.58,4.55,4.56,36679,4.559999999999998,4.491336834054214,4.441118684995479,0.05021814905873523,0.04569668088351937
ATAX,2021-02-03,4.51,4.52,4.4701,4.48,22981,4.48,4.47885262206407,4.431608179795117,0.04724444226895308,0.04456631383971563
ATAX,2021-02-02,4.6,4.6,4.49,4.51,34141,4.509999999999998,4.4786440078939025,4.427736834178726,0.05090717371517517,0.043896781732406256
ATAX,2021-02-01,4.48,4.5,4.4501,4.476,4785,4.475999999999997,4.472942918420066,4.4211557809130255,0.05178713750704045,0.0421441837367138
ATAX,2021-01-29,4.61,4.7,4.5364,4.55,35056,4.549999999999996,4.472387085405532,4.416768243386066,0.055618842019463884,0.03973344529413214
ATAX,2021-01-28,4.4,4.49,4.4,4.44,18248,4.439999999999997,4.458275646388356,4.406109702856953,0.05216594353140192,0.035762096112798764
ATAX,2021-01-27,4.59,4.59,4.494,4.5101,31612,4.510099999999997,4.461598491186237,4.403398479085508,0.058200012100727776,0.03166113425814775
ATAX,2021-01-26,4.7,4.8,4.67,4.79,196796,4.7899999999999965,4.4527800350382805,4.394862357412348,0.057917677625931134,0.025026414797502512
ATAX,2021-01-25,4.45,4.55,4.45,4.51,27089,4.509999999999997,4.3914673141361495,4.363251346005336,0.02821596813081229,0.01680359909039513
ATAX,2021-01-22,4.37,4.391,4.3535,4.39,50183,4.389999999999997,4.369915916706359,4.351511453685763,0.01840446302059462,0.01395050683029062
ATAX,2021-01-21,4.39,4.39,4.35,4.35,3363,4.349999999999997,4.366264265198424,4.3484323699806255,0.01783189521779871,0.012837017782714398
ATAX,2021-01-20,4.41,4.4139,4.4,4.4,3612,4.399999999999997,4.36922140432541,4.348306959579076,0.020914444746334304,0.011588298423943318
ATAX,2021-01-19,4.39,4.42,4.39,4.42,4968,4.419999999999996,4.363625296020939,4.344171516345402,0.019453779675536964,0.009256761843345571
ATAX,2021-01-19,4.39,4.42,4.39,4.42,4968,4.419999999999996,4.353375349842929,4.338105237653035,0.015270112189893938,0.006707507385297722
ATAX,2021-01-15,4.31,4.33,4.31,4.33,7807,4.3299999999999965,4.341261777087098,4.331553656665277,0.009708120421820787,0.004566856184148668
ATAX,2021-01-14,4.38,4.43,4.38,4.4085,13996,4.4084999999999965,4.343309372921117,4.3316779491984985,0.011631423722616495,0.0032815401247306385
ATAX,2021-01-13,4.44,4.45,4.4,4.4,11219,4.399999999999997,4.331456531634046,4.32553218513438,0.005924346499666554,0.00119406922525873
ATAX,2021-01-12,4.36,4.36,4.3,4.305,5513,4.304999999999996,4.318994082840237,4.31957475994513,-0.0005806771048932903,1.1499906656773387e-05
ATAX,2021-01-11,4.33,4.4,4.3205,4.33,22625,4.3299999999999965,4.321538461538462,4.3207407407407405,0.0007977207977214463,0.00015954415954428925
ATAX,2021-01-08,4.34,4.3891,4.32,4.32,27743,4.319999999999997,4.32,4.32,0.0,0.0
