Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-07-09,1.7,1.7101,1.7,1.7101,29631,1.7101,1.816904390400434,1.9015119230588509,-0.0846075326584168,-0.07729286949547863
NGD,2021-07-08,1.76,1.77,1.7411,1.75,44060,1.75,1.83632337047324,1.9168248769035587,-0.0805015064303185,-0.07546420370474408
NGD,2021-07-07,1.8,1.8,1.79,1.794,24270,1.794,1.852018528741102,1.9301708670558435,-0.0781523383147415,-0.0742048780233504
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.862567352148575,1.941064536420311,-0.0784971842717359,-0.0732180129505026
NGD,2021-07-06,1.83,1.8382,1.825,1.838,91946,1.838,1.867034143448316,1.949309699333936,-0.08227555588562,-0.07189822012019427
NGD,2021-07-02,1.8,1.82,1.8,1.8099,60487,1.8099,1.8723130786207367,1.9582144752806507,-0.085901396659914,-0.06930388617883781
NGD,2021-07-01,1.85,1.85,1.835,1.84,23010,1.84,1.883660911097234,1.9700796333031028,-0.0864187222058687,-0.06515450855856876
NGD,2021-06-30,1.77,1.78,1.7514,1.7608,32953,1.7608,1.891599258569458,1.9804860039673509,-0.0888867453978927,-0.059838455146743755
NGD,2021-06-29,1.77,1.77,1.74,1.75,46097,1.75,1.915380941945723,1.998060884284739,-0.0826799423390158,-0.0525763825839565
NGD,2021-06-28,1.81,1.82,1.8,1.82,17920,1.82,1.9454502041176729,2.017905755027518,-0.0724555509098452,-0.045050492645191655
NGD,2021-06-25,1.87,1.88,1.86,1.86,24933,1.86,1.968259332139068,2.0337382154297194,-0.0654788832906514,-0.03819922807902826
NGD,2021-06-24,1.86,1.88,1.85,1.85,31400,1.85,1.987942847073444,2.047637272664097,-0.059694425590653,-0.031379314276122464
NGD,2021-06-23,1.88,1.88,1.88,1.88,4123,1.88,2.013023364723161,2.063448254477225,-0.0504248897540637,-0.024300536447489814
NGD,2021-06-22,1.91,1.93,1.89,1.92,74993,1.92,2.037209431036463,2.078124114835403,-0.04091468379894,-0.01776944812084632
NGD,2021-06-21,1.89,1.9,1.885,1.8985,58059,1.8985,2.058520236679456,2.0907740440222358,-0.0322538073427796,-0.011983139201322893
NGD,2021-06-18,1.98,1.99,1.97,1.975,30384,1.975,2.0876148251666296,2.1061559675440145,-0.0185411423773849,-0.0069154721659587136
NGD,2021-06-17,2.0,2.03,1.98,2.0,346265,2.0,2.1080902479241983,2.116648444947536,-0.0085581970233374,-0.004009054613102163
NGD,2021-06-16,2.14,2.14,2.12,2.1399,48609,2.1399,2.127743020274053,2.1259803205433387,0.001762699730714,-0.002871769010543332
NGD,2021-06-15,2.19,2.19,2.18,2.18,33040,2.18,2.1255326603238807,2.1248667461868056,0.000665914137075,-0.004030386195857685
NGD,2021-06-14,2.12,2.1315,2.11,2.1315,133330,2.1315,2.115629507655495,2.12045608588175,-0.0048265782262548,-0.005204461279090871
NGD,2021-06-11,2.16,2.18,2.16,2.17,65496,2.17,2.112743963592858,2.1195725727522903,-0.0068286091594322,-0.00529893204229987
NGD,2021-06-10,2.0,2.04,2.0,2.04,414535,2.04,2.102333775155196,2.1155383785724733,-0.0132046034172774,-0.004916512763016766
NGD,2021-06-09,2.07,2.08,2.07,2.08,67065,2.08,2.1136671888197767,2.1215814488582714,-0.0079142600384947,-0.0028444900994515883
NGD,2021-06-08,2.11,2.12,2.1,2.11,47938,2.11,2.119788495877918,2.124907964766933,-0.0051194688890148,-0.0015770476146908068
NGD,2021-06-07,2.09,2.1,2.07,2.08,71249,2.08,2.121568222401176,2.126100601948288,-0.0045323795471117,-0.0006914422961098026
NGD,2021-06-04,2.1,2.11,2.1,2.11,81211,2.11,2.129126081019572,2.1297886501041505,-0.0006625690845787,0.0002687920166407878
NGD,2021-06-03,2.13,2.14,2.1,2.13,226965,2.13,2.132603550295858,2.1313717421124827,0.001231808183375,0.0005016322919456685
NGD,2021-06-02,2.14,2.17,2.13,2.15,144798,2.15,2.133076923076923,2.1314814814814813,0.0015954415954415,0.00031908831908831207
NGD,2021-06-01,2.13,2.14,2.12,2.13,49425,2.13,2.13,2.13,0.0,0.0
NGD,2021-06-01,2.13,2.14,2.12,2.13,49425,2.13,2.13,2.13,0.0,0.0
