Symbol,Date,Open,High,Low,Close,Volume,TRCH SMA,TRCH spanTwelveEMA,TRCH spanTwntySixEMA,TRCH_x,TRCH_y
TRCH,2020-09-03,0.29,0.292299,0.28,0.284,74575,0.284,0.30235766306496137,0.31075203624454684,-0.008394373179585468,-0.006820570630505712
TRCH,2020-09-02,0.29,0.29,0.2811,0.2897,150958,0.2897,0.3056954199858634,0.3128921991441106,-0.00719677915824718,-0.006427119993235772
TRCH,2020-09-01,0.308,0.3081,0.2988,0.2988,198928,0.2988,0.30860367816511136,0.3147475750756395,-0.006143896910528135,-0.006234705201982919
TRCH,2020-08-31,0.31,0.3151,0.3031,0.309799,410831,0.309799,0.3103861651042225,0.31602338108169065,-0.005637215977468135,-0.0062574072748466155
TRCH,2020-08-28,0.34,0.3589,0.3103,0.314799,1782424,0.314799,0.3104929223958994,0.3165213315682259,-0.006028409172326554,-0.006412455099191235
TRCH,2020-08-27,0.313,0.313,0.3031,0.30591,279021,0.30591,0.3097099991951538,0.31665911809368397,-0.0069491188985302274,-0.006508466580907405
TRCH,2020-08-26,0.306,0.31,0.306,0.3095,68735,0.3095,0.3104009081397272,0.3175190475411787,-0.0071181394014515065,-0.006398303501501713
TRCH,2020-08-25,0.315,0.315,0.3,0.305,150354,0.30500000000000005,0.31056470961967764,0.318160571344473,-0.007595861724795372,-0.006218344526514263
TRCH,2020-08-24,0.32,0.325,0.307,0.308,134510,0.308,0.3115764750050736,0.3192134170520308,-0.007636942046957251,-0.005873965226943985
TRCH,2020-08-21,0.3,0.307,0.29251,0.2949,38141,0.2949,0.3122267431878142,0.3201104904161933,-0.007883747228379145,-0.005433221021940682
TRCH,2020-08-20,0.3,0.3046,0.3,0.3,82700,0.3,0.3153770601310532,0.3221273296494888,-0.00675026951843566,-0.004820589470331066
TRCH,2020-08-19,0.3034,0.3101,0.3002,0.30171,54601,0.30171,0.3181728892457901,0.32389751602144795,-0.005724626775657882,-0.004338169458304931
TRCH,2020-08-18,0.32,0.32095100000000004,0.309,0.31,240894,0.31,0.3211661418359337,0.3256725173031638,-0.004506375467230096,-0.003991555128966707
TRCH,2020-08-17,0.345,0.345,0.3081,0.3081,455686,0.3081,0.3231963494424671,0.3269263186874169,-0.0037299692449498383,-0.0038628500444008594
TRCH,2020-08-14,0.31,0.32,0.306,0.316,175902,0.316,0.32594114025018844,0.32843242418241025,-0.0024912839322218105,-0.0038960702442636286
TRCH,2020-08-13,0.4198,0.4198,0.35,0.38299999999999995,2042698,0.38299999999999995,0.32774862029567725,0.32942701811700303,-0.0016783978213257833,-0.004247266822274083
TRCH,2020-08-12,0.3149,0.315,0.31,0.31,66000,0.31,0.3177029148948913,0.3251411795663633,-0.007438264671471961,-0.004889484072511157
TRCH,2020-08-11,0.3161,0.3194,0.3013,0.3082,142095,0.3082,0.3191034448757807,0.3263524739316723,-0.0072490290558916435,-0.004252288922770942
TRCH,2020-08-10,0.3151,0.3151,0.306,0.30990100000000004,167882,0.30990100000000004,0.32108588939864985,0.3278046718462061,-0.006718782447556249,-0.0035031038894907667
TRCH,2020-08-07,0.311,0.3111,0.302,0.302,90753,0.302,0.32311950565294983,0.3292369655939025,-0.006117459940952696,-0.0026991842499743957
TRCH,2020-08-06,0.32,0.32,0.3169,0.3197,87338,0.31969999999999993,0.32695941577166804,0.33141592284141475,-0.004456507069746707,-0.0018446153272298343
TRCH,2020-08-05,0.3343,0.335,0.3245,0.3261,100381,0.32609999999999995,0.3282793095483349,0.3323531966687279,-0.004073887120392972,-0.0011916423916006162
TRCH,2020-08-04,0.3199,0.32,0.312,0.3141,44253,0.3140999999999999,0.3286755476480322,0.3328534524022262,-0.004177904754193995,-0.0004710812094025132
TRCH,2020-08-03,0.3199,0.32,0.3108,0.31351999999999997,74876,0.31351999999999985,0.3313256472204017,0.33435372859440426,-0.0030280813740025674,0.00045562467679535724
TRCH,2020-07-31,0.3248,0.327,0.3104,0.31895,54773,0.3189499999999999,0.3345630376241111,0.3360204268819566,-0.0014573892578454983,0.0013265511894948383
TRCH,2020-07-30,0.3175,0.325,0.3106,0.3149,90844,0.3148999999999999,0.33740177173758584,0.3373860610325131,1.571070507272454e-05,0.0020225363013299225
TRCH,2020-07-29,0.32,0.3249,0.305,0.315,145439,0.3149999999999999,0.34149300296260143,0.33918494591511417,0.0023080570474872664,0.002524242700394222
TRCH,2020-07-28,0.35,0.36,0.3479,0.3479,132677,0.3478999999999998,0.34630991259216537,0.3411197415883233,0.005190171003842059,0.0025782891136209613
TRCH,2020-07-27,0.368,0.368,0.35501,0.3581,39738,0.3580999999999997,0.3460208057907409,0.3405773209153892,0.005443484875351734,0.0019253186410656867
TRCH,2020-07-24,0.355,0.37,0.355,0.369799,67202,0.36979899999999977,0.3438245886617847,0.33917550658862033,0.004649082073164335,0.0010457770824941885
TRCH,2020-07-23,0.3564,0.379,0.3505,0.369,383376,0.3689999999999998,0.3391019684184728,0.3367256271157099,0.002376341302762875,0.00014495083482663808
TRCH,2020-07-22,0.35,0.3583,0.332,0.34,164155,0.33999999999999986,0.3336659626763769,0.33414367728496674,-0.0004777146085898632,-0.000412896782157421
TRCH,2020-07-21,0.3248,0.3349,0.3248,0.3303,64887,0.3302999999999999,0.3325143195266272,0.33367517146776404,-0.0011608519411368534,-0.00039669232554931047
TRCH,2020-07-20,0.34,0.34,0.32201,0.32201,43702,0.32201,0.33291692307692305,0.3339451851851852,-0.0010282621082621237,-0.00020565242165242472
TRCH,2020-07-17,0.33,0.34,0.3201,0.3349,91221,0.33489999999999986,0.3349,0.3349,0.0,0.0
