Symbol,Date,Open,High,Low,Close,Volume,RMED SMA,RMED spanTwelveEMA,RMED spanTwntySixEMA,RMED_x,RMED_y
RMED,2020-09-03,0.29,0.3001,0.29,0.2995,591753,0.2995,0.3212670021188936,0.33069611805855353,-0.009429115939659949,-0.008892979529930296
RMED,2020-09-02,0.32,0.326,0.3,0.3,1083706,0.29999999999999993,0.32522463886778336,0.3331918075032378,-0.007967168635454436,-0.008758945427497883
RMED,2020-09-01,0.331,0.332,0.321,0.3221,599759,0.3220999999999999,0.329810936843744,0.3358471521034969,-0.006036215259752897,-0.008956889625508745
RMED,2020-08-31,0.3374,0.34,0.32,0.3245,612738,0.32449999999999984,0.3312129253607883,0.33694692427177664,-0.005733998910988358,-0.009687058216947706
RMED,2020-08-28,0.3267,0.33,0.311,0.322,1366998,0.32199999999999984,0.332433457244568,0.33794267821351875,-0.00550922096895079,-0.010675323043437542
RMED,2020-08-27,0.35,0.35,0.34,0.345,511886,0.3449999999999998,0.33433044947085305,0.33921809247060025,-0.004887642999747199,-0.011966848562059243
RMED,2020-08-26,0.3503,0.369,0.35,0.36459899999999995,961790,0.3645989999999998,0.3323905311928264,0.33875553986824825,-0.0063650086754218895,-0.013736649952637254
RMED,2020-08-25,0.3488,0.358,0.33299999999999996,0.358,825248,0.3579999999999998,0.3265344459551584,0.3366880630577081,-0.010153617102549695,-0.015579560271941108
RMED,2020-08-24,0.355,0.360799,0.33,0.335,2900192,0.33499999999999985,0.3208134361288236,0.3349831081023248,-0.014169671973501219,-0.01693604606428896
RMED,2020-08-21,0.3151,0.3153,0.301,0.308299,1469882,0.3082989999999998,0.3182340608795188,0.3349817567505108,-0.01674769587099201,-0.017627639586985905
RMED,2020-08-20,0.33,0.344,0.3106,0.3151,1943037,0.3150999999999998,0.3200404355848858,0.3371163772905517,-0.01707594170566584,-0.01784762551598438
RMED,2020-08-19,0.2965,0.318,0.295,0.314,734523,0.3139999999999998,0.3209386966003196,0.3388776874737958,-0.017938990873476224,-0.018040546468563998
RMED,2020-08-18,0.3,0.3088,0.3,0.3021,333420,0.30209999999999976,0.3222002778003777,0.3408679024716995,-0.018667624671321825,-0.01806593536733594
RMED,2020-08-17,0.315,0.315,0.301,0.304,922603,0.30399999999999977,0.32585487376408273,0.3439693346694355,-0.018114460905352736,-0.017915513041339468
RMED,2020-08-14,0.3112,0.3247,0.3112,0.3139,759317,0.3138999999999998,0.3298284871757341,0.34716688144299035,-0.017338394267256196,-0.017865776075336133
RMED,2020-08-13,0.33,0.33,0.314,0.32,760053,0.3199999999999998,0.33272457575314035,0.34982823195842955,-0.017103656205289197,-0.0179976215273561
RMED,2020-08-12,0.317,0.33,0.3103,0.3151,2203941,0.31509999999999977,0.3350381349809841,0.3522144905151039,-0.017176355534119836,-0.018221112857872826
RMED,2020-08-11,0.39,0.39,0.37151,0.37809899999999996,2477025,0.3780989999999997,0.3386632504320721,0.3551836497563122,-0.016520399324240154,-0.018482302188811084
RMED,2020-08-10,0.331,0.3438,0.325,0.326,1449419,0.3259999999999997,0.3314931141469942,0.3533504217368172,-0.02185730758982296,-0.01897277790495383
RMED,2020-08-07,0.34299999999999997,0.355,0.332,0.3401,5008161,0.3400999999999997,0.33249186217372045,0.35553845547576257,-0.023046593302042118,-0.018251645483736548
RMED,2020-08-06,0.299,0.3199,0.297,0.3164,3602228,0.3163999999999996,0.33110856438712416,0.35677353191382355,-0.02566496752669939,-0.017052908529160152
RMED,2020-08-05,0.3,0.3,0.293,0.294,631939,0.2939999999999996,0.3337828488211467,0.3600034144669294,-0.026220565645782682,-0.01489989377977534
RMED,2020-08-04,0.2999,0.2999,0.2911,0.2959,959728,0.2958999999999997,0.3410160940613552,0.36528368762428376,-0.02426759356292857,-0.012069725813273504
RMED,2020-08-03,0.3,0.3,0.2821,0.2867,1058410,0.2866999999999997,0.3492190202543288,0.3708343826342265,-0.02161536237989764,-0.009020258875859739
RMED,2020-07-31,0.3,0.3,0.285,0.2891,1705548,0.28909999999999964,0.36058611484602504,0.37756513324496455,-0.01697901839893956,-0.005871482999850248
