Symbol,Date,Open,High,Low,Close,Volume,NXXGF SMA,NXXGF spanTwelveEMA,NXXGF spanTwntySixEMA,NXXGF_x,NXXGF_y
NXXGF,2020-09-03,0.081,0.081,0.0675,0.0769,502840,0.0769,0.08413273914072758,0.08213901954156284,0.0019937195991647227,0.0030627948204829092
NXXGF,2020-09-02,0.085,0.085,0.085,0.085,1050,0.08499999999999999,0.08544778262085985,0.08255814110488788,0.002889641515971972,0.0033300636258124525
NXXGF,2020-09-01,0.1231,0.1231,0.09293,0.09293,10100,0.09292999999999996,0.08552919764283436,0.0823627923932789,0.003166405249555457,0.0034401691532725725
NXXGF,2020-08-31,0.0824,0.0824,0.0824,0.0824,2000,0.08239999999999999,0.08418359721425878,0.08151741578474121,0.002666181429517564,0.003508610129201851
NXXGF,2020-08-28,0.083,0.083,0.083,0.083,10000,0.08299999999999999,0.08450788761685127,0.08144680904752051,0.003061078569330772,0.0037192173041229225
NXXGF,2020-08-27,0.0711,0.09,0.0711,0.09,16500,0.08999999999999997,0.08478204900173332,0.08132255377132215,0.0034594952304111827,0.0038837519878209634
NXXGF,2020-08-26,0.0811,0.0811,0.0811,0.0811,600,0.08109999999999998,0.08383333063841213,0.08062835807302793,0.003204972565384198,0.0039898161771734116
NXXGF,2020-08-25,0.09,0.09,0.09,0.09,10000,0.08999999999999997,0.08433029984539615,0.08059062671887017,0.0037396731265259826,0.004186027080120715
NXXGF,2020-08-24,0.083,0.083,0.08,0.08,7000,0.07999999999999999,0.08329944527183182,0.07983787685637977,0.003461568415452046,0.004297615568519398
NXXGF,2020-08-21,0.079,0.079039,0.0739,0.0739,103014,0.07389999999999998,0.08389934441216487,0.07982490700489014,0.004074437407274728,0.004506627356786235
NXXGF,2020-08-20,0.087,0.087,0.08693,0.08693,5727,0.08692999999999998,0.08571740703255849,0.08029889956528136,0.005418507467277137,0.004614674844164111
NXXGF,2020-08-19,0.09,0.09,0.09,0.09,15886,0.08999999999999997,0.08549693558393276,0.07976841153050387,0.005728524053428885,0.004413716688385854
NXXGF,2020-08-18,0.1,0.10205,0.09245,0.095047,205860,0.095047,0.08467819659919328,0.07894988445294418,0.005728312146249096,0.004085014847125096
NXXGF,2020-08-17,0.09,0.09,0.09,0.09,125,0.08999999999999997,0.08279295961722842,0.07766211520917972,0.005130844408048702,0.003674190522344096
NXXGF,2020-08-14,0.0818,0.09300000000000001,0.0818,0.09,31000,0.09,0.08148258863854269,0.0766750844259141,0.0048075042126285855,0.003310027050917944
NXXGF,2020-08-13,0.0884,0.0884,0.0884,0.0884,50000,0.0884,0.079933968391005,0.07560909117998722,0.0043248772110177774,0.002935657760490283
NXXGF,2020-08-12,0.0812,0.0812,0.0742,0.0742,16390,0.07420000000000003,0.07839468991664228,0.0745858184743862,0.0038088714422560704,0.0025883528978584095
NXXGF,2020-08-11,0.08800000000000001,0.0921,0.0809,0.0921,95376,0.0921,0.07915736081057721,0.0746166839523371,0.004540676858240111,0.0022832232617589904
NXXGF,2020-08-10,0.09085,0.095,0.0878,0.091,133153,0.09099999999999996,0.07680415368522762,0.07321801866852408,0.0035861350167035455,0.00171885986263871
NXXGF,2020-08-07,0.0895,0.09,0.084,0.086,552500,0.086,0.07422309071890537,0.07179546016200601,0.00242763055689936,0.0012520410741225009
