Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.4270000000000001,0.4622295275694432,0.4709217382022857,-0.00869221063284248,-7.166133191453274e-05
AEZS,2020-09-02,0.43,0.4398,0.4270000000000001,0.4282,342051,0.4282,0.4686348962184329,0.4744354772584686,-0.005800581040035668,0.0020834759933174678
AEZS,2020-09-01,0.455,0.46,0.4402,0.44709899999999997,847639,0.447099,0.4759866955308753,0.478134315439146,-0.0021476199082707814,0.004054490251655752
AEZS,2020-08-31,0.467,0.467,0.4572,0.4649,299541,0.4649,0.4812390038092162,0.4806171406742777,0.0006218631349384496,0.005605017791637357
AEZS,2020-08-28,0.46,0.46,0.4521,0.455,451964,0.4550000000000001,0.4842097317745282,0.4818745119282199,0.002335219846308301,0.00685080645581207
AEZS,2020-08-27,0.49,0.49,0.4815,0.485,469994,0.485,0.4895205920971697,0.4840244728824775,0.005496119214692175,0.007979703108188012
AEZS,2020-08-26,0.493,0.4999,0.4819,0.4889,271272,0.4889,0.4903425179330188,0.4839464307130758,0.006396087219943003,0.008600599081561971
AEZS,2020-08-25,0.462,0.4698,0.46,0.4688,222564,0.4688,0.4906047939208403,0.4835501451701218,0.0070546487507185405,0.009151727046966712
AEZS,2020-08-24,0.4907,0.4907,0.475,0.48200000000000004,998026,0.4820000000000001,0.4945693019064477,0.4847301567837315,0.009839145122716164,0.00967599662102877
AEZS,2020-08-21,0.5075,0.51,0.493,0.51,276970,0.51,0.4968546295258017,0.4849485693264301,0.011906060199371682,0.009635209495606905
AEZS,2020-08-20,0.5169,0.5169,0.496,0.5044,473627,0.5044,0.4944645621668566,0.4829444548725445,0.011520107294312132,0.009067496819665724
AEZS,2020-08-19,0.5007,0.5075,0.5,0.50175,408433,0.5017499999999999,0.4926581189244669,0.481228011262348,0.01143010766211888,0.008454344201004134
AEZS,2020-08-18,0.498,0.5095,0.4932,0.494,278229,0.4939999999999999,0.4910050496380063,0.4795862521633358,0.01141879747467045,0.007710403335725432
AEZS,2020-08-17,0.5148,0.53,0.514,0.5213,495764,0.5212999999999999,0.4904605132085529,0.4784331523364027,0.012027360872150172,0.006783304800989163
AEZS,2020-08-14,0.485,0.5,0.4791,0.4996,705467,0.4995999999999999,0.4848533337919261,0.4750038045233149,0.009849529268611212,0.0054722907831989106
AEZS,2020-08-13,0.4901,0.4944,0.48100000000000004,0.4873,730075,0.4872999999999999,0.4821721217540945,0.4730361088851801,0.009136012868914413,0.004377981161845849
AEZS,2020-08-12,0.519,0.529,0.50225,0.5140100000000001,1185509,0.5140099999999999,0.481239780254839,0.4718949975959945,0.009344782658844477,0.003188473235078708
AEZS,2020-08-11,0.5688,0.57,0.5105,0.520876,3170434,0.5208759999999997,0.4752815584829915,0.4685257974036741,0.006755761079317468,0.001649395879137266
AEZS,2020-08-10,0.5105,0.5479999999999999,0.51,0.5241,3486263,0.5240999999999997,0.4669916600253536,0.464337781195968,0.0026538788293856697,0.0003728045790922428
AEZS,2020-08-07,0.449,0.456,0.449,0.4526,298495,0.4525999999999997,0.4566083254845089,0.4595568036916454,-0.0029484782071365627,-0.00019746398348108622
AEZS,2020-08-06,0.465,0.47,0.4512,0.455,599956,0.4549999999999997,0.4573371119362378,0.460113347986977,-0.002776236050739289,0.0004902895724327689
