Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.2482158766286826,2.5809257088467685,-0.3327098322180859,-0.33297263003294497
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.2751642178338978,2.61939976555451,-0.3442355477206122,-0.3330383294866597
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.317921348349152,2.665751746798871,-0.3478303984497191,-0.3302390249281715
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.362997957139907,2.7134118865427808,-0.3504139294028738,-0.3258411815477846
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.4180884948017085,2.7656848374662037,-0.3475963426644948,-0.31969799458401227
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.4613773120383824,2.8125396244635,-0.3511623124251173,-0.31272340756389144
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.505264096045361,2.85994279442058,-0.3546786983752188,-0.30311368134858485
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.557130295326336,2.911138217974226,-0.3540079226478902,-0.29022242709192625
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.5875176217493063,2.952829275412164,-0.3653116536628578,-0.27427605320293535
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6543390075219078,3.011455617445137,-0.3571166099232301,-0.25151715308795475
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.7496733725258906,3.0819720668407484,-0.3322986943148578,-0.22511728887913612
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.857232167530598,3.155881832188008,-0.2986496646574101,-0.1983219375202057
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.9624925616270703,3.226088378763049,-0.2635958171359789,-0.17324000573590453
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.082800300104719,3.300111449064093,-0.2173111489593737,-0.15065105288588593
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.158018536487396,3.3505923649892204,-0.1925738285018248,-0.13398602886751396
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.215840088576013,3.391439754188358,-0.1755996656123448,-0.11933907895893633
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.2678110137716523,3.4283549345234268,-0.1605439207517744,-0.10527393229558407
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.323758470821044,3.465815329285301,-0.1420568584642572,-0.09145643518153647
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.355350920061233,3.491080555628125,-0.1357296355668915,-0.0788063293608564
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.4254147237087307,3.532767000078375,-0.1073522763696441,-0.06457550280934748
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.493671946201227,3.571388360084645,-0.0777164138834178,-0.053881309419273306
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.5234304818741773,3.5906994288914165,-0.0672689470172391,-0.047922533303237154
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.5461996603967547,3.6060993832027295,-0.0598997228059747,-0.04308592987473664
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.5487814168325285,3.612027333858948,-0.0632459170264194,-0.038882481641927105
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.5394689471657155,3.612989520567664,-0.0735205734019484,-0.03279162279580401
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.5699542102867547,3.632284682213077,-0.0623304719263222,-0.022609385144267913
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.6059822485207103,3.6531234567901234,-0.0471412082694131,-0.012679113448754331
AGRX,2021-02-11,3.46,3.5,3.442,3.4451,16493,3.4451,3.660615384615385,3.680933333333333,-0.0203179487179485,-0.004063589743589624
AGRX,2021-02-10,3.74,3.74,3.69,3.6998,25121,3.6998,3.6998,3.6998,0.0,0.0
