Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-22,5.37,5.375,5.37,5.375,3787,5.375,5.108795708219778,5.537823989039261,-0.4290282808194829,-0.5278718976247639
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,5.060394927896101,5.550849908162402,-0.4904549802663007,-0.5525828018260841
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,5.062284914786301,5.590917900815394,-0.528632986029093,-0.5681147572160299
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,5.073609444747447,5.638191332880625,-0.5645818881331781,-0.5779852000127641
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.119720252883346,5.703646639511076,-0.5839263866277298,-0.5813360279826606
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.137669389771228,5.758258370671962,-0.6205889809007346,-0.5806884383213933
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.182700187911451,5.827719040325719,-0.6450188524142675,-0.5707133026765578
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.243191131168079,5.905936563551776,-0.662745432383697,-0.5521369152421305
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.316498609562276,5.991211488635918,-0.6747128790736427,-0.5244847859567389
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.428589265846326,6.094508407726791,-0.6659191418804653,-0.48692776267751303
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.510150950545658,6.183669080344934,-0.6735181297992767,-0.44217991787677496
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.657451123372141,6.30236260677253,-0.6449114834003886,-0.38434536489614946
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.878805873076167,6.451351615314332,-0.572545742238165,-0.3192038352700896
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.127679668180924,6.606659744539478,-0.4789800763585541,-0.25586835852807077
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.310766880577456,6.725536524102636,-0.4147696435251804,-0.20009042907044988
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.5636335861369925,6.869979446030847,-0.3063458598938542,-0.14642062545676743
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.8242942381619,7.009177801713315,-0.1848835635514145,-0.10643931684749573
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.099620463282246,7.14511202585038,-0.0454915625681335,-0.08682825517151603
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.981187820242654,7.09664098791841,-0.1154531676757564,-0.09716242832236163
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.972312878468591,7.101972266951883,-0.1296593884832919,-0.09258974348401293
TCDA,2021-02-22,6.9,6.93,6.83,6.83,14262,6.83,6.971824310917426,7.112130048308034,-0.1403057373906078,-0.08332233223419316
TCDA,2021-02-19,6.63,6.63,6.61,6.61,4548,6.61,6.9976105492660485,7.134700452172677,-0.1370899029066281,-0.0690764809450895
TCDA,2021-02-18,6.9,6.9,6.84,6.84,4958,6.84,7.068085194587148,7.17667648834649,-0.1085912937593418,-0.05207312545470483
TCDA,2021-02-17,6.8,6.86,6.8,6.81,8913,6.81,7.10955522996663,7.203610607414209,-0.0940553774475789,-0.03794358337854557
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.1640198172332905,7.235099456007346,-0.0710796387740551,-0.023915634861287217
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.213841602184798,7.2627074124879325,-0.048865810303134,-0.012124633883095244
TCDA,2021-02-12,7.06,7.06,7.0,7.0,5056,7.0,7.272721893491125,7.292524005486967,-0.0198021119958422,-0.0029393397780855322
TCDA,2021-02-11,7.3,7.39,7.3,7.39,6059,7.39,7.322307692307692,7.315925925925925,0.0063817663817671,0.0012763532763534259
TCDA,2021-02-10,7.31,7.31,7.31,7.31,5300,7.31,7.31,7.31,0.0,0.0
