Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.153813242123081,2.2131888619738067,-0.0593756198507255,-0.09052441400668601
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.139052013418187,2.211443970931711,-0.0723919575135241,-0.09831161254567611
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.124516015857857,2.210839488606248,-0.0863234727483908,-0.10479152630371409
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.121700746013831,2.2165066476947475,-0.0948059016809166,-0.10940853969254491
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.131100881652709,2.2282271795103274,-0.0971262978576184,-0.11305919919545197
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.125846496498656,2.2336853538711536,-0.1078388573724975,-0.11704242452991037
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.124182223134776,2.241580182180846,-0.1173979590460705,-0.11934331631926356
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.123124445522917,2.2505065967553137,-0.1273821512323971,-0.11982965563756193
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.123492526527083,2.260859124495739,-0.137366597968656,-0.11794153173885322
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.1441275313501893,2.280927854455398,-0.1368003231052088,-0.11308526518140252
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.175787082504769,2.30580208281183,-0.1300150003070612,-0.10715650070045095
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.1977483702329086,2.325866249436777,-0.1281178792038684,-0.10144187579879838
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.216429892093437,2.344335549391719,-0.1279056572982813,-0.09477287494753087
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.232144417928608,2.3614823933430564,-0.1293379754144483,-0.08648967935984314
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.2670797666429,2.3872009848105007,-0.1201212181676005,-0.07577760534619182
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.315621542396155,2.418169063595341,-0.1025475211991859,-0.06469170214083964
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.3548254591954554,2.443622588682968,-0.0887971294875127,-0.05522774737625304
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.3811573608673564,2.4623123957776056,-0.0811550349102492,-0.04683540184843812
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.403185971934149,2.4784973874398144,-0.0753114155056655,-0.038255493582985335
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.428310694103994,2.495577178435,-0.0672664843310055,-0.028991513102315278
CIG,2021-02-22,2.2,2.22,2.19,2.21,185247,2.21,2.464367183941084,2.5168233527098,-0.0524561687687157,-0.01942277029514259
CIG,2021-02-19,2.38,2.38,2.375,2.375,8789,2.375,2.510615762839463,2.541369220926584,-0.0307534580871204,-0.011164420676749191
CIG,2021-02-18,2.43,2.43,2.42,2.43,65152,2.43,2.53527317426482,2.5546787586007103,-0.0194055843358902,-0.006267161324156254
CIG,2021-02-17,2.46,2.48,2.46,2.48,70977,2.48,2.554413751403878,2.564653059288767,-0.010239307884889,-0.002982555571222759
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.567943524386401,2.5714253040318686,-0.0034817796454671,-0.0011683674928061926
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.569387801547565,2.572339328354418,-0.0029515268068527,-0.0005900144546408441
CIG,2021-02-12,2.53,2.55,2.52,2.52,188889,2.52,2.571094674556213,2.573326474622771,-0.0022318000665579,3.6363341212821863e-07
CIG,2021-02-11,2.6,2.61,2.6,2.61,14906,2.61,2.580384615384616,2.577592592592593,0.0027920227920228,0.0005584045584046571
CIG,2021-02-10,2.59,2.59,2.57,2.575,63188,2.575,2.575,2.575,0.0,0.0
