Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.644003333332575,4.78703944789534,-0.1430361145627641,-0.23811011991077807
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.588385757574862,4.774010603726966,-0.1856248461521037,-0.26187862124778133
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.577183168043019,4.783931452025123,-0.2067482839821037,-0.2809420650217007
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.54212556223266,4.7850459681871325,-0.2429204059544725,-0.2994905102815999
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.537039300820417,4.802241645642103,-0.2652023448216862,-0.3136330363633817
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.505591900969583,4.809620977293471,-0.3040290763238875,-0.3257407092488055
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.502972246600417,4.832790655476949,-0.3298184088765321,-0.33116861748003495
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.536239927800493,4.873813907915105,-0.3375739801146125,-0.3315061696309106
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.570392641946037,4.915847020548314,-0.3454543786022768,-0.3299892170099851
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.575918576845316,4.945914782192179,-0.3699962053468626,-0.3261229266119122
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.598812863544464,4.985587964767553,-0.3867751012230886,-0.31515460692817465
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.669797020552549,5.047763001948956,-0.3779659813964073,-0.2972494833544461
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.764305569743921,5.119584042104872,-0.3552784723609514,-0.2770703588439558
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.857815673333724,5.189150765473262,-0.3313350921395379,-0.25751833046470685
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.909854886667128,5.238554826711123,-0.3286999400439949,-0.23906414004599902
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.960719411515696,5.287231212848013,-0.3265118013323169,-0.21665519004650002
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,5.031159304518551,5.344345709875855,-0.3131864053573041,-0.18919103722504577
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,5.116824632612832,5.407093366665923,-0.2902687340530914,-0.1581921951919814
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,5.2253382021788015,5.478060835999197,-0.2527226338203956,-0.1251730604767039
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,5.342654238938583,5.549897702879132,-0.2072434639405491,-0.09328566714078099
OPK,2021-02-22,4.97,5.0,4.95,4.98,241529,4.98,5.492227736927417,5.632289519109463,-0.1400617821820464,-0.06479621794083892
OPK,2021-02-19,5.09,5.15,5.05,5.135,356496,5.135,5.585360052732401,5.68447268063822,-0.0991126279058187,-0.04597982688053705
OPK,2021-02-18,5.49,5.5,5.46,5.49,41688,5.49,5.667243698683747,5.7284304950892775,-0.0611867964055301,-0.032696626624216615
OPK,2021-02-17,5.64,5.66,5.541,5.595,103764,5.595,5.699469825717156,5.74750493469642,-0.0480351089792643,-0.025574084178888224
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.718464339483911,5.759705329472133,-0.0412409899882222,-0.019958827978794197
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.729094219390078,5.767681755829903,-0.0385875364398256,-0.014638287476437185
OPK,2021-02-12,5.52,5.53,5.45,5.48,77057,5.48,5.741656804733728,5.776296296296295,-0.0346394915625669,-0.008650975235590082
OPK,2021-02-11,5.67,5.73,5.66,5.675,82349,5.675,5.78923076923077,5.799999999999999,-0.0107692307692293,-0.002153846153845862
OPK,2021-02-10,5.7883,5.82,5.78,5.81,120817,5.81,5.81,5.81,0.0,0.0
