Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.349527680814288,4.546450378855161,-0.1969226980408729,-0.2353886903754305
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.367623622780522,4.570166409163574,-0.2025427863830513,-0.24500518845906988
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.383555190558798,4.593379721896659,-0.209824531337861,-0.2556207889780745
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.38783795247858,4.612050099648392,-0.2242121471698119,-0.2670698533881279
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.418353943838322,4.643414107620264,-0.2250601637819418,-0.2777842799427069
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.374418297263471,4.642087236229885,-0.2676689389664135,-0.29096530898289813
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.337039805856829,4.647054215128275,-0.3100144092714458,-0.29678940148701927
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.301956134194435,4.656418552338537,-0.3544624181441023,-0.29348314954091265
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.333039067684332,4.69845203652562,-0.3654129688412881,-0.27823833239011525
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.385409807263302,4.7507281994476696,-0.3653183921843679,-0.256444673277322
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.548211590402084,4.851586455403483,-0.3033748650013992,-0.22922624355056048
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.629704606838827,4.911713371835762,-0.2820087649969354,-0.21068908818785076
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.747832717173159,4.986250441582623,-0.238417724409464,-0.1928591689855796
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.802893211204643,5.029550476909233,-0.2266572657045902,-0.18146953012960848
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.8379647041509415,5.063114515061972,-0.2251498109110308,-0.17017259623586303
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.881231013996567,5.10016367626693,-0.2189326622703626,-0.15642829256707105
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.948727561995943,5.147376770368284,-0.1986492083723412,-0.14080220014124814
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,5.01031439144975,5.190366911997747,-0.1800525205479966,-0.12634044808347486
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,5.050153371713342,5.222300264957567,-0.1721468932442249,-0.11291242996734441
SNCR,2021-02-23,4.83,4.83,4.8,4.8,5950,4.8,5.111999439297586,5.263284286154172,-0.1512848468565861,-0.09810381414812426
SNCR,2021-02-22,5.05,5.05,5.05,5.05,6871,5.05,5.168726610078965,5.300347029046506,-0.1316204189675414,-0.08480855597100878
SNCR,2021-02-19,4.91,4.956,4.9,4.94,7055,4.94,5.190313266456959,5.320374791370226,-0.1300615249132679,-0.07310559022187561
SNCR,2021-02-18,4.92,4.92,4.9,4.9,6097,4.9,5.235824769449133,5.350804774679844,-0.114980005230711,-0.05886660654902774
SNCR,2021-02-17,5.15,5.15,5.09,5.09,7128,5.09,5.296883818439884,5.386869156654231,-0.0899853382143467,-0.044838256878606916
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.334499058156228,5.4106186891865695,-0.076119631030342,-0.03355148654467196
SNCR,2021-02-16,5.16,5.16,5.1473,5.1573,4555,5.1573,5.366717068730087,5.430884184321495,-0.0641671155914078,-0.02290945042325466
SNCR,2021-02-12,5.01,5.08,5.01,5.08,6081,5.08,5.404792899408284,5.452770919067215,-0.0479780196589301,-0.012595034131216352
SNCR,2021-02-11,5.18,5.33,5.18,5.265,8009,5.265,5.463846153846154,5.482592592592592,-0.0187464387464384,-0.0037492877492876888
SNCR,2021-02-10,5.47,5.5,5.425,5.5,12903,5.5,5.5,5.5,0.0,0.0
