Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-08-03,2.21,2.21,2.16,2.19,5864,2.19,2.1901069796202544,2.2644896469633204,-0.074382667343066,-0.09724063910486969
AXU,2021-08-02,2.22,2.23,2.22,2.2226,5539,2.2226,2.1901264304603005,2.270448818720386,-0.0803223882600856,-0.10295513204532059
AXU,2021-07-30,2.25,2.26,2.25,2.25,14889,2.25,2.184222145089446,2.274276724218017,-0.0900545791285711,-0.10861331799162931
AXU,2021-07-29,2.31,2.31,2.23,2.26,121021,2.26,2.172262535105709,2.2762188621554587,-0.1039563270497496,-0.11325300270739383
AXU,2021-07-28,2.07,2.07,2.0643,2.0643,6764,2.0643,2.1563102687612923,2.2775163711278954,-0.1212061023666031,-0.11557717162180486
AXU,2021-07-27,2.15,2.15,2.13,2.13,3275,2.13,2.1730394085360727,2.294573680818127,-0.1215342722820542,-0.11416993893560529
AXU,2021-07-26,2.05,2.1,2.05,2.08,11573,2.08,2.180864755542632,2.307739575283577,-0.1268748197409457,-0.11232885559899303
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.1992038020049285,2.3259587413062635,-0.1267549393013349,-0.10869236456350506
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.2190590387330973,2.3448354406107645,-0.1257764018776672,-0.10417672087904757
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.2261606821391147,2.358022275859625,-0.1318615937205107,-0.09877680062939263
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.2545535334371354,2.3810640579283957,-0.1265105244912598,-0.0905056023566132
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.295381448607524,2.409149182562667,-0.113767733955143,-0.08150437182295142
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.3381780756270736,2.43708111716768,-0.0989030415406064,-0.0734385312899035
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.3596649984683595,2.4544476065410943,-0.0947826080727347,-0.06707240372722775
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.3759677254626066,2.4692034150643822,-0.0932356896017756,-0.06014485264085101
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.393416402819444,2.4843396882695328,-0.0909232854500889,-0.051872143400619845
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.43040120333207,2.507886863331096,-0.0774856599990254,-0.042109357888252555
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.4704741493924467,2.5317178123975834,-0.0612436630051367,-0.033265282360559215
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.50874217655471,2.5534552373893904,-0.0447130608346801,-0.026270687199414833
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.535786208655567,2.5689316563805416,-0.0331454477249746,-0.021660093790598495
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.550474610229306,2.578046188890985,-0.027571578661679,-0.01878875530700446
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.554197266634634,2.581889884002264,-0.0276926173676295,-0.016593049468335817
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.558596769659113,2.5860410747224454,-0.0274443050633319,-0.013818157493512279
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.5692507277789525,2.592924360700241,-0.0236736329212887,-0.010411620601057249
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.5727508601023987,2.596358309556261,-0.0236074494538618,-0.007096117520999479
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.5896146528482893,2.605666974320761,-0.0160523214724719,-0.0029682845377837766
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.614999135184342,2.618120332266422,-0.0031211970820801,0.00030272469588826236
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.6268171597633136,2.623569958847736,0.0032472009155775,0.001158705140380363
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.626238461538461,2.6230555555555557,0.0031829059829062,0.0006365811965810764
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.6201,2.6201,0.0,0.0
