Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-08-03,3.24,3.24,3.16,3.2009,91525,3.2009,2.9053329933002066,2.967519525365224,-0.062186532065017,-0.11702265111447167
GALT,2021-08-02,3.35,3.55,3.26,3.3373,324752,3.3373,2.851593537536608,2.948849087394441,-0.0972555498578335,-0.13073168087683523
GALT,2021-07-30,2.64,2.64,2.64,2.64,2221,2.64,2.763283271634173,2.917773014385997,-0.1544897427518239,-0.13910071363158577
GALT,2021-07-29,2.71,2.71,2.7,2.7,1275,2.7,2.7856984119312957,2.9399948555368765,-0.1542964436055811,-0.13525345635152622
GALT,2021-07-28,2.65,2.66,2.58,2.6,9244,2.6,2.801279941373349,2.9591944439798263,-0.1579145026064772,-0.1304927095380126
GALT,2021-07-27,2.72,2.74,2.72,2.72,9753,2.72,2.837876294350322,2.9879299994982125,-0.1500537051478905,-0.12363726127089644
GALT,2021-07-26,2.67,2.67,2.67,2.67,2447,2.67,2.859308347868562,3.009364399458069,-0.1500560515895075,-0.1170331503016479
GALT,2021-07-23,2.78,2.78,2.78,2.78,3630,2.78,2.8937280474810274,3.036513551414715,-0.1427855039336876,-0.10877742497968311
GALT,2021-07-22,2.83,2.83,2.8,2.8,1323,2.8,2.91440587429576,3.0570346355278923,-0.1426287612321326,-0.10027540524118198
GALT,2021-07-21,2.9,2.91,2.87,2.87,3090,2.87,2.935206942349534,3.077597406370124,-0.1423904640205897,-0.08968706624344441
GALT,2021-07-20,2.7,2.73,2.7,2.73,3407,2.73,2.947062750049449,3.0942051988797337,-0.1471424488302846,-0.07651121679915796
GALT,2021-07-19,2.55,2.5708,2.55,2.5708,15359,2.5708,2.986528704603894,3.123341614790112,-0.1368129101862174,-0.0588534087913763
GALT,2021-07-16,2.6,2.6,2.55,2.56,24474,2.56,3.062115741804603,3.1675449439733208,-0.1054292021687177,-0.039363533442665896
GALT,2021-07-15,2.74,2.77,2.7,2.76,27652,2.76,3.153409513041804,3.2161485394911864,-0.0627390264493827,-0.022847116261152926
GALT,2021-07-14,2.95,3.0,2.95,2.9984,47326,2.9984,3.224938515413041,3.2526404226504813,-0.0277019072374407,-0.012874138714095571
GALT,2021-07-13,3.19,3.21,3.15,3.2066,18708,3.2066,3.2661273363972296,3.27297965646252,-0.0068523200652901,-0.009167196583259398
GALT,2021-07-12,3.32,3.34,3.27,3.27,136454,3.27,3.276950488469453,3.278290028979521,-0.001339540510068,-0.009745915712751603
GALT,2021-07-09,3.96,4.04,3.85,3.94,1147775,3.94,3.2782142136457173,3.278953231297882,-0.0007390176521653,-0.0118475095134225
GALT,2021-07-08,2.8,2.84,2.7915,2.84,9420,2.84,3.157889525217666,3.2260694898017137,-0.0681799645840475,-0.014624632478736903
GALT,2021-07-07,2.9,2.9,2.86,2.86,4729,2.86,3.2156876207117877,3.2569550489858505,-0.0412674282740632,-0.00123579945240925
GALT,2021-07-06,3.17,3.17,3.17,3.17,917,3.17,3.28035809720484,3.2887114529047183,-0.0083533556998784,0.008772107753004143
GALT,2021-07-06,3.17,3.17,3.17,3.17,917,3.17,3.300423205787538,3.298208369137096,0.0022148366504421,0.013053473616224802
GALT,2021-07-02,3.27,3.36,3.27,3.3,1343,3.3,3.324136515930727,3.3084650386680634,0.0156714772626633,0.01576313285767045
GALT,2021-07-01,3.21,3.2117,3.21,3.2117,5835,3.2117,3.3285249733726774,3.3091422417615086,0.0193827316111687,0.015786046756422218
GALT,2021-06-30,3.51,3.51,3.4,3.4,8358,3.4,3.3497658776222554,3.3169376211024293,0.0328282565198261,0.01488687554273558
GALT,2021-06-29,3.53,3.53,3.46,3.461,11808,3.461,3.3406324008263018,3.3102926307906237,0.0303397700356784,0.010401530298462941
GALT,2021-06-28,3.45,3.46,3.45,3.46,3892,3.46,3.31874738279472,3.2982360412538734,0.0205113415408466,0.005416970364159173
GALT,2021-06-25,3.37,3.37,3.37,3.37,3502,3.37,3.2930650887573965,3.285294924554184,0.007770164203213,0.001643377569987301
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238,3.285,3.2790769230769232,3.2785185185185184,0.0005584045584048,0.00011168091168096695
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313,3.278,3.278,3.278,0.0,0.0
