Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-08-03,3.38,3.38,3.38,3.38,1855,3.38,3.554305707362635,3.702074532502306,-0.1477688251396709,-0.13104533730530854
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.5859976541558414,3.7278404951024906,-0.1418428409466492,-0.12686446534671794
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.625269954911449,3.7564677347106894,-0.1311977797992414,-0.12311987144673511
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.65350085580444,3.779385153487546,-0.1258842976831058,-0.12110039435860875
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.692246465950702,3.806503965766549,-0.1142574998158472,-0.11990441852748449
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.729000368850829,3.831816283027873,-0.1028159141770439,-0.1213161482053938
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.670654981369162,3.814369585670103,-0.1437146043009409,-0.12594120671248124
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.690774068890828,3.834719152523711,-0.1439450836328832,-0.1214978573153662
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.703642081416432,3.851896684725608,-0.1482546033091756,-0.11588605073598693
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.707940641673965,3.865648419503656,-0.1577077778296907,-0.10779391259268964
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.718475303796504,3.882900293063948,-0.1644249892674438,-0.09531544628343924
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.758198086304959,3.913532316509064,-0.1553342302041049,-0.07803806053743809
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.816052283814951,3.951414901829789,-0.1353626180148377,-0.05871401812077136
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.8898799717813057,3.994728093976172,-0.1048481221948662,-0.03955186814725477
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.937130875741544,4.023906341494266,-0.0867754657527224,-0.023227804635351894
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.992972853149097,4.055418848813807,-0.0624459956647101,-0.007340889356009369
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.057295190085297,4.088716356718912,-0.0314211666336152,0.006435387221165812
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.096803406464441,4.108613665256425,-0.0118102587919839,0.015899525684861082
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.1144222076397945,4.117310758476939,-0.0028885508371443,0.02282697180407234
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.17068079084703,4.142295619155094,0.0283851716919354,0.02925585246437651
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.187168207364672,4.147279268687502,0.0398889386771701,0.029473522657486775
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.183016972340067,4.142261610182502,0.0407553621575651,0.02686966865256593
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.178110967310989,4.136842538997103,0.0412684283138862,0.023398245276316128
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.159585688640259,4.125389942116871,0.0341957465233884,0.018930699516923603
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.1503467229384885,4.118589137486221,0.0317575854522678,0.015114437765307402
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.14131885438185,4.112076268485119,0.0292425858967311,0.0109536508435673
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.126340464269458,4.103146369963929,0.0231940943055297,0.006381417080276343
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.098402366863906,4.088998079561042,0.0094042873028632,0.002178247773962987
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.083584615384615,4.081725925925926,0.0018586894586896,0.0003717378917379222
GENE,2021-06-23,4.06,4.08,4.06,4.08,9897,4.08,4.08,4.08,0.0,0.0
