Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA,NCTY spanTwntySixEMA,NCTY_x,NCTY_y
NCTY,2020-12-07,3.1,3.14,2.99,3.06,19558,3.06,3.0549636324897183,2.841519371177625,0.2134442613120928,0.23755570425615774
NCTY,2020-12-04,3.29,3.31,3.1,3.15,65641,3.15,3.0540479293060314,2.824040920871836,0.23000700843419564,0.24358356499217382
NCTY,2020-12-03,3.07,3.15,3.0476,3.14,54404,3.14,3.036602098270764,2.797964194541582,0.2386379037291819,0.24697770413166834
NCTY,2020-12-02,3.02,3.02,2.85,2.8688,50966,2.8688,3.0178024797745397,2.7706013301049084,0.2472011496696309,0.24906265423228982
NCTY,2020-12-01,2.98,3.0,2.91,2.93,31961,2.93,3.0448938397335468,2.7627454365133013,0.2821484032202455,0.24952803037295443
NCTY,2020-11-30,3.27,3.27,2.93,3.0,270459,3.0,3.0657836287760096,2.7493650714343656,0.3164185573416445,0.24137293716113165
NCTY,2020-11-27,3.56,3.67,3.43,3.5691,314616,3.5691,3.0777442885534665,2.7293142771491152,0.3484300114043517,0.22261153211600354
NCTY,2020-11-27,3.56,3.67,3.43,3.5691,314616,3.5691,2.988406886472278,2.662131419321044,0.326275467151234,0.19115691229391663
NCTY,2020-11-25,3.57,3.6899,3.51,3.67,110863,3.6699999999999986,2.8828263203763287,2.5895739328667275,0.29325238750960114,0.15737727357958725
NCTY,2020-11-24,3.96,3.96,3.28,3.5298,569989,3.529799999999998,2.7397038331720247,2.5031398474960653,0.23656398567595935,0.12340849509708375
NCTY,2020-11-23,3.55,4.09,3.5,3.5798,2294035,3.5797999999999988,2.5960499846578475,2.4210070352957507,0.17504294936209686,0.09511962245236484
NCTY,2020-11-20,2.63,2.74,2.61,2.6369,231276,2.6368999999999985,2.4171863455047293,2.3283035981194113,0.08888274738531797,0.07513879072493183
NCTY,2020-11-19,2.42,2.42,2.38,2.38,20864,2.379999999999998,2.3772384083237705,2.303615885968964,0.07362252235480682,0.0717028015598353
NCTY,2020-11-18,2.31,2.3798,2.31,2.31,21831,2.309999999999998,2.3767363007462743,2.297505156846481,0.07923114389979348,0.07122287136109254
NCTY,2020-11-17,2.34,2.42,2.2827,2.37,122625,2.369999999999998,2.388870173609233,2.296505569394199,0.09236460421503434,0.0692208032264173
NCTY,2020-11-16,2.55,2.58,2.36,2.4376,103608,2.437599999999998,2.3923011142654578,2.290626014945736,0.1016750993197224,0.06343485297926316
NCTY,2020-11-13,2.74,2.82,2.6,2.69,260364,2.6899999999999973,2.384064953222813,2.2788680961413945,0.10519685708141903,0.05387479139414845
NCTY,2020-11-12,2.4746,2.59,2.4746,2.5643,38477,2.564299999999997,2.328440399263325,2.245977543832706,0.08246285543061926,0.041044274972330916
NCTY,2020-11-11,2.41,2.55,2.405,2.53,107873,2.529999999999997,2.2855568354930207,2.2205117473393217,0.06504508815369857,0.03068962985775883
NCTY,2020-11-10,2.3,2.32,2.255,2.2839,24669,2.283899999999997,2.241112623764479,2.1957526871264683,0.04535993663801108,0.022100765283773777
NCTY,2020-11-09,2.25,2.38,2.24,2.36,42855,2.3599999999999968,2.233333100812566,2.1887009020965853,0.044632198715980564,0.016285972445214562
NCTY,2020-11-06,2.5,2.61,2.42,2.4995,153507,2.499499999999997,2.21030275550576,2.1749969742643116,0.03530578124144768,0.009199415877523062
NCTY,2020-11-05,2.235,2.2999,2.18,2.23,49294,2.2299999999999973,2.1577214383249887,2.149036732205457,0.008684706119531871,0.002672824536541686
NCTY,2020-11-04,2.22,2.27,2.119,2.119,85855,2.1189999999999976,2.1445798816568047,2.142559670781893,0.0020202108749112213,0.00116985414079414
NCTY,2020-11-03,2.2,2.2399,2.16,2.2,29465,2.199999999999997,2.149230769230769,2.1444444444444453,0.004786324786324681,0.0009572649572647586
NCTY,2020-11-02,2.14,2.19,2.12,2.14,33961,2.139999999999997,2.14,2.14,0.0,0.0
