Symbol,Date,Open,High,Low,Close,Volume,RMTI SMA,RMTI spanTwelveEMA,RMTI spanTwntySixEMA,RMTI_x,RMTI_y
RMTI,2021-01-14,1.28,1.28,1.2101,1.22,250781,1.22,1.1209850039978462,1.099002711030358,0.02198229296748821,-0.008015547465377533
RMTI,2021-01-13,1.18,1.3,1.18,1.2858,1123658,1.2857999999999998,1.102982277452,1.0893229279127865,0.01365934953921344,-0.015515007573593968
RMTI,2021-01-12,1.1235,1.16,1.1235,1.15,355712,1.1499999999999997,1.0697426915341817,1.0736047621458096,-0.00386207061162791,-0.02280859685179582
RMTI,2021-01-11,1.1,1.11,1.075,1.09,494920,1.0899999999999994,1.0551504536313057,1.0674931431174743,-0.01234268948616868,-0.02754522841183779
RMTI,2021-01-08,1.08,1.1,1.08,1.0801,101610,1.0800999999999996,1.0488141724733608,1.0656925945668725,-0.016878422093511203,-0.03134586314325507
RMTI,2021-01-07,1.08,1.11,1.07,1.1,85343,1.0999999999999994,1.0431258401957904,1.064540002132222,-0.02141416193643164,-0.034962723405690926
RMTI,2021-01-06,1.05,1.09,1.05,1.085,115326,1.0849999999999995,1.0327850838677524,1.0617032023027997,-0.028918118435047324,-0.03834986377300575
RMTI,2021-01-05,1.0111,1.05,1.0111,1.045,203603,1.0449999999999997,1.0232914627527985,1.0598394584870237,-0.0365479957342254,-0.040707800107495355
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.0249999999999997,1.0193444559805798,1.0610266151659855,-0.041682159185405736,-0.041747751200812894
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.0249999999999997,1.018316175249776,1.0639087443792643,-0.04559256912948828,-0.04176414920466468
RMTI,2020-12-31,0.98,1.005,0.9759,0.9865,83615,0.9864999999999996,1.0171009343860988,1.0670214439296055,-0.049920509543506686,-0.04080704422345878
RMTI,2020-12-30,0.9247,0.97,0.924,0.962499,302598,0.9624989999999994,1.0226647406381169,1.073463159443974,-0.050798418805857004,-0.0385286778934468
RMTI,2020-12-29,0.96,0.97,0.9447,0.9447,210854,0.9446999999999994,1.0336039662086836,1.0823402921994918,-0.04873632599080824,-0.035461242665344186
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.0049999999999994,1.0497683237011717,1.0933515155754512,-0.043583191874279725,-0.03214247183397817
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.0049999999999994,1.0579080189195662,1.1004196368214871,-0.04251161790192093,-0.029282291823902837
RMTI,2020-12-24,1.02,1.03,1.0,1.02,86166,1.0199999999999996,1.0675276587231235,1.108053207767206,-0.040525549044082336,-0.025974960304398314
RMTI,2020-12-23,1.0,1.02,0.9914,0.9999,134499,0.9998999999999998,1.0761690512182371,1.1150974643885825,-0.038928413170345344,-0.022337313119477252
RMTI,2020-12-22,1.01,1.03,1.0,1.015,136390,1.015,1.0900361514397348,1.124313261539669,-0.03427711009993417,-0.018189538106760227
RMTI,2020-12-21,1.0290000000000001,1.03,1.0,1.02,138164,1.0200000000000002,1.1036790880651408,1.1330583224628423,-0.029379234397701293,-0.014167645108466739
RMTI,2020-12-18,1.07,1.07,1.03,1.05,278978,1.0500000000000005,1.1188934677133484,1.1421029882598697,-0.023209520546521256,-0.010364747786158045
RMTI,2020-12-17,1.04,1.07,1.02,1.07,129645,1.07,1.1314195527521391,1.149471227320659,-0.018051674568520196,-0.007153554596067242
RMTI,2020-12-16,1.09,1.1,1.05,1.055,212327,1.055,1.1425867441616189,1.155828925506312,-0.013242181344693016,-0.004429024602954059
RMTI,2020-12-15,1.14,1.15,1.12,1.15,79046,1.15,1.1585116067364587,1.1638952395468172,-0.005383632810358252,-0.0022257354175192643
RMTI,2020-12-14,1.15,1.15,1.125,1.135,123038,1.1350000000000002,1.1600591715976332,1.1650068587105622,-0.004947687112929256,-0.0014362610693094615
RMTI,2020-12-11,1.1604,1.19,1.13,1.135,218105,1.1350000000000005,1.1646153846153844,1.1674074074074072,-0.002792022792022841,-0.0005584045584045683
RMTI,2020-12-10,1.17,1.18,1.1,1.17,366147,1.1700000000000006,1.17,1.17,0.0,0.0
