Symbol,Date,Open,High,Low,Close,Volume,ACRX SMA,ACRX spanTwelveEMA,ACRX spanTwntySixEMA,ACRX_x,ACRX_y
ACRX,2021-01-14,1.9534,1.96,1.83,1.905,2081271,1.905,1.5049408594801352,1.4081465369094834,0.09679432257065156,0.024258718456735343
ACRX,2021-01-13,2.04,2.12,1.91,2.025,4381490,2.0249999999999995,1.4322028339310688,1.368398259862242,0.06380457406882689,0.00612481742825623
ACRX,2021-01-12,1.35,1.37,1.345,1.36,69093,1.36,1.3244215310094452,1.315870120651221,0.008551410358223599,-0.008295121731886436
ACRX,2021-01-11,1.35,1.37,1.33,1.37,112650,1.37,1.3179527184657076,1.3123397303033189,0.005612988162388754,-0.012506754754414056
ACRX,2021-01-08,1.4,1.4,1.36,1.38,148548,1.38,1.3084895763685636,1.3077269087275842,0.0007626676409793197,-0.017036690483614756
ACRX,2021-01-07,1.37,1.41,1.3619999999999999,1.399,71346,1.399,1.295487681162848,1.301945061425791,-0.006457380262943069,-0.021486530014763278
ACRX,2021-01-06,1.3483,1.39,1.341,1.3668,130187,1.3668,1.276667259556093,1.294180666339854,-0.01751340678376101,-0.025243817452718326
ACRX,2021-01-05,1.26,1.28,1.25,1.26,130685,1.2600000000000002,1.2602794885662918,1.2883711196470424,-0.028091631080750638,-0.027176420119957655
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.2603303046692542,1.290640809218806,-0.030310504549551975,-0.026947617379759405
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.2612267237000276,1.2934600739563105,-0.032233350256282815,-0.026106895587311316
ACRX,2020-12-31,1.23,1.24,1.22,1.22,166940,1.2200000000000004,1.2622861280091238,1.2965048798728154,-0.03421875186369161,-0.024575281920068436
ACRX,2020-12-30,1.17,1.22,1.155,1.195,261305,1.1950000000000005,1.2699745149198736,1.3026252702626406,-0.03265075534276707,-0.02216441443416264
ACRX,2020-12-29,1.23,1.23,1.17,1.1865,467852,1.1865000000000008,1.2836062449053052,1.311235291883652,-0.02762904697834689,-0.01954282920701153
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000008,1.301261925797179,1.3212141152343442,-0.019952189437165258,-0.017521274764177686
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000006,1.3023277304875749,1.3232792444530916,-0.020951513965516533,-0.016913546095930793
ACRX,2020-12-24,1.35,1.36,1.31,1.355,150869,1.3550000000000002,1.3035873178489523,1.3255095840093392,-0.021922266160386398,-0.015904054128534302
ACRX,2020-12-23,1.24,1.25,1.23,1.23,114896,1.23,1.294239557457853,1.323150350730086,-0.028910793272233008,-0.014399501120571166
ACRX,2020-12-22,1.26,1.2699,1.22,1.25,251350,1.25,1.3059194769956444,1.3306023787884926,-0.024682901792848263,-0.010771678082655705
ACRX,2020-12-21,1.26,1.27,1.24,1.25,158690,1.25,1.3160866546312162,1.3370505690915722,-0.020963914460355948,-0.007293872155107565
ACRX,2020-12-18,1.29,1.3,1.25,1.2642,338107,1.2641999999999998,1.32810241001871,1.344014614618898,-0.01591220460018805,-0.0038763615787954686
ACRX,2020-12-17,1.29,1.31,1.26,1.2622,236556,1.2621999999999998,1.3397210300221118,1.35039978378841,-0.010678753766298009,-0.0008674008234473229
ACRX,2020-12-16,1.31,1.3234,1.28,1.285,164568,1.2849999999999997,1.3538157627534049,1.3574557664914828,-0.0036400037380779353,0.0015854374122654044
ACRX,2020-12-15,1.28,1.3299,1.28,1.3042,256072,1.3042,1.3663277196176604,1.3632522278108012,0.0030754918068591768,0.0028917976998512392
ACRX,2020-12-14,1.39,1.43,1.38,1.4237,147907,1.4237,1.3776236686390533,1.3679764060356652,0.009647262603388107,0.0028458741730992545
ACRX,2020-12-11,1.44,1.44,1.42,1.43,44207,1.43,1.3692461538461538,1.3635185185185186,0.005727635327635205,0.0011455270655270412
ACRX,2020-12-10,1.32,1.39,1.27,1.3582,719600,1.3582,1.3582,1.3582,0.0,0.0
