Symbol,Date,Open,High,Low,Close,Volume,VERB SMA,VERB spanTwelveEMA,VERB spanTwntySixEMA,VERB_x,VERB_y
VERB,2021-01-14,2.07,2.1399,1.97,1.9801,269387,1.9801,1.7813701339141017,1.6885071204233264,0.09286301349077508,0.0942211087542408
VERB,2021-01-13,1.82,1.895,1.81,1.8705,231186,1.8705,1.7452374309893928,1.665179690057193,0.08005774093220007,0.09456063257010719
VERB,2021-01-12,1.83,1.83,1.73,1.75,122231,1.7499999999999998,1.7224624184420096,1.648754065261768,0.0737083531802416,0.09818635547958401
VERB,2021-01-11,1.79,1.79,1.71,1.725,151784,1.7249999999999996,1.7174555854314657,1.6406543904827096,0.07680119494875637,0.10430585605441961
VERB,2021-01-08,1.8,1.8,1.71,1.72,193867,1.7199999999999993,1.7160838736917323,1.6339067417213262,0.08217713197040633,0.11118202133083546
VERB,2021-01-07,1.7,1.73,1.69,1.7256,94257,1.7255999999999994,1.7153718507265932,1.6270192810590325,0.08835256966756068,0.1184332436709428
VERB,2021-01-06,1.77,1.77,1.7,1.72,128804,1.7199999999999993,1.713512187222337,1.6191328235437548,0.09437936367858213,0.12595341217178832
VERB,2021-01-05,1.7,1.7,1.66,1.68,66601,1.6799999999999995,1.712332584899125,1.6110634494272549,0.10126913547187022,0.13384692429508988
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7182112366989664,1.6055485253814357,0.1126627113175307,0.14199137150089478
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7297769160987786,1.6016244074119506,0.12815250868682804,0.14932353654673577
VERB,2020-12-31,1.68,1.7,1.65,1.6717,108525,1.6716999999999995,1.7434454462985565,1.5973863600049063,0.14605908629364994,0.1546162935117127
VERB,2020-12-30,1.63,1.679,1.61,1.675,88462,1.6749999999999998,1.7564900728982942,1.591441268805299,0.16504880409299516,0.15675559531622832
VERB,2020-12-29,1.755,1.8299,1.75,1.76,178430,1.7599999999999996,1.7713064497888933,1.584756570309723,0.18654987947917026,0.1546822931220366
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.7733621679323286,1.570737095934501,0.20262507199782756,0.1467153965327532
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.7376098348291156,1.538796063609261,0.19881377121985452,0.1327379776664846
VERB,2020-12-24,2.14,2.17,2.0,2.03,281038,2.03,1.6953570775253186,1.504299748698002,0.19105732882731674,0.1162190292781421
VERB,2020-12-23,1.86,1.97,1.86,1.9101,309804,1.9101,1.6345129098026494,1.4622437285938419,0.1722691812088073,0.09750945439084849
VERB,2020-12-22,2.06,2.2,2.05,2.1,818152,2.1,1.584406166130404,1.4264152268813493,0.1579909392490546,0.07881952268635872
VERB,2020-12-21,1.87,1.9,1.84,1.8467,246525,1.8467,1.4906618326995682,1.3725284450318571,0.11813338766771088,0.05902666854568468
VERB,2020-12-18,1.7,1.73,1.68,1.69,345359,1.6899999999999995,1.425927620463126,1.334594720634406,0.09133289982871996,0.04424998876517808
VERB,2020-12-17,1.56,1.63,1.55,1.61,386725,1.61,1.3779144605473306,1.3061622982851584,0.07175216226217218,0.0324792609992926
VERB,2020-12-16,1.47,1.48,1.45,1.4705,140574,1.4704999999999997,1.3357170897377544,1.2818552821479712,0.053861807589783206,0.0226610356835727
VERB,2020-12-15,1.4,1.47,1.4,1.46,189741,1.4599999999999995,1.3112111060537095,1.266763704719809,0.04444740133390068,0.014860842707020074
VERB,2020-12-14,1.4366,1.58,1.43,1.5778,902105,1.5778,1.2841585798816568,1.2513048010973935,0.0328537787842631,0.007464203050299974
VERB,2020-12-11,1.38,1.3899,1.27,1.29,414933,1.2899999999999998,1.2307692307692308,1.2251851851851852,0.005584045584045683,0.0011168091168091367
VERB,2020-12-10,1.24,1.24,1.2,1.22,58760,1.2199999999999998,1.22,1.22,0.0,0.0
