Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.96736733729356,2.8878004933301846,0.07956684396337499,0.12405407351281912
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,2.9777977622560257,2.8860245327965997,0.09177322945942556,0.13517588090018004
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,3.000360991757121,2.888610495420328,0.11175049633679368,0.14602654376036853
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.0061357175311434,2.8822113350539533,0.12392438247718918,0.15459555561626245
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.0054331207186245,2.8719882418582703,0.13344487886035414,0.16226334890103056
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.0000573244856468,2.8589473012069315,0.14111002327871525,0.16946796641119966
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0018859289375825,2.8484630853034867,0.15342284363409675,0.17655745219432076
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.9785924614716883,2.8259401321277644,0.15265232934392392,0.18234110433437695
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9637910908301768,2.807215342697986,0.156575748132191,0.1897632980819902
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9594258346174813,2.7927685701138247,0.1666572645036566,0.19806018556944
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.9542668954570237,2.777166055722931,0.1771008397340923,0.2059109158358858
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,2.975042694631028,2.772139340180765,0.20290335445026209,0.21311343486133408
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,2.9850504572912144,2.760310487395227,0.22473996989598755,0.21566595496410185
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,2.9832414495259814,2.741535326386845,0.241706123139136,0.21339745123113038
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,2.9547398948943413,2.7096581524977923,0.24508174239654898,0.20632028325412888
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,2.921056239420585,2.675230804697616,0.2458254347229696,0.19662991846852385
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,2.8848846465879645,2.639649269073425,0.2452353775145397,0.18433103940491263
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999998,2.815318218694867,2.5894212105992986,0.225897008095568,0.16910495487750588
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999999,2.7853760766393894,2.558174907447243,0.2272011691921461,0.15490694157299023
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999987,2.764535363301096,2.5308289000430224,0.23370646325807345,0.13683338466820116
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.1299999999999986,2.7180872475376594,2.4916952120464644,0.22639203549119455,0.1126151150207331
REPH,2020-12-16,3.15,3.18,3.06,3.1399,134270,3.139899999999998,2.643194019817233,2.440630829010181,0.20256319080705154,0.08417088490311761
REPH,2020-12-15,3.4,3.43,3.0,3.0018,631836,3.0017999999999985,2.5528838416021844,2.3846892953309964,0.16819454627118846,0.05457280842713401
REPH,2020-12-14,3.71,4.07,3.28,3.9759,4520942,3.975899999999999,2.471262721893491,2.3353204389574755,0.1359422829360155,0.026167373966120507
REPH,2020-12-11,2.13,2.16,2.12,2.13,19885,2.129999999999998,2.197692307692308,2.2040740740740743,-0.006381766381766241,-0.0012763532763532483
REPH,2020-12-10,2.14,2.22,2.14,2.21,12910,2.2099999999999977,2.21,2.21,0.0,0.0
