Symbol,Date,Open,High,Low,Close,Volume,AAU SMA,AAU spanTwelveEMA,AAU spanTwntySixEMA,AAU_x,AAU_y
AAU,2021-01-14,0.63,0.6324,0.61,0.6161,518889,0.6161,0.54446087921827,0.5658318651594162,-0.02137098594114617,-0.040099292192271846
AAU,2021-01-13,0.616,0.621,0.5902,0.5914,545277,0.5914,0.5314355845306827,0.5618104143721695,-0.03037482984148676,-0.044781368755053265
AAU,2021-01-12,0.5204,0.57,0.514,0.5598989999999999,1153253,0.5598989999999998,0.5205329635362614,0.5594432475219431,-0.03891028398568164,-0.04838300348344489
AAU,2021-01-11,0.501,0.5046,0.49,0.5,254747,0.4999999999999998,0.5133755023610362,0.5594067873236985,-0.04603128496266229,-0.0507511833578857
AAU,2021-01-08,0.5394,0.5394,0.5027,0.5029,467641,0.5028999999999999,0.5158074118812247,0.5641593303095944,-0.048351918428369715,-0.05193115795669155
AAU,2021-01-07,0.5425,0.545,0.5076,0.5123,329828,0.5122999999999999,0.5181542140414473,0.5690600767343621,-0.05090586269291464,-0.052825967838772005
AAU,2021-01-06,0.52,0.528,0.5101,0.528,400449,0.5279999999999998,0.5192186165944378,0.573600882873111,-0.05438226627867315,-0.05330599412523631
AAU,2021-01-05,0.49,0.4942,0.4859,0.4942,280055,0.4941999999999998,0.5176220014297901,0.5772489535029598,-0.0596269520731697,-0.053036926086877094
AAU,2021-01-04,0.4789,0.4887,0.4751,0.4858,304898,0.4857999999999998,0.5218805471442973,0.5838928697831965,-0.06201232263889923,-0.051389419590303936
AAU,2021-01-04,0.4789,0.4887,0.4751,0.4858,304898,0.4857999999999998,0.5284406466250786,0.5917402993658523,-0.06329965274077365,-0.048733693828155115
AAU,2020-12-31,0.465,0.48,0.4611,0.4611,189271,0.4610999999999998,0.536193491466002,0.6002155233151204,-0.06402203184911838,-0.045092204100000484
AAU,2020-12-30,0.46,0.4699,0.46,0.468713,161308,0.4687129999999998,0.5498468535507297,0.61134476518033,-0.06149791162960028,-0.040359747162721005
AAU,2020-12-29,0.475,0.485,0.467,0.4775,213577,0.4774999999999998,0.5645984632872261,0.6227553063947563,-0.05815684310753023,-0.03507520604600118
AAU,2020-12-28,0.49,0.491,0.4835,0.4863,217830,0.4862999999999998,0.5804345475212672,0.6343757309063368,-0.053941183385069584,-0.029304796780618918
AAU,2020-12-28,0.49,0.491,0.4835,0.4863,217830,0.4862999999999998,0.5975499197978613,0.6462217893788438,-0.04867186958098246,-0.023145700129506248
AAU,2020-12-24,0.515,0.5155,0.5051,0.509799,304981,0.5097989999999999,0.6177771779429271,0.6590155325291513,-0.04123835458622427,-0.016764157766637193
AAU,2020-12-23,0.49,0.493,0.486,0.4899,352286,0.4898999999999999,0.6374095739325502,0.6709528551314834,-0.03354328119893324,-0.010645608561740426
AAU,2020-12-22,0.5,0.5001,0.48,0.48749899999999996,1188457,0.4874989999999999,0.6642294964657411,0.6854370835420021,-0.021207587076260914,-0.004921190402442222
AAU,2020-12-21,0.75,0.75,0.53,0.585,1195342,0.585,0.6963623140049668,0.7012721302253623,-0.004909816220395435,-0.0008495912339875486
AAU,2020-12-18,0.8059999999999999,0.8059999999999999,0.7722,0.7761,204579,0.7761,0.7166100074604154,0.7105739006433912,0.006036106817024156,0.00016546501261442323
AAU,2020-12-17,0.74,0.7485,0.7390000000000001,0.741,74190,0.7410000000000001,0.7057936451804908,0.7053318126948624,0.0004618324856283662,-0.00130219543848801
AAU,2020-12-16,0.6992,0.72,0.695,0.7049,244609,0.7049,0.6993924897587619,0.7024783577104514,-0.003085867951689525,-0.001743202419517104
AAU,2020-12-15,0.675,0.6969,0.675,0.6851,90217,0.6851000000000002,0.698391124260355,0.7022846263272875,-0.003893502066932508,-0.0014075360364739985
AAU,2020-12-14,0.69,0.69,0.6804,0.6838,60796,0.6838,0.7008076923076922,0.7036593964334705,-0.002851704125778287,-0.000786044528859371
AAU,2020-12-11,0.7,0.7098,0.6761,0.6896,125138,0.6896,0.7039,0.7052481481481482,-0.0013481481481482096,-0.0002696296296296419
AAU,2020-12-10,0.69,0.708,0.6863,0.7065,78189,0.7065000000000001,0.7065,0.7065,0.0,0.0
