Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2021-01-14,5.0,5.0599,4.81,4.9,280493,4.9,4.589682519787899,4.48423588190298,0.1054466378849188,0.03218982737619203
LMNL,2021-01-13,5.35,5.3879,5.1,5.1,642820,5.1,4.533261159749334,4.450974752455218,0.08228640729411651,0.013875624749010333
LMNL,2021-01-12,5.59,5.62,4.8516,5.1,1580353,5.1,4.430217734249212,4.399052732651636,0.03116500159757773,-0.003227070887266213
LMNL,2021-01-11,4.13,4.2907,4.12,4.2907,89049,4.290699999999998,4.308439140476343,4.342976951263767,-0.03453781078742324,-0.011825089008476754
LMNL,2021-01-08,4.24,4.24,4.14,4.22,54720,4.22,4.311664438744771,4.347159107364868,-0.03549466862009787,-0.006146908563740133
LMNL,2021-01-07,4.24,4.29,4.17,4.2,65169,4.2,4.328330700334727,4.3573318359540565,-0.029001135619329155,0.0011900314503490795
LMNL,2021-01-06,4.22,4.4799,4.22,4.32,96930,4.319999999999999,4.351663554941042,4.369918382830382,-0.018254827889339964,0.008737823217768639
LMNL,2021-01-05,4.28,4.28,4.22,4.2599,55247,4.259899999999998,4.3574205649303215,4.3739118534568115,-0.01649128852649007,0.015485985994545787
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.375151576735835,4.383032801733358,-0.007881224997523084,0.02348030462480475
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.396088227051441,4.392875425872027,0.0032128011794148037,0.03132068703038671
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785,4.219999999999997,4.420831541060795,4.4035054599417895,0.017326081119005462,0.03834765849312968
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268,4.394999999999997,4.4573463667082125,4.418185896737133,0.039160469971079685,0.04360305283666073
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.200099999999997,4.4686820697460705,4.420040768476103,0.048641301269966235,0.04471369855305599
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999997,4.517515173336265,4.437636029954192,0.07987914338207336,0.04373179787382821
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999996,4.517063386670131,4.431046912350527,0.08601647431960391,0.034694961496767145
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.836899999999996,4.516529456973792,4.4239306653385695,0.09259879163522199,0.021864583291057952
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.889999999999997,4.458280267332663,4.390893118565654,0.06738714876700769,0.004181031205016714
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.899999999999999,4.379785770484056,4.350964568050909,0.02882120243314823,-0.011620498185481252
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508799999999997,4.285201365117521,4.307041733494979,-0.021840368377459285,-0.0217309233401384
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.129999999999996,4.2445470678661605,4.290901072174579,-0.04635400430841763,-0.021703562080808397
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.139999999999996,4.265373807478191,4.303773157948545,-0.038399350470354136,-0.015540951523905867
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.1599999999999975,4.288169045201498,4.316875010584429,-0.02870596538293046,-0.009826351787293797
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.1999999999999975,4.311472507965408,4.329425011431184,-0.017952503465775926,-0.005106448388384628
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264099999999998,4.331740236686391,4.339779012345678,-0.008038775659287012,-0.0018949346190368032
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.324999999999998,4.344038461538462,4.345833333333333,-0.0017948717948712554,-0.0003589743589742511
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347499999999998,4.3475,4.3475,0.0,0.0
