Symbol,Date,Open,High,Low,Close,Volume,ARPO SMA,ARPO spanTwelveEMA,ARPO spanTwntySixEMA,ARPO_x,ARPO_y
ARPO,2021-01-14,1.2,1.22,1.18,1.22,245106,1.22,1.1331472519580277,1.245554695753262,-0.11240744379523447,-0.17180119923916198
ARPO,2021-01-13,1.2,1.21,1.19,1.1911,181164,1.1911000000000005,1.1173558432231234,1.2475990714135228,-0.13024322819039935,-0.18664963810014393
ARPO,2021-01-12,1.18,1.23,1.16,1.1719,631346,1.1719000000000004,1.1039478147182369,1.2521189971266045,-0.1481711824083678,-0.20075124057758006
ARPO,2021-01-11,1.12,1.12,1.1,1.115,232108,1.1150000000000002,1.0915928719397343,1.2585365168967328,-0.16694364495699854,-0.21389625511988317
ARPO,2021-01-08,1.14,1.14,1.1,1.11,139041,1.1100000000000003,1.0873370304742314,1.2700194382484715,-0.18268240777424016,-0.2256344076606043
ARPO,2021-01-07,1.12,1.12,1.08,1.0869,189547,1.0869000000000002,1.083216490560455,1.2828209933083492,-0.19960450274789387,-0.2363724076321953
ARPO,2021-01-06,1.1331,1.19,1.1,1.1002,1251794,1.1002,1.0825467615714472,1.2984946727730171,-0.21594791120156984,-0.2455643838532706
ARPO,2021-01-05,1.04,1.06,1.02,1.0484,260317,1.0484,1.0793370818571648,1.3143582465948584,-0.23502116473769366,-0.25296850201619575
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.0849620058311948,1.335634906322447,-0.25067290049125224,-0.25745533633582124
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.104064188709594,1.364093698828243,-0.2600295101186492,-0.2591509452969635
ARPO,2020-12-31,1.0,1.0,0.9602,0.977999,203918,0.9779989999999998,1.1266394957477022,1.3948291947345026,-0.2681896989868007,-0.2589313040915421
ARPO,2020-12-30,0.9696,0.9874,0.9681,0.975,93829,0.9749999999999998,1.1536650404291025,1.4281756103132628,-0.27451056988416034,-0.2566167053677275
ARPO,2020-12-29,1.01,1.02,1.01,1.02,238596,1.0199999999999996,1.186149593234394,1.464429659138324,-0.27828006590392995,-0.25214323923861925
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999994,1.2163586101861021,1.4999840318693898,-0.28362542168328786,-0.24560903257229155
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999996,1.2466056302199384,1.5359827544189408,-0.28937712419900263,-0.2361049352945425
ARPO,2020-12-24,1.09,1.09,1.05,1.06,151257,1.0599999999999994,1.2823521084417453,1.5748613747724565,-0.2925092663307112,-0.22278688806842747
ARPO,2020-12-23,1.03,1.04,1.01,1.0242,209658,1.0241999999999991,1.3227797645220625,1.616050284754253,-0.2932705202321906,-0.20535629350285653
ARPO,2020-12-22,1.05,1.06,1.02,1.0246,312686,1.024599999999999,1.3770669944351648,1.6633983075345933,-0.2863313130994285,-0.18337773682052302
ARPO,2020-12-21,1.0,1.05,1.0,1.04,1972281,1.0399999999999991,1.4411519025142856,1.7145021721373606,-0.27335026962307496,-0.15763934275079663
ARPO,2020-12-18,1.0,1.025,1.0,1.0116,339634,1.0115999999999992,1.5140886120623376,1.7684623459083495,-0.2543737338460119,-0.12871161103272705
ARPO,2020-12-17,1.04,1.05,1.04,1.04,201977,1.0399999999999991,1.6054501778918535,1.8290113335810172,-0.2235611556891639,-0.0972960803294058
ARPO,2020-12-16,1.08,1.08,1.02,1.0389,1228446,1.038899999999999,1.708259301144918,1.8921322402674992,-0.18387293912258107,-0.06572981148946633
ARPO,2020-12-15,1.21,1.2102,1.13,1.13,921354,1.129999999999999,1.829960992262176,1.960390819488899,-0.13042982722672347,-0.03619402958118764
ARPO,2020-12-14,1.22,1.25,1.13,1.1402,5609212,1.1401999999999992,1.9572266272189351,2.026822085048011,-0.06959545782907606,-0.012635080169803787
ARPO,2020-12-11,2.13,2.2640000000000002,2.1,2.1909,251774,2.190899999999999,2.105776923076923,2.097751851851852,0.008025071225071123,0.0016050142450142247
ARPO,2020-12-10,1.99,2.1,1.98,2.0903,301044,2.090299999999999,2.0903,2.0903,0.0,0.0
