Symbol,Date,Open,High,Low,Close,Volume,CASI SMA,CASI spanTwelveEMA,CASI spanTwntySixEMA,CASI_x,CASI_y
CASI,2021-01-14,3.3,3.3,3.23,3.245,81263,3.245,2.9784214507100915,2.8312783052266624,0.14714314548343,0.13214449823554786
CASI,2021-01-13,2.98,3.18,2.93,3.17,215081,3.17,2.9299526235664723,2.7981805696447952,0.13177205392167754,0.12839483642357755
CASI,2021-01-12,3.0,3.02,2.97,2.99,10150,2.99,2.8863076460331034,2.768435015216378,0.11787263081672572,0.12755053204905265
CASI,2021-01-11,2.93,2.99,2.89,2.99,50829,2.99,2.8674544907663955,2.7507098164336883,0.1167446743327072,0.1299700073571345
CASI,2021-01-08,2.81,2.9,2.8,2.875,181667,2.875,2.8451734890875584,2.731566601748383,0.11360688733917534,0.1332763406132413
CASI,2021-01-07,2.81,2.87,2.795,2.8,29638,2.8,2.8397504871034784,2.720091929888254,0.119658557215224,0.1381937039317578
CASI,2021-01-06,2.81,2.89,2.8086,2.86,26650,2.8600000000000003,2.84697784839502,2.7136992842793144,0.1332785641157055,0.14282749061089114
CASI,2021-01-05,2.84,2.86,2.83,2.83,9623,2.8300000000000005,2.8446101844668417,2.7019952270216594,0.14261495744518227,0.14521472223468754
CASI,2021-01-04,3.0,3.03,2.91,2.98,38429,2.9800000000000004,2.8472665816426312,2.691754845183392,0.15551173645923955,0.14586466343206383
CASI,2021-01-04,3.0,3.03,2.91,2.98,38429,2.9800000000000013,2.8231332328503833,2.668695232798062,0.15443800005232022,0.14345289517527002
CASI,2020-12-31,3.03,3.08,2.83,2.83,81968,2.8300000000000005,2.7946120024595427,2.6437908514219077,0.15082115103763585,0.14070661895600725
CASI,2020-12-30,2.77,2.83,2.77,2.83,5651,2.83,2.7881778210885506,2.6288941195356594,0.15928370155289162,0.13817798593560032
CASI,2020-12-29,2.94,2.94,2.77,2.8,31586,2.8,2.7805737885591966,2.6128056490985117,0.16776813946068492,0.13290155703127762
CASI,2020-12-28,2.97,3.0,2.9301,2.95,28621,2.95,2.7770417501154148,2.597830101026393,0.17921164908902165,0.12418491142392579
CASI,2020-12-28,2.97,3.0,2.9301,2.95,28621,2.95,2.7455947955909448,2.569656509108505,0.17593828648243992,0.11042822700765181
CASI,2020-12-24,3.08,3.09,2.97,3.005,35616,3.005,2.7084302129711157,2.5392290298371853,0.16920118313393084,0.09405071213895477
CASI,2020-12-23,3.14,3.21,3.03,3.095,218936,3.095,2.65450843351132,2.50196735222416,0.15254108128715949,0.07526309439021087
CASI,2020-12-22,2.9,2.95,2.83,2.86,39378,2.86,2.574419057786105,2.454524740402093,0.1198943173840119,0.05594359766597359
CASI,2020-12-21,2.86,3.09,2.85,3.05,306865,3.0500000000000003,2.522495250110852,2.4220867196342604,0.10040853047659136,0.03995591773646401
CASI,2020-12-18,2.71,2.71,2.59,2.6197,183958,2.619700000000001,2.426585295585552,2.3718536572050013,0.054731638380550514,0.024842764551432056
CASI,2020-12-17,2.61,2.65,2.52,2.57,43912,2.5700000000000003,2.3914735311465614,2.352025949781402,0.03944758136515958,0.017370546094152443
CASI,2020-12-16,2.52,2.5265,2.37,2.37,54561,2.370000000000001,2.3590141731732093,2.3345880257639138,0.02442614740929505,0.011851287276400658
CASI,2020-12-15,2.47,2.5,2.4,2.41,19626,2.410000000000001,2.357016750113792,2.3317550678250267,0.025261682288765464,0.008707572243176948
CASI,2020-12-14,2.8,2.8,2.55,2.5678,125316,2.567800000000001,2.347383431952663,2.325495473251029,0.02188795870163407,0.004569044731779819
CASI,2020-12-11,2.31,2.34,2.3001,2.32,18431,2.3200000000000003,2.3073076923076927,2.3061111111111114,0.0011965811965812811,0.00023931623931625624
CASI,2020-12-10,2.31,2.32,2.2867,2.305,15248,2.305,2.305,2.305,0.0,0.0
