Symbol,Date,Open,High,Low,Close,Volume,AGE SMA,AGE spanTwelveEMA,AGE spanTwntySixEMA,AGE_x,AGE_y
AGE,2020-08-06,1.31,1.5198,1.25,1.51,273929,1.51,1.51,1.51,0.0,0.0
AGE,2020-08-05,1.41,1.49,1.31,1.3672,604972,1.3672000000000002,1.4880307692307693,1.4994222222222222,-0.011391452991452944,-0.002278290598290589
AGE,2020-08-04,1.1,1.11,1.1,1.1,23903,1.1,1.4283337278106507,1.469835390946502,-0.04150166313585113,-0.010122965105802698
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999998,1.3732054619936276,1.4402179545800946,-0.06701249258646702,-0.021500870601935562
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.3265584678407618,1.412794402388977,-0.08623593454821488,-0.034447883391191425
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.2870879343267985,1.387402224434238,-0.10031429010743942,-0.04762116473444103
AGE,2020-07-31,1.09,1.12,1.09,1.1,12559,1.1,1.2583051751995988,1.3661131707724423,-0.1078079955728437,-0.05965853090212157
AGE,2020-07-30,1.2,1.2,1.1,1.11,71767,1.11,1.2354889943996603,1.3471418247892986,-0.11165283038963802,-0.07005739079962486
AGE,2020-07-29,1.23,1.29,1.23,1.23,13625,1.2299999999999998,1.2346445337227898,1.338464652582684,-0.10382011885989416,-0.07680993641167873
AGE,2020-07-28,1.27,1.27,1.23,1.26,27372,1.2599999999999998,1.2385453746885144,1.3326524560950777,-0.0941070814065632,-0.08026936541065563
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.2510768555056662,1.3317152371250718,-0.08063838161940562,-0.08034316865240564
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.2616804161971025,1.3308474417824738,-0.06916702558537158,-0.07810794003899883
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.2706526598590866,1.3300439275763647,-0.0593912677172781,-0.07436460557465469
AGE,2020-07-24,1.34,1.4499,1.33,1.35,58225,1.35,1.2828599429576886,1.3315221551633007,-0.048662212205612176,-0.06922412690084619
AGE,2020-07-23,1.35,1.45,1.35,1.435,67931,1.435,1.3062661055795828,1.33918718070676,-0.032921075127177124,-0.061963516546112374
AGE,2020-07-22,1.34,1.43,1.3,1.3185,137752,1.3184999999999998,1.3081482431827238,1.3376547969507036,-0.029506553767979726,-0.055472123990485844
AGE,2020-07-21,1.25,1.52,1.2,1.38,558092,1.3799999999999997,1.3192023596161508,1.3407914786580588,-0.021589119041907967,-0.04869552300077028
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.265248304290589,1.3132144061648694,-0.0479661018742803,-0.04854963877547229
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.2195948728612678,1.2876800797822865,-0.06808520692101871,-0.05245675240458158
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.1809650462672263,1.2640371849835987,-0.0830721387163722,-0.05857982966693971
AGE,2020-07-17,1.05,1.06,1.0201,1.03,24613,1.0299999999999998,1.1577396545338072,1.2467010972070358,-0.08896144267322881,-0.06465615226819754
AGE,2020-07-16,0.9377,1.0139,0.92,0.98,161622,0.9799999999999998,1.1303950922978363,1.226945460376885,-0.09655036807904847,-0.07103499543036773
AGE,2020-07-15,0.9,0.91495,0.89,0.9020100000000001,3844,0.9020099999999998,1.0952589242520157,1.2028761670156345,-0.1076172427636186,-0.07835144489701791
AGE,2020-07-14,0.9123,0.9558,0.88,0.888,8476,0.8879999999999996,1.0633729359055517,1.1795520064959577,-0.11617907059040598,-0.08591697003569554
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0413155611508516,1.1603259319407015,-0.11901037078985,-0.09253565018652644
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0226516286661052,1.1425240110562052,-0.1198723823901,-0.09800299662724116
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0068590704097813,1.1260407509779675,-0.11918168056818645,-0.10223873341543023
AGE,2020-07-10,0.9,0.9059999999999999,0.88,0.8802,44535,0.8801999999999995,0.9873730595775072,1.1078303249795998,-0.12045726540209255,-0.10588243981276271
AGE,2020-07-09,0.8809999999999999,0.9,0.88,0.8902,31225,0.8901999999999995,0.9724233581040445,1.0917095601662958,-0.1192862020622516,-0.10856319226266051
AGE,2020-07-08,0.91,0.9299,0.8901100000000001,0.92,3883,0.9199999999999996,0.9643582260880376,1.0789903334873108,-0.11463210739927332,-0.10977697528998306
AGE,2020-07-07,0.88,0.9079999999999999,0.88,0.9053,7652,0.9052999999999994,0.9552723451514163,1.066124382858621,-0.11085203770720486,-0.10999198777342743
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9490765997435062,1.054929984128353,-0.10585338438484683,-0.10916426709571132
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9438340459368131,1.0445648001188454,-0.10073075418203248,-0.10747756451297556
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9393980388696108,1.0349674075174495,-0.0955693686478386,-0.10509592533994819
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9356444944281324,1.0260809328865272,-0.09043643845839487,-0.10216402796363752
AGE,2020-07-02,0.87,0.88,0.8590000000000001,0.88,7390,0.8799999999999994,0.9270838029776504,1.0152601230430809,-0.08817632006543041,-0.0993664863839961
AGE,2020-07-01,0.95,0.95,0.9499,0.9499,1791,0.9498999999999994,0.9305939871349351,1.0104186324472972,-0.07982464531236222,-0.09545811816966933
AGE,2020-06-30,1.04,1.04,0.96,0.9601,35370,0.9600999999999992,0.9351333737295604,1.00669132634009,-0.07155795261052966,-0.09067808505784139
AGE,2020-06-29,1.05,1.05,0.96,0.9702,39320,0.9701999999999992,0.9405282393096278,1.003988265129713,-0.06346002582008492,-0.0852344732102901
AGE,2020-06-29,1.05,1.05,0.96,0.9702,39320,0.9701999999999992,0.9450931255696852,1.0014854306756602,-0.05639230510597493,-0.07946603958942708
AGE,2020-06-29,1.05,1.05,0.96,0.9702,39320,0.9701999999999992,0.9489557216358876,0.999167991366352,-0.05021226973046456,-0.07361528561763458
AGE,2020-06-26,0.94,0.98,0.91,0.9751,35900,0.9750999999999992,0.9529779183072892,0.9973851771910668,-0.04440725888377739,-0.06777368027086314
AGE,2020-06-25,0.86,0.8647,0.84,0.8402,25799,0.8401999999999993,0.9356274693369372,0.9857418307324692,-0.05011436139553205,-0.06424181649579692
AGE,2020-06-24,0.84,0.86,0.82,0.82,45833,0.8199999999999993,0.9178386279004852,0.9734646580856195,-0.055626030185134345,-0.06251865923366441
