Symbol,Date,Open,High,Low,Close,Volume,ENZN SMA,ENZN spanTwelveEMA,ENZN spanTwntySixEMA,ENZN_x,ENZN_y
ENZN,2020-07-24,0.1711,0.1746,0.1711,0.172,26394,0.1720000000000001,0.18043696975490048,0.18434299672461169,-0.003906026969711207,-0.0025041016526766904
ENZN,2020-07-23,0.171,0.171,0.171,0.171,310,0.1710000000000001,0.17898512825414656,0.18335462659686266,-0.004369498342716105,-0.0028771809906845735
ENZN,2020-07-22,0.1725,0.1725,0.1725,0.1725,200,0.17250000000000007,0.17798741621504707,0.18255058018228024,-0.004563163967233164,-0.0032143775859942913
ENZN,2020-07-21,0.179405,0.179405,0.1702,0.1702,1100,0.17020000000000007,0.1767893521819629,0.1816357223910002,-0.004846370209037304,-0.003540776110602894
ENZN,2020-07-20,0.163,0.163,0.163,0.163,111,0.16300000000000006,0.17466791338473786,0.18025529851018535,-0.005587385125447542,-0.003950097913571824
ENZN,2020-07-20,0.163,0.163,0.163,0.163,111,0.16300000000000006,0.17287284978708586,0.17897712825017165,-0.006104278463085783,-0.004380934023474616
ENZN,2020-07-20,0.163,0.163,0.163,0.163,111,0.16300000000000006,0.1713539498198419,0.17779363726867745,-0.006439687448835552,-0.004792684708546804
ENZN,2020-07-17,0.16425,0.16425,0.1635,0.1635,250,0.16350000000000006,0.17014564984755853,0.17673484932284947,-0.0065891994752909355,-0.0051519876618956306
ENZN,2020-07-16,0.1715,0.1715,0.1637,0.1637,1760,0.16370000000000004,0.16915401140947262,0.17576930492856432,-0.0066152935190917075,-0.005444648833334846
ENZN,2020-07-15,0.162,0.162,0.162,0.162,453,0.16200000000000006,0.16805339426955376,0.17474935641533734,-0.0066959621457835785,-0.005694911495824593
ENZN,2020-07-14,0.17,0.17,0.17,0.17,300,0.17000000000000007,0.1683528720742378,0.17439755223642348,-0.006044680162185678,-0.00576486522909681
ENZN,2020-07-13,0.162,0.162,0.162,0.162,580,0.16200000000000006,0.1673755071397397,0.17347921503372546,-0.00610370789398576,-0.0058326337620746
ENZN,2020-07-13,0.162,0.162,0.162,0.162,580,0.16200000000000006,0.1665485060413182,0.17262890280900506,-0.0060803967676868464,-0.00588218636319705
ENZN,2020-07-13,0.162,0.162,0.162,0.162,580,0.16200000000000006,0.16584873588111546,0.1718415766750047,-0.005992840793889259,-0.0059043172493354916
ENZN,2020-07-10,0.1651,0.1651,0.165,0.165,6650,0.16500000000000006,0.1657181611301746,0.17133479321759693,-0.00561663208742233,-0.0058467802169528595
ENZN,2020-07-09,0.1689,0.1689,0.1689,0.1689,3672,0.16890000000000008,0.16620767480245546,0.1711544381644416,-0.004946763361986156,-0.0056667768459595196
ENZN,2020-07-08,0.17,0.17,0.1695,0.1695,19504,0.1695000000000001,0.16671418637130844,0.1710318871892978,-0.004317700817989351,-0.005396961640365486
ENZN,2020-07-07,0.166,0.1678,0.161,0.1678,6444,0.1678000000000001,0.16688123462187635,0.1707924881382387,-0.0039112535163623174,-0.005099820015564853
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.16805335237235694,0.1710671186465173,-0.003013766274160362,-0.004682609267283954
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.16904514431507126,0.17132140615418268,-0.002276261839111421,-0.004201339781649448
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.16988435288198336,0.17155685755016914,-0.0016725046681857758,-0.003695572758956714
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.1705944524386013,0.17177486810200845,-0.0011804156634071528,-0.0031925413398468023
ENZN,2020-07-02,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,1000,0.17600000000000005,0.17142607514035496,0.17208784083519302,-0.0006617656948380567,-0.0026863862108450535
ENZN,2020-07-01,0.17338,0.1778,0.171,0.1744,2000,0.17440000000000005,0.17188360204183886,0.17225911188443802,-0.00037550984259915316,-0.0022242109371958733
ENZN,2020-06-30,0.171,0.1778,0.171,0.171,3500,0.17100000000000004,0.17174766326617133,0.1721658443374426,-0.0004181810712712564,-0.00186300496401095
ENZN,2020-06-29,0.1778,0.1778,0.1778,0.1778,1000,0.17780000000000004,0.17267879199445269,0.17258318920133572,9.560279311696118e-05,-0.0014712834125853679
ENZN,2020-06-29,0.1778,0.1778,0.1778,0.1778,1000,0.1778,0.1734666701491523,0.1729696196308664,0.0004970505182858853,-0.0010776166264111172
ENZN,2020-06-29,0.1778,0.1778,0.1778,0.1778,1000,0.1778,0.17413333628005195,0.17332742558413555,0.0008059106959164009,-0.0007009111619456136
ENZN,2020-06-26,0.17402,0.17402,0.17402,0.17402,750,0.17402,0.17411589992927473,0.1733787273927181,0.0007371725365566406,-0.0004132944222451628
ENZN,2020-06-25,0.1778,0.1778,0.1778,0.1778,2600,0.1778,0.17468268455554015,0.17370622906733155,0.0009764554882085996,-0.0001353444401544103
ENZN,2020-06-24,0.1778,0.1778,0.1724,0.1778,4177,0.1778,0.17516227154699548,0.1740094713586403,0.0011528001883551742,0.0001222844855475066
