Symbol,Date,Open,High,Low,Close,Volume,ENZN SMA,ENZN spanTwelveEMA,ENZN spanTwntySixEMA,ENZN_x,ENZN_y
ENZN,2020-08-06,0.19,0.19,0.19,0.19,2600,0.19,0.19,0.19,0.0,0.0
ENZN,2020-08-05,0.19,0.19899999999999998,0.19,0.19899999999999998,180600,0.199,0.19138461538461535,0.19066666666666668,0.0007179487179486965,0.0001435897435897393
ENZN,2020-08-04,0.172,0.172,0.172,0.172,360,0.172,0.1884023668639053,0.189283950617284,-0.0008815837533786842,-6.144495580394542e-05
ENZN,2020-08-03,0.2,0.2,0.2,0.2,5060,0.2,0.19018661811561216,0.1900777320530407,0.0001088860625714505,-2.737875212886624e-05
ENZN,2020-08-03,0.2,0.2,0.2,0.2,5060,0.2,0.19169636917474875,0.1908127148639266,0.0008836543108221572,0.00015482786046133845
ENZN,2020-08-03,0.2,0.2,0.2,0.2,5060,0.2,0.192973850840172,0.19149325450363566,0.0014805963365362995,0.00041998155567633073
ENZN,2020-07-31,0.1748,0.18062999999999999,0.1748,0.18062999999999999,86159,0.18063,0.19107479686476087,0.1906885689848479,0.0003862278799130203,0.00041323082052366865
ENZN,2020-07-30,0.175,0.175,0.175,0.175,100,0.17500000000000002,0.18860175119325925,0.18952645276374805,-0.0009247015704888226,0.00014564434232117038
ENZN,2020-07-29,0.17,0.1749,0.17,0.17,505,0.17000000000000004,0.1857399433173732,0.18808004885532228,-0.0023401055379490827,-0.00035150563373288025
ENZN,2020-07-28,0.17,0.17,0.17,0.17,1500,0.17000000000000007,0.18331841357623888,0.18674078597715027,-0.0034223724009113947,-0.0009656789871685832
ENZN,2020-07-27,0.1799,0.1799,0.1799,0.1799,1072,0.1799000000000001,0.18279250379527906,0.186234061089954,-0.003441557294674935,-0.0014608546486698537
ENZN,2020-07-27,0.1799,0.1799,0.1799,0.1799,1072,0.17990000000000012,0.18234750321139,0.18576487137958705,-0.0034173681681970713,-0.0018521573525752974
ENZN,2020-07-27,0.1799,0.1799,0.1799,0.1799,1072,0.17990000000000012,0.18197096425579148,0.1853304364625806,-0.003359472206789116,-0.002153620323418061
