Symbol,Date,Open,High,Low,Close,Volume,ENKS SMA,ENKS spanTwelveEMA,ENKS spanTwntySixEMA,ENKS_x,ENKS_y
ENKS,2020-08-06,0.111,0.111,0.095,0.095,30000,0.095,0.095,0.095,0.0,0.0
ENKS,2020-08-05,0.1425,0.149,0.12,0.14,197433,0.14,0.10192307692307692,0.09833333333333333,0.0035897435897435936,0.0007179487179487188
ENKS,2020-08-04,0.1029,0.1029,0.096,0.096,2550,0.096,0.10101183431952662,0.0981604938271605,0.0028513404923661283,0.0011446270728322006
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08399999999999999,0.09839462903959943,0.09711156835848196,0.0012830606811174985,0.0011723137944892603
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08399999999999998,0.09618007072581493,0.09614034107266847,3.9729653146441946e-05,0.0009457969662206966
ENKS,2020-08-03,0.084,0.084,0.0835,0.084,104300,0.08399999999999998,0.09430621369107416,0.0952410565487671,-0.0009348428576929496,0.0005696690014379674
ENKS,2020-07-31,0.075,0.08,0.0711,0.075,224100,0.07499999999999997,0.09133602696937043,0.0937417190266362,-0.0024056920572657625,-2.5403210302778515e-05
ENKS,2020-07-30,0.1,0.1,0.1,0.1,5000,0.1,0.0926689458971596,0.09420529539503353,-0.001536349497873915,-0.00032759246781700587
ENKS,2020-07-29,0.0886,0.0886,0.0886,0.0886,5500,0.08859999999999997,0.09204295422067353,0.09379008832873477,-0.0017471341080612381,-0.0006115007958658523
ENKS,2020-07-28,0.085,0.085,0.085,0.085,1000,0.08499999999999998,0.09095942280210836,0.0931389706747544,-0.0021795478726460427,-0.0009251102112218905
ENKS,2020-07-27,0.08,0.08,0.075,0.075,713000,0.07499999999999997,0.08850412698639938,0.09179534321736517,-0.0032912162309658016,-0.0013983314151706726
ENKS,2020-07-27,0.08,0.08,0.075,0.075,713000,0.07499999999999997,0.08642656898849177,0.09055124371978256,-0.004124674731290787,-0.0019436000783946954
ENKS,2020-07-27,0.08,0.08,0.075,0.075,713000,0.07499999999999997,0.08466863529795457,0.08939929974053941,-0.0047306644425848254,-0.0025010129512327214
ENKS,2020-07-24,0.08,0.08,0.078,0.078,600000,0.07799999999999997,0.08364269140596156,0.08855490716716613,-0.004912215761204569,-0.002983253513227091
ENKS,2020-07-23,0.075,0.0799,0.075,0.0799,54200,0.07989999999999997,0.08306689272812133,0.08791380293256124,-0.004846910204439918,-0.0033559848514696563
ENKS,2020-07-22,0.07,0.075,0.07,0.07,247000,0.06999999999999998,0.08105660153917958,0.08658685456718633,-0.005530253028006762,-0.0037908384867770778
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09399999999999996,0.08304789361007503,0.08713597645109845,-0.004088082841023424,-0.0038502873576263474
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09399999999999996,0.08473283305467888,0.08764442263990598,-0.002911589585227095,-0.003662547803146497
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09399999999999996,0.08615855104626674,0.08811520614806109,-0.0019566551017943523,-0.0033213692628760684
ENKS,2020-07-21,0.094,0.094,0.094,0.094,13244,0.09399999999999996,0.08736492780837954,0.08855111680376028,-0.001186188995380727,-0.0028943332093770003
ENKS,2020-07-17,0.076,0.095,0.076,0.094,21200,0.09399999999999996,0.08838570814555191,0.08895473778125951,-0.0005690296357075962,-0.0024292724946431195
ENKS,2020-07-16,0.083,0.09,0.0679,0.0679,856200,0.06789999999999999,0.08523406073854392,0.08739512757524029,-0.002161066836696368,-0.0023756313630537693
ENKS,2020-07-15,0.06,0.06,0.06,0.06,85000,0.05999999999999999,0.08135189754799871,0.08536585886596322,-0.004013961317964526,-0.0027032973540359207
ENKS,2020-07-14,0.081,0.081,0.081,0.081,10000,0.08099999999999999,0.08129775946369122,0.08504246191292893,-0.0037447024492377047,-0.0029115783730762775
ENKS,2020-07-13,0.075,0.08,0.075,0.08,86500,0.07999999999999997,0.08109810416158489,0.08466894621567495,-0.003570842054090056,-0.0030434311092790334
ENKS,2020-07-13,0.075,0.08,0.075,0.08,86500,0.07999999999999997,0.0809291650598026,0.08432309834784718,-0.003393933288044576,-0.003113531545032142
ENKS,2020-07-13,0.075,0.08,0.075,0.08,86500,0.07999999999999997,0.08078621658906375,0.08400286884059925,-0.003216652251535501,-0.003134155686332814
ENKS,2020-07-10,0.09,0.09,0.09,0.09,4088,0.08999999999999997,0.08220372172920777,0.08444710077833265,-0.002243379049124861,-0.0029560003588912235
ENKS,2020-07-09,0.0973,0.0973,0.0973,0.0973,500,0.09729999999999996,0.08452622607856045,0.08539916738734504,-0.0008729413087845973,-0.0025393885488698984
ENKS,2020-07-08,0.087,0.087,0.087,0.087,10000,0.08699999999999998,0.08490680668185882,0.08551774758087505,-0.000610940899016213,-0.0021536990188991616
ENKS,2020-07-07,0.09,0.09,0.08900000000000001,0.08900000000000001,30394,0.08900000000000001,0.08553652873080364,0.08577569220451392,-0.00023916347371029376,-0.0017707919098613881
ENKS,2020-07-06,0.1145,0.1145,0.1145,0.1145,300,0.1145,0.08999244738760308,0.08790341870788328,0.002089028679719801,-0.0009988277919451504
ENKS,2020-07-06,0.1145,0.1145,0.1145,0.1145,300,0.1145,0.0937628400972026,0.08987353584063268,0.003889304256569942,-2.1201382242131816e-05
ENKS,2020-07-06,0.1145,0.1145,0.1145,0.1145,300,0.1145,0.09695317238994068,0.09169771837095617,0.005255454018984501,0.001034129698003195
ENKS,2020-07-06,0.1145,0.1145,0.1145,0.1145,300,0.1145,0.0996526843299498,0.09338677626940384,0.006265908060545944,0.0020804853705117445
ENKS,2020-07-02,0.115,0.115,0.115,0.115,10000,0.115,0.10201380981764982,0.09498775580500356,0.007026054012646249,0.0030695990989386456
ENKS,2020-07-01,0.105,0.12,0.105,0.12,14175,0.11999999999999998,0.10478091599954983,0.09684051463426256,0.007940401365287286,0.004043759552208374
ENKS,2020-06-30,0.125,0.125,0.125,0.125,10000,0.125,0.1078915443073114,0.09892640243913199,0.0089651418681794,0.005028036015402579
ENKS,2020-06-29,0.125,0.125,0.125,0.125,9500,0.125,0.11052361441387888,0.10085778003623334,0.009665834377645538,0.005955595687851171
ENKS,2020-06-29,0.125,0.125,0.125,0.125,9500,0.125,0.11275075065789752,0.10264609262614198,0.010104658031755531,0.006785408156632044
ENKS,2020-06-29,0.125,0.125,0.125,0.125,9500,0.125,0.11463525055668253,0.10430193761679812,0.01033331293988439,0.007494989113282514
ENKS,2020-06-26,0.1035,0.1035,0.1035,0.1035,5000,0.10349999999999998,0.11292213508642365,0.10424253483036863,0.00867960025605502,0.007731911341837016
ENKS,2020-06-25,0.095,0.095,0.095,0.095,10000,0.095,0.11016488353466616,0.1035579026207117,0.006606980913954465,0.007506925256260507
ENKS,2020-06-24,0.095,0.095,0.095,0.095,3000,0.095,0.1078318245293329,0.10292398390806637,0.004907840621266521,0.0069871083292617105
