Symbol,Date,Open,High,Low,Close,Volume,LADFF SMA,LADFF spanTwelveEMA,LADFF spanTwntySixEMA,LADFF_x,LADFF_y
LADFF,2020-08-06,0.0803,0.0803,0.0803,0.0803,3000,0.0803,0.0803,0.0803,0.0,0.0
LADFF,2020-08-05,0.0726,0.0726,0.069016,0.069016,108000,0.06901600000000001,0.078564,0.07946414814814813,-0.0009001481481481498,-0.00018002962962962996
LADFF,2020-08-04,0.0713,0.0713,0.0557,0.0557,100000,0.05570000000000001,0.07504646153846152,0.07770384087791495,-0.0026573793394534108,-0.0006754995715943862
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06000000000000001,0.07273162130177514,0.07639244525732865,-0.0036608239555535045,-0.00127256444838621
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06000000000000001,0.07077291033227127,0.07517819005308209,-0.004405279720810812,-0.0018991075028711305
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06000000000000001,0.06911553951192186,0.07405387967877973,-0.00493834016685786,-0.0025069540356684765
LADFF,2020-07-31,0.0629,0.0629,0.0598,0.0598,1700,0.05980000000000003,0.0676823795870108,0.07299803673961085,-0.005315657152600045,-0.00306869465905479
LADFF,2020-07-30,0.0676,0.0676,0.06426799999999999,0.06426799999999999,10000,0.06426800000000002,0.06715709041977838,0.07235136735149153,-0.0051942769317131635,-0.003493811113586465
LADFF,2020-07-29,0.0653,0.07115,0.0653,0.07115,14000,0.07115000000000005,0.06777138420135093,0.07226237717730698,-0.00449099297595605,-0.0036932474860603822
LADFF,2020-07-28,0.0717,0.0717,0.0717,0.0717,11305,0.07170000000000003,0.06837578663191232,0.07222071960861758,-0.0038449329767052533,-0.003723584584189357
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417000000000005,0.06772874253469505,0.07162437000797924,-0.0038956274732841883,-0.0037579931620083237
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417000000000006,0.0671812436832035,0.07107219445183262,-0.003890950768629123,-0.003784584683332484
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417000000000006,0.06671797542424912,0.07056092078873391,-0.00384294536448479,-0.0037962568195629453
LADFF,2020-07-24,0.0528,0.0528,0.0528,0.0528,5000,0.052800000000000055,0.06457674843590311,0.06924529702660548,-0.0046685485907023705,-0.00397071517379083
LADFF,2020-07-23,0.062,0.062,0.061,0.061,30000,0.06100000000000005,0.06402647944576417,0.06863453428389396,-0.004608054838129788,-0.004098183106658622
LADFF,2020-07-22,0.0635,0.0635,0.0635,0.0635,10000,0.06350000000000006,0.0639454826079543,0.06825419841101292,-0.004308715803058638,-0.004140289645938626
LADFF,2020-07-21,0.0675,0.0675,0.064,0.064,21725,0.06400000000000006,0.06395386989903826,0.06793907260278975,-0.003985202703751496,-0.0041092722575012
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000005,0.06296096683764775,0.06716580796554608,-0.004204841127898318,-0.004128386031580623
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000005,0.06212081809339425,0.06644982219032043,-0.004329004096926187,-0.004168509644649736
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05750000000000005,0.06140992300210282,0.06578687239844484,-0.004376949396342021,-0.004210197594988194
LADFF,2020-07-17,0.0552,0.0552,0.0533,0.0533,25000,0.053300000000000035,0.06016224254024085,0.06486191888744892,-0.004699676347208075,-0.0043080933454321705
LADFF,2020-07-16,0.047869999999999996,0.047869999999999996,0.047869999999999996,0.047869999999999996,1000,0.04787000000000004,0.058271128303280725,0.06360325822911937,-0.005332129925838654,-0.0045129006615134675
LADFF,2020-07-15,0.0552,0.0552,0.0552,0.0552,10000,0.05520000000000004,0.057798647025852926,0.06298079465659201,-0.005182147630739091,-0.0046467500553585925
LADFF,2020-07-14,0.062,0.062,0.058004999999999994,0.058004999999999994,20166,0.05800500000000002,0.05783039363726016,0.06261221727462223,-0.00478182363736207,-0.004673764771759288
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.051800000000000034,0.05690264076998936,0.061811312291316874,-0.004908671521327511,-0.004720746121672933
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.051800000000000034,0.05611761911306792,0.06106973360307118,-0.004952114490003254,-0.004767019795338997
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.051800000000000034,0.05545337001874978,0.06038308666951035,-0.004929716650760564,-0.00479955916642331
LADFF,2020-07-10,0.05,0.05,0.04824,0.04824,17000,0.04824000000000002,0.05434362078509597,0.059483598768065124,-0.005139977982969161,-0.00486764292973248
LADFF,2020-07-09,0.0525,0.0525,0.05,0.051,106000,0.05100000000000002,0.0538292175873889,0.05885518404450475,-0.005025966457115853,-0.0048993076352091556
LADFF,2020-07-08,0.0499,0.0499,0.0499,0.0499,5000,0.04990000000000002,0.05322472257394445,0.058191837078245136,-0.004967114504300693,-0.004912869009027464
LADFF,2020-07-07,0.0497,0.0497,0.0497,0.0497,10000,0.04970000000000002,0.052682457562568376,0.05756281210948624,-0.004880354546917869,-0.004906366116605545
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04000000000000003,0.05073131024525016,0.05626186306433912,-0.0055305528190889575,-0.005031203457102228
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04000000000000003,0.0490803394382886,0.055057280615128816,-0.005976941176840216,-0.005220351001049826
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04000000000000003,0.04768336414009036,0.05394192649548965,-0.006258562355399296,-0.00542799327191972
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.04000000000000003,0.04650130811853799,0.052909191199527465,-0.006407883080989461,-0.005623971233733669
