Symbol,Date,Open,High,Low,Close,Volume,IDCBF SMA,IDCBF spanTwelveEMA,IDCBF spanTwntySixEMA,IDCBF_x,IDCBF_y
IDCBF,2020-08-06,0.59,0.59,0.59,0.59,1000,0.59,0.59,0.59,0.0,0.0
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.6004680000000001,0.5916104615384615,0.5907754074074074,0.0008350541310541137,0.00016701082621082275
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5929731597633136,0.591493377229081,0.001479782534232532,0.00042956516781516457
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5941262121074191,0.592158164101001,0.0019680480064181442,0.0007372617355357605
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5951018717832007,0.5927737075009268,0.0023281642822738924,0.001055442244883387
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.5959274299704006,0.5933436550934508,0.0025837748769498288,0.0013611087712966754
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000001,0.5950155176672621,0.5930959769383803,0.0019195407288816746,0.0014727951628136751
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5942438995646062,0.5928666453133151,0.0013772542512910935,0.001453686980509159
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5935909919392821,0.5926543012160325,0.0009366907232496445,0.0013502877290572561
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.6190000000000001,0.5975000701024694,0.5946058344592893,0.002894235643180143,0.0016590773118818336
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6008077516251664,0.596412809684527,0.004394941940639385,0.0022062502376333443
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6036065590674485,0.5980859348930806,0.0055206241743679385,0.0028691250249802632
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6059747807493795,0.5996351249010005,0.006339655848379032,0.003563231189660017
IDCBF,2020-07-24,0.61,0.62,0.5953,0.62,9825,0.6199999999999999,0.6081325067879365,0.6011436341675931,0.0069888726203435345,0.004248359475796721
IDCBF,2020-07-23,0.65,0.65,0.65,0.65,1000,0.65,0.6145736595897924,0.6047626242292528,0.009811035360539622,0.005360894652745301
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.6150000000000001,0.6146392504221321,0.6055209483604193,0.009118302061712824,0.006112376134538806
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6146947503571887,0.6062231003337215,0.00847165002346717,0.00658423091232448
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6147417118406981,0.6068732410497422,0.007868470790955984,0.006841078888050781
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6147814484805908,0.6074752231942058,0.007306225286385026,0.00693410816771763
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6148150717912692,0.6080326140687091,0.006782457722560031,0.006903778078686111
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6148435222849201,0.6085487167302862,0.00629480555463391,0.006781983573875671
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6148675957795479,0.6090265895650798,0.005841006214468036,0.006593788101994144
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6148879656596175,0.609469064412111,0.005418901247506436,0.006358810731096603
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6149052017119839,0.6098787633445473,0.0050264383674367705,0.006092336258364636
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6149197860639866,0.6102581142079142,0.004661671856072358,0.0058062033779061805
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6149321266695271,0.610609365007328,0.004322761662199136,0.005509515034764772
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6149425687203691,0.6109345972290074,0.004007971491361673,0.005209206326084153
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000001,0.6203360196864661,0.6138283307675995,0.006507688918866661,0.005468902844640655
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000002,0.6248997089654713,0.6165077136737033,0.008391995291768041,0.006053521334066132
IDCBF,2020-07-08,0.629,0.629,0.629,0.629,300,0.6290000000000003,0.6255305229707835,0.6174330682163921,0.008097454754391498,0.006462308018131205
IDCBF,2020-07-07,0.67,0.67,0.67,0.67,20000,0.6700000000000004,0.6323719809752784,0.6213269150151777,0.011045065960100686,0.007378859606525101
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6381609069790817,0.6249323287177571,0.01322857826132462,0.008548803337485006
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6430592289822998,0.6282706747386639,0.0147885542436359,0.009796753518715185
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6472039629850229,0.6313617358691332,0.015842227115889673,0.011005848238150083
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6507110456027116,0.6342238295084567,0.016487216094254964,0.01210212180937106
IDCBF,2020-07-02,0.65,0.65,0.601,0.601,4000,0.6010000000000003,0.6430631924330638,0.6317628051004228,0.011300387332640938,0.011941774914025035
IDCBF,2020-07-01,0.61,0.61,0.61,0.61,4000,0.6100000000000003,0.6379765474433616,0.6301507454633545,0.007825801980007152,0.01111858032722146
IDCBF,2020-06-30,0.61,0.61,0.61,0.61,1000,0.6100000000000002,0.6336724632213061,0.6286580976512541,0.0050143655700518605,0.00989773737578754
IDCBF,2020-06-29,0.627,0.627,0.61,0.61,10000,0.6100000000000002,0.6300305458026435,0.6272760163437539,0.002754529458889654,0.008469095792407963
IDCBF,2020-06-29,0.627,0.627,0.61,0.61,10000,0.6100000000000002,0.6269489233714676,0.6259963114294017,0.0009526119420658619,0.006965799022339543
IDCBF,2020-06-29,0.627,0.627,0.61,0.61,10000,0.6100000000000002,0.6243413966989341,0.6248113994716683,-0.00047000277273423485,0.0054786386633247875
IDCBF,2020-06-26,0.61,0.61,0.61,0.61,359,0.6100000000000002,0.622135027976021,0.6237142587700633,-0.0015792307940422081,0.004067064771851388
IDCBF,2020-06-25,0.62,0.63,0.62,0.63,3000,0.6300000000000002,0.6233450236720177,0.62417986923154,-0.0008348455595222902,0.003086682705576652
IDCBF,2020-06-25,0.62,0.63,0.62,0.63,3000,0.6300000000000002,0.6243688661840151,0.6246109900292037,-0.0002421238451887353,0.002420921395423575
