Symbol,Date,Open,High,Low,Close,Volume,MRKR SMA,MRKR spanTwelveEMA,MRKR spanTwntySixEMA,MRKR_x,MRKR_y
MRKR,2021-02-10,3.175,3.2718,3.0,3.22,149574,3.22,2.441354629987537,2.1704276283031088,0.2709270016844281,0.12806582580509332
MRKR,2021-02-09,3.23,3.77,3.22,3.7,760244,3.7,2.299782744530725,2.0864618385673577,0.2133209059633674,0.09235053183525962
MRKR,2021-02-08,2.27,2.4423,2.23,2.43,217561,2.43,2.045197788990857,1.9573787856527465,0.08781900333811077,0.06210793830323266
MRKR,2021-02-05,2.18,2.18,2.1,2.14,93347,2.14,1.9752337506255584,1.9195690885049659,0.05566466212059229,0.05568017204451318
MRKR,2021-02-04,2.08,2.09,2.03,2.06,153233,2.06,1.945276250739296,1.9019346155853636,0.043341635153932856,0.05568404952549334
MRKR,2021-02-03,1.85,1.9434,1.85,1.93,41969,1.93,1.9244173872373496,1.8892893848321923,0.03512800240515745,0.05876965311838357
MRKR,2021-02-02,1.91,1.94,1.8501,1.8796,27235,1.8796,1.9234023667350495,1.886032535618768,0.037369831116282,0.06468006579669015
MRKR,2021-02-01,1.96,1.96,1.84,1.86,33584,1.8600000000000003,1.9313664334141496,1.886547138468269,0.04481929494588055,0.07150762446679229
MRKR,2021-01-29,1.9,1.9,1.81,1.84,17840,1.84,1.9443421485803585,1.8886709095457304,0.055671239034627895,0.07817970684702023
MRKR,2021-01-28,1.89,2.01,1.89,1.9,114063,1.9,1.9633134483222416,1.8925645823093888,0.07074886601285303,0.08380682380011827
MRKR,2021-01-27,1.98,1.9826,1.88,1.92,77516,1.9200000000000004,1.9748249843808312,1.89196974889414,0.08285523548669138,0.08707131324693462
MRKR,2021-01-26,2.03,2.03,1.99,2.02,19391,2.0200000000000005,1.984793163359164,1.889727328805671,0.09506583455349316,0.08812533268699549
MRKR,2021-01-25,2.03,2.05,2.02,2.0216,19133,2.0216000000000007,1.9783919203335576,1.8793055151101248,0.09908640522343283,0.08639020722037113
MRKR,2021-01-22,2.02,2.0262,1.974,2.0199,67434,2.0199000000000007,1.97053590584875,1.8679219563189349,0.10261394952981527,0.08321615771960571
MRKR,2021-01-21,2.27,2.27,2.05,2.0644,110988,2.064400000000001,1.961560616003068,1.8557637128244493,0.10579690317861877,0.07836670976705337
MRKR,2021-01-20,2.06,2.0646,2.01,2.05,37643,2.0500000000000007,1.942862546185444,1.8390728098504048,0.10378973633503884,0.07150916141416203
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.0200000000000005,1.923383009128252,1.8221986346384376,0.10118437448981464,0.0634390176839427
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036,2.020000000000001,1.9058162835152068,1.8063745254095127,0.09944175810569432,0.05400267848247475
MRKR,2021-01-15,2.14,2.18,2.13,2.14,77896,2.140000000000001,1.885055607790699,1.7892844874422738,0.09577112034842528,0.04264290857666991
MRKR,2021-01-14,2.1,2.18,2.08,2.12,124681,2.120000000000001,1.8387020819344624,1.7612272464376555,0.0774748354968069,0.029360855633731066
MRKR,2021-01-13,2.0896,2.14,2.0501,2.12,265878,2.120000000000002,1.7875570059225463,1.732525426152668,0.05503157976987838,0.01733236066796211
MRKR,2021-01-12,1.86,1.9,1.85,1.88,71200,1.8800000000000017,1.7271128251811911,1.7015274602448816,0.025585364936309585,0.007907555892483042
MRKR,2021-01-11,1.78,1.8039,1.76,1.785,86844,1.785000000000002,1.6993151570323168,1.6872496570644722,0.012065499967844671,0.003488103631526407
MRKR,2021-01-08,1.72,1.74,1.66,1.6998,23342,1.6998000000000018,1.6837360946745563,1.6794296296296298,0.004306465044926489,0.0013437545474468404
MRKR,2021-01-07,1.71,1.74,1.68,1.7128,81488,1.712800000000002,1.6808153846153848,1.6778000000000002,0.003015384615384642,0.0006030769230769284
MRKR,2021-01-06,1.71,1.7243,1.65,1.675,84867,1.675000000000002,1.675,1.675,0.0,0.0
