Symbol,Date,Open,High,Low,Close,Volume,SNCA SMA,SNCA spanTwelveEMA,SNCA spanTwntySixEMA,SNCA_x,SNCA_y
SNCA,2021-02-10,1.73,1.78,1.69,1.7301,397497,1.7301,1.5277437335651336,1.4137203019655489,0.11402343159958495,0.098234891427697
SNCA,2021-02-09,1.72,1.7505,1.675,1.72,374996,1.72,1.4909516851224307,1.3884099261227925,0.10254175899963824,0.09428775638472506
SNCA,2021-02-08,1.55,1.6,1.51,1.5586,750582,1.5586,1.4493065369628726,1.3618827202126158,0.08742381675025679,0.09222425573099675
SNCA,2021-02-05,1.46,1.47,1.43,1.4403,76423,1.4403,1.4294349982288497,1.346145337829625,0.08328966039922436,0.09342436547618174
SNCA,2021-02-04,1.5,1.5081,1.4,1.45,198426,1.45,1.4274595433613677,1.3386129648559952,0.08884657850537248,0.09595804174542101
SNCA,2021-02-03,1.53,1.56,1.48,1.5115,222545,1.5115,1.42336127851798,1.329702002044475,0.09365927647350493,0.09773590755543313
SNCA,2021-02-02,1.41,1.43,1.38,1.4,121569,1.4,1.40733605643034,1.3151581622080328,0.09217789422230704,0.0987550653259151
SNCA,2021-02-01,1.47,1.48,1.38,1.41,309941,1.41,1.4086698848722197,1.3083708151846756,0.1002990696875441,0.10039935810181705
SNCA,2021-01-29,1.53,1.5479,1.47,1.5,324986,1.5000000000000002,1.4084280457580778,1.3002404803994496,0.10818756535862817,0.10042443020538529
SNCA,2021-01-28,1.46,1.48,1.45,1.4539,453580,1.4539,1.3917785995322736,1.2842597188314056,0.107518880700868,0.09848364641707455
SNCA,2021-01-27,1.35,1.41,1.3,1.37,421254,1.37,1.3804837994472323,1.2706884963379181,0.1097953031093144,0.09622483784612616
SNCA,2021-01-26,1.65,1.65,1.52,1.61,526437,1.6100000000000003,1.3823899448012744,1.2627435760449512,0.11964636875632315,0.09283222153032915
SNCA,2021-01-25,1.47,1.49,1.42,1.4679,154051,1.4679000000000004,1.3410062984015063,1.2349630621285477,0.10604323627295886,0.08612868472383065
SNCA,2021-01-22,1.36,1.52,1.31,1.473,1889233,1.4730000000000003,1.317934716292689,1.2163281070988312,0.10160660919385812,0.08115004683654864
SNCA,2021-01-21,1.45,1.45,1.35,1.37,178421,1.3700000000000008,1.2897410283459056,1.1957943556667376,0.093946672679168,0.07603590624722133
SNCA,2021-01-20,1.33,1.34,1.28,1.29,419365,1.2900000000000011,1.2751484880451611,1.1818579041200763,0.0932905839250846,0.07155821463923465
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.2724482131442814,1.1732065364496826,0.09924167669459873,0.0661251223177721
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.253075160988696,1.1567430593656574,0.09633210162303874,0.05784598372356544
SNCA,2021-01-15,1.34,1.42,1.29,1.3801,771563,1.380100000000001,1.2301797357139137,1.1389625041149098,0.0912172315990034,0.04822445424869711
SNCA,2021-01-14,1.44,1.44,1.3624,1.3999,425806,1.3999000000000008,1.2029215058437157,1.1196715044441028,0.08325000139961293,0.03747625991112042
SNCA,2021-01-13,1.61,1.61,1.41,1.4533,2039508,1.4533000000000011,1.1671072341789368,1.097253224799631,0.06985400937930586,0.026032824538997294
SNCA,2021-01-12,1.3269,1.36,1.27,1.2772,560156,1.277200000000001,1.1150721858478343,1.0687694827836014,0.0463027030642329,0.015077528328920153
SNCA,2021-01-11,1.37,1.47,1.33,1.3999,1601618,1.3999000000000013,1.0855944014565315,1.0520950414062895,0.03349936005024201,0.007271234645091966
SNCA,2021-01-08,1.1,1.13,1.08,1.0802,343347,1.0802000000000012,1.0284479289940829,1.0242706447187928,0.004177284275290072,0.0007142032938044541
SNCA,2021-01-07,1.05,1.07,1.01,1.011,146916,1.011000000000001,1.0190384615384616,1.0197962962962963,-0.0007578347578347523,-0.00015156695156695046
SNCA,2021-01-06,1.08,1.08,1.02,1.0205,416703,1.0205000000000013,1.0205,1.0205,0.0,0.0
