Symbol,Date,Open,High,Low,Close,Volume,ADMP SMA,ADMP spanTwelveEMA,ADMP spanTwntySixEMA,ADMP_x,ADMP_y
ADMP,2021-02-10,1.66,1.69,1.52,1.5254,3474111,1.5254,1.305302575516929,1.1488660135265902,0.15643656199033873,0.15173736870486298
ADMP,2021-02-09,1.64,1.74,1.56,1.6189,7895862,1.6189000000000002,1.2652848619745525,1.1187432946087177,0.1465415673658348,0.15056257038349405
ADMP,2021-02-08,1.3,1.33,1.28,1.31,4142830,1.3100000000000005,1.20099120051538,1.0787307581774148,0.12226044233796518,0.15156782113790887
ADMP,2021-02-05,1.17,1.18,1.15,1.1501,1580392,1.1501000000000006,1.1811714187909037,1.0602292188316078,0.12094219995929545,0.1588946658378948
ADMP,2021-02-04,1.14,1.16,1.1381,1.15,2558850,1.1500000000000006,1.1868207676619769,1.0530395563381367,0.13378121132384013,0.1683827823075445
ADMP,2021-02-03,1.12,1.14,1.1,1.13,2204820,1.1300000000000003,1.1935154526914271,1.0452827208451876,0.14823273184623953,0.17703317505347058
ADMP,2021-02-02,1.12,1.12,1.06,1.0701,1821944,1.0701000000000005,1.2050637168171412,1.0385053385128027,0.1665583783043385,0.18423328585527834
ADMP,2021-02-01,1.17,1.18,1.1,1.1,2201396,1.1000000000000003,1.2296025744202577,1.0359777655938271,0.19362480882643074,0.18865201274301327
ADMP,2021-01-29,1.14,1.18,1.13,1.1701,6248565,1.1701,1.2531666788603044,1.0308559868413332,0.22231069201897147,0.18740881372215895
ADMP,2021-01-28,1.4011,1.6,1.37,1.5354,3540020,1.5354000000000003,1.2682697113803596,1.0197164657886395,0.2485532455917201,0.17868334414795586
ADMP,2021-01-27,1.43,1.43,1.25,1.3189,4820287,1.3189000000000002,1.2197005679949704,0.9784617830517308,0.2412387849432397,0.1612158687870148
ADMP,2021-01-26,1.74,1.8,1.68,1.6889,3748567,1.6889000000000003,1.2016643076304196,0.9512267256958692,0.2504375819345505,0.1412101397479586
ADMP,2021-01-25,1.73,1.75,1.59,1.5943,3793114,1.5943000000000007,1.1130759999268596,0.8922128637515387,0.22086313617532086,0.11390327920131063
ADMP,2021-01-22,2.33,2.34,1.87,1.915,55063467,1.9150000000000005,1.025580727186289,0.8360458928516619,0.1895348343346268,0.08716331495780807
ADMP,2021-01-21,1.18,1.23,1.1,1.1311,13148186,1.1311000000000004,0.8638681321292503,0.7497295642797949,0.11413856784945542,0.06157043511360333
ADMP,2021-01-20,1.028,1.34,0.9806,1.3189,27785714,1.3189000000000002,0.8152805197891141,0.7192199294221785,0.0960605903669356,0.0484284019296403
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,0.765007,0.723713341568953,0.6712455237759528,0.05246781779300014,0.03652035482031647
ADMP,2021-01-19,0.8,0.8,0.7506,0.765007,1136551,0.765007,0.7162054036723989,0.663744605678029,0.05246079799436998,0.03253348907714555
ADMP,2021-01-15,0.81,0.8372,0.7902,0.83,2366080,0.8299999999999998,0.7073323861582896,0.6556436141322712,0.0516887720260184,0.02755166184783945
ADMP,2021-01-14,0.78,0.84,0.76,0.8226,4217157,0.8225999999999999,0.685029183641615,0.6416951032628531,0.04333408037876208,0.02151738430329471
ADMP,2021-01-13,0.74,0.7698,0.74,0.750742,1025269,0.7507419999999998,0.6600163079400905,0.6272227115238812,0.03279359641620927,0.016063210284427892
ADMP,2021-01-12,0.7140000000000001,0.7140000000000001,0.691,0.7069,606819,0.7068999999999999,0.6435207275655614,0.6173411684457917,0.02617955911976977,0.011880613751482548
ADMP,2021-01-11,0.69,0.7168,0.6829999999999999,0.7026,1019963,0.7026,0.6319972234865726,0.6101764619214549,0.021820761565117586,0.008305877409410743
ADMP,2021-01-08,0.7047,0.7188,0.6799,0.6915,1025114,0.6914999999999999,0.6191603550295858,0.6027825788751714,0.01637777615441438,0.004927156370484003
ADMP,2021-01-07,0.6825,0.75,0.6825,0.7155,4425763,0.7155,0.6060076923076922,0.5956851851851852,0.01032250712250704,0.0020645014245014083
ADMP,2021-01-06,0.6024,0.6185,0.583,0.5861,808913,0.5861000000000001,0.5861,0.5861,0.0,0.0
