Symbol,Date,Open,High,Low,Close,Volume,ESGC SMA,ESGC spanTwelveEMA,ESGC spanTwntySixEMA,ESGC_x,ESGC_y
ESGC,2021-02-10,2.08,2.09,2.0301,2.08,459618,2.08,2.052807266069004,2.001195294646366,0.05161197142263774,0.0524412243205747
ESGC,2021-02-09,2.13,2.13,2.04,2.0922,1168506,2.0922,2.0478631326270045,1.9948909182180752,0.0529722144089293,0.05264853754505883
ESGC,2021-02-08,2.11,2.12,2.04,2.12,428766,2.12,2.0398018840137326,1.987106191675521,0.05269569233821159,0.0525676183290912
ESGC,2021-02-05,2.1,2.11,2.08,2.11,203226,2.1100000000000003,2.025220408379866,1.9764746870095624,0.048745721370303315,0.0525355998268111
ESGC,2021-02-04,2.07,2.0795,2.0,2.05,550203,2.0500000000000003,2.009805937176205,1.965792661970328,0.04401327520587728,0.05348306944093799
ESGC,2021-02-03,2.03,2.04,1.98,2.015,334357,2.015000000000001,2.002497925753697,1.959056074927954,0.04344185082574281,0.05585051799970322
ESGC,2021-02-02,2.0,2.045,1.99,2.0326,252574,2.032600000000001,2.0002248213452782,1.9545805609221905,0.045644260423087335,0.058952684793193315
ESGC,2021-02-01,1.95,2.0,1.93,1.9578,395200,1.9578000000000009,1.9943384252262375,1.9483390057959655,0.04599941943027197,0.062279790885719694
ESGC,2021-01-29,1.87,1.91,1.81,1.88,722532,1.880000000000001,2.000981775267372,1.947582126259643,0.05339964900772887,0.06634988374958162
ESGC,2021-01-28,2.09,2.09,2.01,2.02,334674,2.0200000000000014,2.0229784616796214,1.9529886963604144,0.06998976531920675,0.0695874424350448
ESGC,2021-01-27,2.01,2.04,1.98,2.04,412421,2.0400000000000014,2.023520000166825,1.947627792069248,0.07589220809757724,0.06948686171400426
ESGC,2021-01-26,2.14,2.14,2.03,2.1092,864372,2.1092000000000013,2.0205236365607937,1.940238015434788,0.0802856211260059,0.06788552511811101
ESGC,2021-01-25,2.05,2.105,2.02,2.08,520126,2.0800000000000014,2.0044006613900294,1.9267210566695712,0.07767960472045797,0.06478550111613733
ESGC,2021-01-22,2.08,2.08,2.02,2.04,309129,2.040000000000001,1.9906553270973069,1.9144587412031369,0.07619658589417022,0.0615619752150571
ESGC,2021-01-21,2.05,2.05,2.0,2.04,175149,2.040000000000001,1.9816835683877263,1.9044154404993876,0.07726812788833892,0.05790332254527888
ESGC,2021-01-20,2.04,2.07,2.02,2.03,263687,2.03,1.9710805808218583,1.8935686757393384,0.07751190508252015,0.05306212120951392
ESGC,2021-01-19,2.15,2.15,2.07,2.0774,544854,2.0774000000000004,1.9603679591531056,1.882654169798485,0.07771378935462027,0.04694967524126241
ESGC,2021-01-19,2.15,2.15,2.07,2.0774,544854,2.0774,1.939089406271852,1.867074503382364,0.07201490288948809,0.03925864671292289
ESGC,2021-01-15,2.17,2.2126,2.0774,2.106,808233,2.106,1.9139420255940076,1.8502484636529533,0.06369356194105412,0.031069582668781588
ESGC,2021-01-14,1.97,2.01,1.97,1.992,140491,1.992,1.8790223938838269,1.8297883407451896,0.04923405313863727,0.02291358785071339
ESGC,2021-01-13,2.06,2.08,1.99,1.99,275736,1.99,1.8584810109536132,1.8168114080048048,0.04166960294880862,0.01633347152873242
ESGC,2021-01-12,2.0,2.03,1.97,2.01,181553,2.01,1.834568467490634,1.802956320645189,0.03161214684544489,0.009999438673713425
ESGC,2021-01-11,1.93,1.94,1.885,1.915,189346,1.915,1.8026718252162042,1.7863928262968043,0.016278998919399656,0.004596261630780557
ESGC,2021-01-08,1.87,1.88,1.82,1.82,220621,1.8200000000000005,1.7822485207100591,1.7761042524005486,0.006144268309510537,0.0016755773086257265
ESGC,2021-01-07,1.77,1.82,1.74,1.805,248754,1.805,1.7753846153846151,1.7725925925925925,0.002792022792022841,0.0005584045584045239
ESGC,2021-01-06,1.72,1.785,1.72,1.77,241064,1.7700000000000002,1.77,1.77,0.0,0.0
