Symbol,Date,Open,High,Low,Close,Volume,PHAS SMA,PHAS spanTwelveEMA,PHAS spanTwntySixEMA,PHAS_x,PHAS_y
PHAS,2021-02-10,4.6,4.6899,4.5627,4.662,83245,4.662,4.258795247353453,4.132970263959075,0.1258249833943781,0.07733500782352953
PHAS,2021-02-09,4.46,4.5397,4.4088,4.53,19161,4.53,4.185485292326809,4.090647885075802,0.0948374072510072,0.0652125139308174
PHAS,2021-02-08,4.35,4.38,4.33,4.3503,61395,4.3503,4.122846254568047,4.055499715881866,0.06734653868618068,0.057806290600769944
PHAS,2021-02-05,4.25,4.25,4.1,4.1957,32452,4.1957,4.081491028125873,4.031915693152415,0.04957533497345778,0.05542122857941726
PHAS,2021-02-04,4.2,4.25,4.2,4.22,10978,4.219999999999999,4.060725760512395,4.018812948604608,0.041912811907787166,0.05688270198090713
PHAS,2021-02-03,4.11,4.1774,4.11,4.135,14586,4.134999999999999,4.0317668078782845,4.0027179844929766,0.029048823385307895,0.06062517449918711
PHAS,2021-02-02,3.85,3.98,3.85,3.95,20031,3.9499999999999993,4.0129971365834285,3.992135423252415,0.020861713331012943,0.06851926227765691
PHAS,2021-02-01,3.9,3.99,3.79,3.8199,21489,3.8199,4.024451161416779,3.995506257112608,0.028944904304170738,0.08043364951431779
PHAS,2021-01-29,3.79,3.8499,3.77,3.83,7032,3.83,4.061642281674375,4.009554757681617,0.05208752399275785,0.09330583581685455
PHAS,2021-01-28,3.93,3.93,3.83,3.9,12705,3.9,4.103759060160624,4.023919138296146,0.07983992186447786,0.1036104137728785
PHAS,2021-01-27,4.02,4.06,3.84,3.98,63581,3.979999999999999,4.140806162008009,4.033832669359838,0.10697349264817202,0.10955303674997866
PHAS,2021-01-26,4.33,4.37,4.3086,4.3299,17521,4.3298999999999985,4.170043646009467,4.0381392829086264,0.13190436310084142,0.11019792277543053
PHAS,2021-01-25,4.33,4.36,4.2517,4.3349,9361,4.334899999999998,4.140978854374826,4.014798425541316,0.12618042883350888,0.10477131269407802
PHAS,2021-01-22,4.16,4.2473,4.16,4.24,10231,4.239999999999998,4.105720464261156,3.989190299584621,0.1165301646765351,0.09941903365922007
PHAS,2021-01-21,4.0,4.1899,4.0,4.065,37481,4.065,4.0813060032177315,3.969125523551391,0.11218047966633947,0.09514125090489119
PHAS,2021-01-20,4.21,4.24,4.18,4.205,40612,4.204999999999999,4.084270731075501,3.9614555654355024,0.1228151656399974,0.09088144371452889
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.062319954907409,3.941972010670343,0.12034794423706607,0.08289801323316152
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.0427417648905735,3.9237297715239694,0.11901199336660315,0.07353553048218549
PHAS,2021-01-15,4.4,4.45,4.3,4.3001,126003,4.300099999999999,4.0196039039615865,3.9040281532458883,0.1155757507156987,0.06216641476108084
PHAS,2021-01-14,4.0,4.2,4.0,4.1901,54842,4.190099999999998,3.968604613772784,3.872342405505559,0.09626220826722508,0.04881408077242648
PHAS,2021-01-13,4.17,4.17,4.1,4.135,8197,4.134999999999999,3.928332725367836,3.846921797946004,0.0814109274218322,0.03695204889872683
PHAS,2021-01-12,4.06,4.1398,4.0406,4.1398,16766,4.139799999999998,3.8907568572528968,3.8238755417816837,0.06688131547121268,0.025837329267950484
PHAS,2021-01-11,4.0,4.1,3.89,4.0,55127,3.999999999999999,3.8454762858443328,3.7986015851242185,0.046874700720113786,0.015576332717134822
PHAS,2021-01-08,4.14,4.23,4.13,4.14,65119,4.139999999999999,3.8173810650887567,3.782489711934157,0.034891353154600235,0.007751740716389968
PHAS,2021-01-07,3.76,3.81,3.76,3.81,17190,3.81,3.7587230769230766,3.753888888888889,0.00483418803418756,0.0009668376068375118
PHAS,2021-01-06,3.81,3.8998,3.69,3.7494,49256,3.7494,3.7494,3.7494,0.0,0.0
