Symbol,Date,Open,High,Low,Close,Volume,QTT SMA,QTT spanTwelveEMA,QTT spanTwntySixEMA,QTT_x,QTT_y
QTT,2021-02-10,4.34,4.74,4.14,4.5983,4226003,4.5983,3.56667148373743,3.1111275202914954,0.4555439634459351,0.3793295788610635
QTT,2021-02-09,3.76,3.85,3.65,3.798,740411,3.798,3.379102662598781,2.9921537219148147,0.3869489406839661,0.36027598271484573
QTT,2021-02-08,3.81,3.8289999999999997,3.5001,3.6394,1357038,3.6394,3.3029395103440136,2.927686019668,0.3752534906760139,0.3536077432225656
QTT,2021-02-05,3.8145,3.88,3.62,3.66,1750911,3.66,3.241764875861107,2.87074890124144,0.3710159746196675,0.3481963063592036
QTT,2021-02-04,3.75,3.88,3.56,3.58,2263314,3.58,3.165722126017672,2.8076088133407553,0.35811331267691715,0.34249138929408773
QTT,2021-02-03,2.98,3.35,2.95,3.28,1696645,3.28,3.0903988762027037,2.745817518408016,0.3445813577946879,0.33858590844838043
QTT,2021-02-02,3.09,3.12,2.97,3.02,693793,3.0199999999999987,3.0559259446031946,2.7030829198806563,0.35284302472253826,0.3370870461118035
QTT,2021-02-01,3.15,3.15,3.02,3.0427,697196,3.0426999999999995,3.0624579345310488,2.6777295534711087,0.3847283810599391,0.3331480514591198
QTT,2021-01-29,3.22,3.32,3.12,3.2,971694,3.2,3.0660502862639656,2.6485319177487976,0.417518368515168,0.32025296905891476
QTT,2021-01-28,3.48,3.58,3.45,3.54,1183441,3.5399999999999987,3.0416957928574138,2.6044144711687016,0.43728132168871214,0.2959366191948515
QTT,2021-01-27,3.12,3.7578,3.11,3.6702,2241643,3.670199999999999,2.9510950279223978,2.529567628862197,0.4215273990602007,0.2606004435713863
QTT,2021-01-26,3.43,3.48,3.33,3.385,1190628,3.3849999999999985,2.820348669362834,2.438317039171173,0.38203163019166064,0.22036870469918268
QTT,2021-01-25,3.65,3.65,3.4,3.5118,2621684,3.5117999999999987,2.717684791065168,2.3625824023048674,0.3551023887603,0.17995297332606308
QTT,2021-01-22,4.21,4.22,3.45,3.455,8501252,3.4549999999999987,2.5733002076224705,2.2706449944892566,0.302655213133213,0.13616561946750372
QTT,2021-01-21,3.53,3.75,3.305,3.56,8965381,3.5599999999999987,2.4129911544629192,2.1758965940483974,0.23709456041452184,0.09454322105107615
QTT,2021-01-20,2.52,2.85,2.5,2.7977,2267125,2.7976999999999985,2.2044440916379955,2.0651683215722687,0.13927577006572633,0.058905386210214745
QTT,2021-01-19,2.22,2.4,2.2038,2.3817,1526708,2.3816999999999986,2.096579381026722,2.006565787298051,0.09001359372867103,0.038812790246336736
QTT,2021-01-19,2.22,2.4,2.2038,2.3817,1526708,2.381699999999999,2.0447392684861256,1.9765550502818952,0.0681842182042307,0.02601258937575316
QTT,2021-01-15,2.1,2.1,2.05,2.065,213865,2.064999999999999,1.9834736809381488,1.9441434543044465,0.039330226633702114,0.01546968216863383
QTT,2021-01-14,2.16,2.26,2.15,2.2168,770263,2.2167999999999988,1.9686507138359937,1.9344749306488016,0.03417578318719161,0.0095045460523667
QTT,2021-01-13,1.94,2.09,1.94,2.0383,856825,2.0382999999999987,1.9235326618061743,1.9118889251007063,0.011643736705468031,0.003336736768660362
QTT,2021-01-12,1.916,1.916,1.86,1.86,261617,1.8599999999999992,1.9026658730436607,1.9017760391087628,0.0008898339348979434,0.0012599867844584438
QTT,2021-01-11,1.88,1.93,1.85,1.93,337206,1.929999999999999,1.9104233045061445,1.905118122237464,0.005305182268680708,0.0013525249968485689
QTT,2021-01-08,1.96,1.98,1.93,1.97,394006,1.969999999999999,1.9068639053254437,1.9031275720164609,0.003736333308982598,0.00036436067889058957
QTT,2021-01-07,1.9,1.92,1.82,1.87,710617,1.869999999999999,1.8953846153846152,1.8977777777777776,-0.0023931623931623407,-0.00047863247863246807
QTT,2021-01-06,1.92,1.9518,1.86,1.9,506793,1.8999999999999984,1.9,1.9,0.0,0.0
