Symbol,Date,Open,High,Low,Close,Volume,TKRFF SMA,TKRFF spanTwelveEMA,TKRFF spanTwntySixEMA,TKRFF_x,TKRFF_y
TKRFF,2020-08-31,0.18100000000000002,0.18100000000000002,0.18,0.18,25300,0.18,0.17147398931343347,0.16573673985221926,0.005737249461214206,0.004310540722439207
TKRFF,2020-08-28,0.17845,0.18,0.17845,0.18,106200,0.18,0.16992380555223954,0.1645956790403968,0.005328126511842779,0.003953863537745458
TKRFF,2020-08-27,0.18,0.18,0.171545,0.171545,10658,0.171545,0.16809177019810131,0.16336333336362854,0.004728436834472771,0.003610297794221134
TKRFF,2020-08-26,0.16399999999999998,0.1915,0.16399999999999998,0.1809,24012,0.1809,0.16746391023411974,0.1627088000327188,0.00475511020140093,0.003330763034158224
TKRFF,2020-08-25,0.1805,0.1805,0.1706,0.1732,31214,0.17319999999999994,0.1650209848221415,0.1612535040353363,0.0037674807868051936,0.0029746762423475404
TKRFF,2020-08-24,0.16,0.1671,0.1556,0.16699999999999998,196115,0.16699999999999995,0.16353389115343994,0.1602977843581632,0.003236106795276777,0.002776475106233127
TKRFF,2020-08-21,0.1551,0.1645,0.1551,0.1645,7100,0.16449999999999998,0.16290368954497453,0.15976160710681625,0.003142082438158278,0.0026615671839722212
TKRFF,2020-08-20,0.1626,0.1626,0.1626,0.1626,900,0.16259999999999994,0.16261345128042445,0.15938253567536154,0.0032309156050629173,0.0025414383704257066
TKRFF,2020-08-19,0.18,0.18,0.17,0.170475,22670,0.1704749999999999,0.16261589696777434,0.15912513852939048,0.0034907584383838948,0.002369069061766404
TKRFF,2020-08-18,0.1625,0.1672,0.1625,0.1672,12425,0.1671999999999999,0.16118696914373334,0.15821714961174171,0.0029698195319916576,0.002088646717612038
TKRFF,2020-08-17,0.142,0.1624,0.142,0.1624,11899,0.1623999999999999,0.16009369080623034,0.15749852158068106,0.0025951692255493093,0.0018683535140171397
TKRFF,2020-08-14,0.16484000000000001,0.16484000000000001,0.16484000000000001,0.16484000000000001,1000,0.16483999999999993,0.1596743618619086,0.1571064033071355,0.0025679585547730976,0.001686649586134104
