Symbol,Date,Open,High,Low,Close,Volume,TKRFF SMA,TKRFF spanTwelveEMA,TKRFF spanTwntySixEMA,TKRFF_x,TKRFF_y
TKRFF,2020-08-13,0.168,0.1719,0.168,0.1719,67323,0.17189999999999991,0.15873515492771015,0.15648771557170632,0.0022474393560038275,0.0014663223439743557
TKRFF,2020-08-12,0.1445,0.1445,0.1445,0.1445,6030,0.1444999999999999,0.15634154673274836,0.1552547328174428,0.0010868139153055456,0.0012710430909669875
TKRFF,2020-08-11,0.1674,0.1694,0.16601,0.16601,5192,0.1660099999999999,0.1584945552296117,0.15611511144283824,0.002379443786773461,0.0013171003848823411
TKRFF,2020-08-10,0.17,0.172808,0.15,0.1723,87536,0.1722999999999999,0.15712811072590474,0.1553235203582653,0.0018045903676394415,0.0010515145344095612
TKRFF,2020-08-07,0.1645,0.1645,0.16,0.16,57010,0.15999999999999992,0.15436958540334195,0.15396540198692654,0.0004041834164154323,0.0008632455761020913
TKRFF,2020-08-06,0.155,0.155,0.15,0.155,64000,0.15499999999999994,0.15334587365849506,0.15348263414588065,-0.00013676048738558988,0.0009780111160237628
TKRFF,2020-08-05,0.145,0.145,0.145,0.145,5000,0.14499999999999993,0.15304512341458507,0.1533612448775511,-0.0003161214629660292,0.001256704016876101
TKRFF,2020-08-04,0.148384,0.148384,0.14735,0.14735,8250,0.14734999999999995,0.1545078731263278,0.15403014446775518,0.00047772865857262375,0.0016499103868366336
TKRFF,2020-08-03,0.15,0.15,0.15,0.15,3000,0.14999999999999994,0.15580930460384193,0.15456455602517558,0.0012447485786663546,0.001942955818902636
TKRFF,2020-07-31,0.158,0.158,0.158,0.158,5000,0.15799999999999995,0.15686554180454046,0.15492972050718964,0.0019358212973508149,0.002117507628961706
TKRFF,2020-07-30,0.1455,0.1551,0.14400000000000002,0.1551,27506,0.15509999999999993,0.15665927667809326,0.1546840981477648,0.0019751785303284697,0.002162929211864429
TKRFF,2020-07-29,0.1532,0.1532,0.1521,0.1521,65500,0.15209999999999993,0.15694278152865568,0.15465082599958602,0.002291955529069689,0.0022098668822484184
TKRFF,2020-07-28,0.1445,0.17800000000000002,0.1445,0.1663,3700,0.1662999999999999,0.15782328726113853,0.15485489207955286,0.002968395181585676,0.0021893447205431076
TKRFF,2020-07-27,0.1605,0.1657,0.155,0.155,58600,0.15499999999999992,0.15628206676316372,0.1539392834459171,0.002342783317246633,0.0019945821052824654
TKRFF,2020-07-24,0.14,0.1421,0.14,0.1421,20000,0.14209999999999992,0.15651516981101168,0.15385442612159045,0.0026607436894212355,0.0019075318022914235
TKRFF,2020-07-23,0.170221,0.170221,0.170221,0.170221,2312,0.17022099999999996,0.1591361097766502,0.15479478021131768,0.004341329565332508,0.0017192288305089704
TKRFF,2020-07-22,0.17300000000000001,0.1731,0.1602,0.17,112500,0.16999999999999998,0.1571206751905866,0.1535606826282231,0.003559992562363501,0.0010637036468030857
TKRFF,2020-07-21,0.1709,0.1842,0.17,0.18,134300,0.17999999999999994,0.1547789797706932,0.15224553723848092,0.002533442532212299,0.00043963141791298184
TKRFF,2020-07-20,0.1532,0.1564,0.1495,0.1548,66358,0.1548,0.1501933397290011,0.1500251802175594,0.0001681595114416956,-8.382136066184046e-05
TKRFF,2020-07-17,0.141,0.149,0.141,0.149,8400,0.14899999999999994,0.149355765134274,0.14964319463496414,-0.00028742950069016166,-0.00014681657868772447
TKRFF,2020-07-16,0.15,0.15,0.15,0.15,120,0.14999999999999994,0.14942044970414198,0.1496946502057613,-0.00027420050161930387,-0.0001116633481871221
TKRFF,2020-07-15,0.1605,0.1605,0.145548,0.145548,2461,0.14554799999999993,0.1493150769230769,0.14967022222222226,-0.0003551452991453208,-7.10290598290697e-05
TKRFF,2020-07-14,0.15,0.15,0.15,0.15,12000,0.1499999999999999,0.15,0.15,0.0,0.0
