Symbol,Date,Open,High,Low,Close,Volume,RGLSF SMA,RGLSF spanTwelveEMA,RGLSF spanTwntySixEMA,RGLSF_x,RGLSF_y
RGLSF,2020-08-31,1.294,1.31,1.07,1.12,79899,1.12,0.8727902830085892,0.8220613506098521,0.050728932398736985,0.024850669916869392
RGLSF,2020-08-28,0.9079200000000001,1.4,0.9079200000000001,0.965,40375,0.965,0.8278430617374233,0.79822625865864,0.029616803078783224,0.01838110429640246
RGLSF,2020-08-27,0.82,0.82,0.82,0.82,10600,0.8199999999999997,0.802905436598773,0.7848843593513313,0.01802107724744173,0.015572179600807267
RGLSF,2020-08-26,0.8308,0.8308,0.8308,0.8308,3000,0.8307999999999999,0.7997973341621862,0.7820751080994377,0.017722226062748536,0.014959955189148649
RGLSF,2020-08-25,0.799396,0.799396,0.799396,0.799396,1000,0.7993959999999998,0.7941604858280383,0.7781771167473926,0.015983369080645682,0.014269387470748676
RGLSF,2020-08-24,0.753183,0.76,0.753183,0.76,20000,0.7599999999999998,0.7932085741604089,0.7764796060871841,0.01672896807322488,0.013840892068274423
RGLSF,2020-08-21,0.7522,0.7522,0.7522,0.7522,2000,0.7521999999999998,0.7992464967350287,0.7777979745741588,0.0214485221608699,0.013118873067036834
RGLSF,2020-08-21,0.7522,0.7522,0.7522,0.7522,2000,0.7521999999999998,0.8078004052323066,0.7798458125400916,0.027954592692215008,0.011036460793578569
RGLSF,2020-09-01,1.1608,1.18,1.15,1.16,28300,1.1599999999999997,0.8179095698199986,0.7820574775432989,0.03585209227669972,0.006806927818919458
RGLSF,2020-08-18,0.76418,0.76418,0.76418,0.76418,10000,0.7641799999999999,0.7557113097872711,0.7518220757467627,0.003889234040508338,-0.0004543632955256076
RGLSF,2020-08-17,0.777,0.777,0.77,0.77,3000,0.7699999999999999,0.7541715479304113,0.7508334418065037,0.0033381061239076137,-0.001540262629534094
RGLSF,2020-08-14,0.77,0.77,0.77,0.77,3000,0.77,0.7512936475541224,0.7493001171510241,0.0019935304030983536,-0.0027598548178945207
RGLSF,2020-08-13,0.7542,0.7542,0.7542,0.7542,3000,0.7542,0.7478924925639628,0.7476441265231061,0.0002483660408567623,-0.003948201123142739
RGLSF,2020-08-12,0.7574,0.7574,0.7574,0.7574,4000,0.7574000000000001,0.7467456730301378,0.7471196566449546,-0.00037398361481677517,-0.004997342914142614
RGLSF,2020-08-11,0.75581,0.75581,0.75581,0.75581,1800,0.75581,0.744808522671981,0.7462972291765511,-0.0014887065045700034,-0.006153182738974073
RGLSF,2020-08-10,0.7456649999999999,0.746732,0.7456649999999999,0.746732,3250,0.7467320000000001,0.7428082540668867,0.7455362075106752,-0.002727953443788511,-0.00731930179757509
RGLSF,2020-08-07,0.758242,0.758242,0.758242,0.758242,500,0.7582420000000001,0.7420948457154115,0.7454405441115292,-0.0033456983961176467,-0.008467138886021734
RGLSF,2020-08-06,0.6970000000000001,0.77,0.6970000000000001,0.77,2399,0.7700000000000001,0.7391589994818499,0.7444164276404516,-0.005257428158601529,-0.009747499008497756
RGLSF,2020-08-05,0.749668,0.775,0.72,0.775,6600,0.7750000000000001,0.7335515448421863,0.7423697418516877,-0.008818197009501372,-0.010870016720971784
RGLSF,2020-08-04,0.7167,0.7168399999999999,0.7167,0.7168399999999999,1300,0.7168399999999999,0.7260154620862201,0.7397593211998228,-0.013743859113602652,-0.011382971648839385
RGLSF,2020-08-04,0.7167,0.7168399999999999,0.7167,0.7168399999999999,1300,0.7168399999999999,0.7276837279200784,0.7415928668958086,-0.013909138975730206,-0.010792749782648568
RGLSF,2020-07-31,0.7352810000000001,0.7352810000000001,0.7352810000000001,0.7352810000000001,1000,0.7352810000000001,0.7296553148146381,0.7435730962474733,-0.013917781432835176,-0.010013652484378159
RGLSF,2020-07-30,0.696462,0.696462,0.696462,0.696462,100,0.6964619999999999,0.7286324629627541,0.7442364639472709,-0.015604000984516975,-0.009037620247263903
RGLSF,2020-07-29,0.714907,0.714907,0.714907,0.714907,800,0.7149069999999998,0.7344816380468911,0.7480584210630528,-0.013576783016161607,-0.007396025062950663
RGLSF,2020-07-28,0.713988,0.713988,0.713988,0.713988,500,0.7139879999999998,0.738040663146326,0.7507105347480969,-0.01266987160177091,-0.005850835574647927
RGLSF,2020-07-27,0.7145,0.7151,0.7,0.7151,7500,0.7150999999999997,0.7424138746274762,0.7536483375279447,-0.011234462900468478,-0.0041460765678671815
RGLSF,2020-07-24,0.7050569999999999,0.7050569999999999,0.69,0.69,1500,0.6899999999999996,0.7473800336506538,0.7567322045301803,-0.009352170879526556,-0.0023739799847168576
RGLSF,2020-07-23,0.7348,0.734963,0.7348,0.734963,4000,0.7349629999999996,0.7578127670416817,0.7620707808925947,-0.004258013850913067,-0.000629432261014433
RGLSF,2020-07-22,0.7429,0.7429,0.7429,0.7429,3500,0.7428999999999997,0.7619672701401693,0.7642394033640023,-0.002272133223833017,0.00027771313646022557
RGLSF,2020-07-21,0.753416,0.755,0.753416,0.755,5000,0.7549999999999996,0.7654340465292908,0.7659465556331225,-0.0005125091038314934,0.0009151747265335363
RGLSF,2020-07-20,0.7576,0.7576,0.7576,0.7576,500,0.7575999999999995,0.7673311458982529,0.7668222800837723,0.0005088658144807301,0.0012720956841248492
RGLSF,2020-07-17,0.741,0.7420899999999999,0.7406,0.7416699999999999,7500,0.7416699999999994,0.7691004451524808,0.7675600624904741,0.001540382662006734,0.0014629031515359066
RGLSF,2020-07-16,0.787461,0.787461,0.787461,0.787461,400,0.7874609999999994,0.7740877988165682,0.7696312674897121,0.0044565313268561954,0.0014435332739182274
RGLSF,2020-07-15,0.8,0.808266,0.8,0.808266,6900,0.8082659999999995,0.7716563076923078,0.7682048888888889,0.003451418803418816,0.0006902837606837631
RGLSF,2020-07-14,0.76,0.765,0.76,0.765,1000,0.7649999999999993,0.765,0.765,0.0,0.0
