Symbol,Date,Open,High,Low,Close,Volume,OPTT SMA,OPTT spanTwelveEMA,OPTT spanTwntySixEMA,OPTT_x,OPTT_y
OPTT,2020-08-31,1.27,1.28,1.2116,1.2492,104067,1.2492,1.1910206397470375,1.0951151702064053,0.09590546954063227,0.11215924596493383
OPTT,2020-08-28,1.17,1.1777,1.15,1.16,72641,1.16,1.1804425742464988,1.0827883838229178,0.09765419042358103,0.11622269007100922
OPTT,2020-08-27,1.1874,1.21,1.18,1.1823,192107,1.1823,1.1841594059276803,1.0766114545287513,0.10754795139892924,0.12086481498286625
OPTT,2020-08-26,1.2,1.34,1.19,1.28,764980,1.28,1.1844974797327137,1.0681563708910513,0.11634110884166216,0.12419403087885053
OPTT,2020-08-25,1.13,1.1681,1.12,1.14,59879,1.14,1.1671333851386614,1.0512088805623354,0.11592450457632596,0.12615726138814756
OPTT,2020-08-24,1.1514,1.22,1.13,1.1769,172380,1.1769,1.1720667278911452,1.0441055910073225,0.12796113688382293,0.12871545059110295
OPTT,2020-08-21,1.21,1.24,1.19,1.19,112236,1.1900000000000002,1.1711879511440806,1.033482038287908,0.13770591285617262,0.12890402901792303
OPTT,2020-08-20,1.25,1.31,1.21,1.2262,281698,1.2262,1.1677675786248225,1.020960601350941,0.1468069772738818,0.12670355805836062
OPTT,2020-08-19,1.24,1.27,1.23,1.2616,196826,1.2616,1.1571435020111538,1.0045414494590161,0.15260205255213788,0.12167770325448037
OPTT,2020-08-18,1.22,1.23,1.04,1.111,1100845,1.1110000000000002,1.1381514114677271,0.9839767654157372,0.15417464605199005,0.11394661593006604
OPTT,2020-08-17,1.5,1.64,1.35,1.54,2681334,1.5400000000000005,1.1430880317345866,0.973814906648996,0.16927312508559056,0.10388960839958505
OPTT,2020-08-14,1.38,1.44,1.35,1.4307,219019,1.4307000000000003,1.0709222193226933,0.9285200991809156,0.14240212014177756,0.08754372922808366
OPTT,2020-08-13,1.47,1.52,1.29,1.3,1750726,1.3000000000000005,1.0055080773813647,0.8883457071153891,0.11716237026597574,0.07382913149966015
OPTT,2020-08-12,1.16,1.18,1.13,1.1407,205140,1.1407000000000005,0.9519640914507038,0.8554133636846201,0.09655072776608377,0.06299582180808128
OPTT,2020-08-11,1.06,1.08,1.03,1.08,138634,1.0800000000000007,0.917648471714468,0.8325904327793897,0.08505803893507835,0.05460709531858064
OPTT,2020-08-10,0.99,0.99,0.9105,0.950001,435676,0.9500010000000008,0.8881300120261895,0.812797667401741,0.07533234462444849,0.04699435941445625
OPTT,2020-08-07,1.14,1.17,1.1,1.1632,245315,1.1632000000000011,0.8768807414854967,0.8018214007938803,0.07505934069161635,0.03990986311195818
OPTT,2020-08-06,0.9790000000000001,0.98,0.932,0.96,129740,0.9600000000000012,0.8248226944828597,0.7729111128573907,0.05191158162546905,0.03112249371704364
OPTT,2020-08-05,0.8925,0.97,0.8802,0.92,424255,0.9200000000000012,0.8002450025706525,0.7579440018859819,0.042301000684670576,0.025925221739937283
OPTT,2020-08-04,0.8925,0.8925,0.85,0.8699,86988,0.8699000000000011,0.7784713666744074,0.7449795220368604,0.033491844637547064,0.02183127700375396
OPTT,2020-08-03,0.83,0.8358,0.772,0.78,157559,0.780000000000001,0.761847978797027,0.7349858837998091,0.02686209499721792,0.018916135095305684
OPTT,2020-07-31,0.825,0.84,0.8220000000000001,0.823399,53742,0.8233990000000009,0.7585476113055775,0.7313847545037938,0.027162856801783646,0.016929645119827624
OPTT,2020-07-30,0.7390000000000001,0.77,0.7301,0.7695,256374,0.7695000000000011,0.7467564497247734,0.7240236148640973,0.022732834860676118,0.014371342199338614
OPTT,2020-07-29,0.779,0.7899,0.755,0.7606,185052,0.7606000000000009,0.7426212587656412,0.7203855040532249,0.022235754712416237,0.012280969034004238
OPTT,2020-07-28,0.78,0.782,0.7601,0.769299,99284,0.7692990000000007,0.7393523967230305,0.717168344377483,0.022184052345547545,0.009792272614401212
OPTT,2020-07-27,0.82,0.82,0.81,0.8113,88407,0.8113000000000008,0.7339075597635816,0.7129978919276816,0.02090966783589998,0.006694327681614628
OPTT,2020-07-24,0.83,0.8691,0.7659999999999999,0.8220000000000001,393954,0.8220000000000008,0.7198362069933236,0.7051337232818959,0.014702483711427572,0.00314049264304329
OPTT,2020-07-23,0.77,0.777,0.7542,0.7659,285146,0.7659000000000007,0.7012609719012006,0.6957844211444477,0.005476550756752907,0.0002499948759471913
OPTT,2020-07-22,0.7,0.71,0.7,0.7,140730,0.7000000000000006,0.6895084213377825,0.6901751748360035,-0.0006667534982210954,-0.0010566440942542377
OPTT,2020-07-21,0.69,0.69,0.68,0.6813,52777,0.6813000000000007,0.6876008615810155,0.6893891888228839,-0.0017883272418683926,-0.001154116743262523
OPTT,2020-07-20,0.6841,0.69,0.675,0.6899,72953,0.6899000000000006,0.6887464727775637,0.6900363239287146,-0.001289851151150878,-0.0009955641186110557
OPTT,2020-07-17,0.6990000000000001,0.6990000000000001,0.6891,0.698,36971,0.6980000000000006,0.6885367405553027,0.6900472298430118,-0.001510489287709138,-0.0009219923604761001
OPTT,2020-07-16,0.685,0.7,0.675,0.675,47398,0.6750000000000007,0.686816147928994,0.6894110082304528,-0.0025948603014587235,-0.0007748681286678406
OPTT,2020-07-15,0.7,0.7,0.6709999999999999,0.672,93068,0.6720000000000008,0.6889645384615385,0.6905638888888891,-0.0015993504273504875,-0.0003198700854701198
OPTT,2020-07-14,0.7,0.7,0.6865,0.692049,46060,0.6920490000000009,0.692049,0.692049,0.0,0.0
